"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"523798 (2017 CX33)",72.77,0.8567,72.04,315.84,162.81,10.427,135.12,621,2228,2,79,,,11.11
"523800 (2017 KZ31)",54.18,0.7980,161.70,144.77,300.96,10.945,97.42,399,2854,2,174,,,10.31
"523899 (1997 CV29)",41.97,0.0427,8.03,121.24,28.45,40.180,43.76,272,8093,3,66,,,7.37
"523955 (1998 UU43)",36.63,0.1291,9.56,231.23,276.68,31.905,41.36,222,8806,3,65,,,7.22
"523965 (1998 XY95)",64.26,0.4197,6.66,47.22,89.36,37.286,91.23,515,8836,2,131,,,6.31
"523983 (1999 RY214)",45.58,0.1865,13.68,327.24,70.81,37.079,54.08,308,7715,3,36,,,7.36
"524049 (2000 CQ105)",56.57,0.3891,19.70,130.68,103.72,34.560,78.58,425,8443,2,69,,,6.17
"524179 (2001 FQ185)",47.34,0.2237,3.24,135.28,68.39,36.749,57.93,326,7701,2,151,,,6.90
"524216 (2001 RU143)",39.7,0.1421,6.49,209.18,19.81,34.058,45.35,250,5989,3,73,,,6.29
"524217 (2001 RZ143)",44.44,0.0714,2.12,8.22,32.44,41.263,47.61,296,7028,2,123,,,6.69
"524365 (2001 XQ254)",55.2,0.4382,7.11,107.19,10.01,31.013,79.39,410,7742,2,81,,,7.89
"524366 (2001 XR254)",42.94,0.0308,1.24,179.68,80.68,41.614,44.26,281,7386,2,130,,,5.81
"524435 (2002 CY248)",46.07,0.1457,7.04,300.70,339.30,39.355,52.78,313,7684,3,137,,,5.43
"524457 (2002 FW6)",36.17,0.1249,3.54,153.79,190.76,31.657,40.69,218,7369,3,59,,,7.67
"524460 (2002 GF32)",39.13,0.1772,2.79,44.39,51.97,32.198,46.07,245,5885,3,67,,,6.42
"524531 (2002 XH91)",43.92,0.0870,4.98,80.39,187.74,40.102,47.74,291,7028,3,75,,,5.66
"524612 (2003 QA112)",42.94,0.1113,15.96,0.69,184.68,38.163,47.72,281,6228,3,83,,,6.22
"524613 (2003 QW113)",51.82,0.4919,6.91,160.26,253.67,26.327,77.30,373,7062,2,178,,,7.27
"524747 (2003 UJ292)",56.43,0.3260,11.04,194.51,221.46,38.036,74.83,424,5194,2,54,,,6.90
"524834 (2003 YL179)",38.94,0.0062,2.52,262.09,160.51,38.697,39.18,243,5533,4,33,,,7.36
"525257 (2004 VS75)",44.87,0.1055,7.37,23.49,297.64,40.135,49.61,301,5412,4,26,,,6.85
"525258 (2004 VT75)",39.62,0.2108,12.80,26.54,274.12,31.264,47.97,249,5791,2,128,,,6.36
"525460 (2005 EX297)",43.81,0.1101,4.81,28.17,231.90,38.987,48.64,290,6196,3,76,,,6.38
"525461 (2005 EN302)",44.73,0.0880,3.07,47.77,7.82,40.799,48.67,299,6255,3,55,,,6.98
"525462 (2005 EO304)",45.36,0.0636,3.42,93.86,152.28,42.476,48.25,306,7972,3,120,,,6.19
"525595 (2005 JP179)",42.71,0.0251,2.09,137.95,11.35,41.640,43.78,279,5876,3,71,,,6.45
"525596 (2005 JR179)",46.6,0.1148,3.75,71.06,57.56,41.251,51.95,318,4719,3,41,,,6.62
"525729 (2005 RQ43)",41.69,0.0982,20.15,66.32,272.56,37.598,45.79,269,5791,2,226,,,6.42
"525815 (2005 SD278)",56.08,0.2884,17.85,152.48,219.27,39.911,72.25,420,5264,2,216,,,6.30
"525816 (2005 SF278)",44.11,0.1944,13.33,101.63,320.48,35.536,52.69,293,6687,2,318,,,6.72
"527603 (2007 VJ305)",203.2,0.8267,11.96,24.34,338.68,35.221,371.28,2.9e+03,7644,2,121,,,6.86
"527604 (2007 VL305)",30.2,0.0686,28.09,188.48,217.64,28.128,32.27,166,5872,2,71,,,8.51
"528219 (2008 KV42)",41.99,0.4961,103.44,261.04,132.61,21.159,62.82,272,4456,3,58,,,8.66
"528381 (2008 ST291)",101,0.5768,20.75,330.95,325.82,42.755,159.29,1.02e+03,5113,2,103,,,4.29
"529780 (2010 MQ116)",42.35,0.1730,30.72,5.06,164.00,35.023,49.67,276,4547,2,100,,,5.35
"529823 (2010 PP81)",53.03,0.2877,30.71,172.22,174.57,37.776,68.29,386,4435,2,338,,,6.82
"529938 (2010 TM182)",39.81,0.1734,5.61,44.82,29.61,32.908,46.71,251,7323,2,171,,,7.03
"529940 (2010 TB192)",55.22,0.3262,12.99,243.67,109.96,37.206,73.24,410,4388,2,62,,,6.44
"530055 (2010 VW224)",44,0.1324,8.88,102.44,148.46,38.173,49.82,292,6145,3,100,,,5.54
"530231 (2011 BV163)",44.06,0.1002,4.54,105.56,40.57,39.644,48.47,292,5912,2,121,,,6.66
"530664 (2011 SO277)",30.38,0.0054,9.64,113.51,137.07,30.216,30.54,167,5054,3,105,,,7.76
"530838 (2011 UC411)",39.66,0.2784,4.65,289.17,89.01,28.620,50.70,250,5167,2,129,,,8.03
"530839 (2011 UK411)",42.73,0.2398,13.39,219.23,209.67,32.482,52.98,279,5079,2,226,,,6.92
"530930 (2011 WG157)",30.19,0.0230,22.28,352.03,208.93,29.498,30.89,166,6320,3,92,,,7.27
"530941 (2011 XJ4)",45.3,0.1875,11.21,335.31,189.50,36.805,53.80,305,6564,3,98,,,6.91
"530955 (2011 YN79)",73.25,0.4623,25.93,96.82,44.56,39.388,107.11,627,4593,2,103,,,6.15
"531015 (2012 BX154)",73.03,0.4922,10.17,341.03,128.73,37.086,108.98,624,4330,2,90,,,6.38
"531016 (2012 BZ154)",76.9,0.5317,26.38,289.15,173.94,36.016,117.79,674,4054,2,59,,,7.10
"531017 (2012 BA155)",54.9,0.3706,14.40,228.33,341.31,34.550,75.25,407,7761,2,114,,,6.11
"531040 (2012 CS57)",43.18,0.0306,17.06,150.57,77.72,41.858,44.50,284,6201,3,73,,,6.39
"531074 (2012 DX98)",47.58,0.2622,13.14,9.76,188.37,35.104,60.05,328,6613,2,93,,,7.33
"531075 (2012 DY98)",69.59,0.4956,18.74,15.68,160.33,35.102,104.07,580,6536,2,136,,,7.26
"531076 (2012 DA99)",42.6,0.0292,3.24,56.53,143.54,41.355,43.85,278,4036,3,86,,,6.83
"531077 (2012 DB99)",39.24,0.1908,9.72,48.40,41.16,31.754,46.73,246,7291,2,104,,,6.38
"531141 (2012 FK84)",46.2,0.1586,16.47,134.55,82.44,38.875,53.53,314,7383,2,96,,,6.50
"531142 (2012 FL84)",102.5,0.6237,26.06,53.00,141.46,38.567,166.44,1.04e+03,5501,2,106,,,6.79
"531224 (2012 HK85)",57.22,0.3326,4.82,75.82,174.70,38.190,76.25,433,7438,2,73,,,6.83
"531682 (2012 UB178)",42.95,0.1089,8.94,180.22,88.39,38.271,47.62,281,2643,3,60,,,6.07
"531683 (2012 UC178)",42.57,0.1705,2.45,178.12,172.23,35.308,49.83,278,2674,2,87,,,6.82
"531684 (2012 UE178)",43.98,0.0436,4.18,90.03,124.37,42.064,45.90,292,4430,3,95,,,6.23
"531917 (2013 BN82)",43.56,0.2088,6.62,193.62,277.38,34.468,52.66,288,5903,2,104,,,6.73
"532026 (2013 EC138)",47.3,0.1336,8.42,310.94,210.62,40.984,53.62,325,6879,2,188,,,6.04
"532027 (2013 EH154)",31.65,0.1938,8.18,267.41,355.37,25.514,37.78,178,4394,2,104,,,7.93
"532037 (2013 FY27)",58.59,0.3976,33.28,186.93,139.80,35.291,81.89,448,4395,4,129,,,3.12
"532038 (2013 FB28)",45.57,0.0612,15.66,320.79,165.95,42.776,48.36,308,6239,3,130,,,6.09
"532039 (2013 FR28)",43.37,0.2362,3.00,41.90,131.63,33.127,53.61,286,4132,3,61,,,7.41
"532092 (2013 HU156)",39.39,0.1199,20.81,185.46,339.86,34.667,44.11,247,8058,2,353,,,5.47
"532093 (2013 HV156)",47.25,0.1793,18.14,168.80,184.74,38.780,55.72,325,7647,2,191,,,5.25
"532095 (2013 HY156)",40.67,0.0592,21.43,86.18,158.22,38.264,43.08,259,7736,3,75,,,6.88
"532184 (2013 OR11)",81.19,0.6318,21.13,53.21,316.95,29.894,132.48,732,4377,2,117,,,7.30
"533028 (2014 AL55)",43.57,0.2444,4.32,104.59,74.47,32.918,54.22,288,4312,2,168,,,6.67
"533085 (2014 BW64)",45.82,0.3428,15.72,320.12,101.91,30.115,61.53,310,4697,2,144,,,6.56
"533205 (2014 DD143)",43.59,0.0139,1.93,199.15,312.11,42.980,44.19,288,2589,3,104,,,6.22
"533206 (2014 DE143)",43,0.0191,6.50,164.19,181.81,42.177,43.82,282,7685,2,147,,,6.01
"533207 (2014 DJ143)",37.76,0.0143,6.95,99.71,93.36,37.224,38.30,232,3741,2,120,,,6.58
"533208 (2014 DQ143)",77.02,0.5387,26.08,9.00,189.24,35.528,118.52,676,6291,2,110,,,7.06
"533209 (2014 DR143)",39.14,0.2978,10.33,39.84,356.33,27.483,50.79,245,4006,3,122,,,5.85
"533210 (2014 DT143)",100.8,0.6436,25.49,214.90,8.19,35.938,165.73,1.01e+03,4425,2,128,,,6.95
"533211 (2014 DU143)",36.35,0.1382,13.60,144.51,190.51,31.326,41.37,219,5936,3,105,,,6.71
"533397 (2014 GZ53)",43.65,0.0307,5.94,84.46,131.25,42.309,44.99,288,3930,3,118,,,6.35
"533398 (2014 GA54)",40.95,0.2439,15.75,128.61,150.07,30.967,50.94,262,3746,2,167,,,7.23
"533506 (2014 HU199)",42.89,0.0663,8.53,118.19,140.49,40.049,45.74,281,3349,3,99,,,6.48
"533507 (2014 HV199)",37.7,0.0230,24.48,87.88,309.49,36.830,38.57,231,4051,2,168,,,6.43
"533508 (2014 HC200)",64.92,0.4254,35.78,44.44,216.30,37.305,92.54,523,3771,2,114,,,6.39
"533560 (2014 JM80)",62.08,0.2605,20.51,182.62,97.44,45.904,78.25,489,4431,2,135,,,5.79
"533561 (2014 JN80)",41.29,0.1050,17.74,138.69,158.21,36.958,45.63,265,2934,2,122,,,6.62
"533562 (2014 JQ80)",39.23,0.2140,7.99,109.80,96.63,30.833,47.62,246,4059,2,144,,,7.36
"533563 (2014 JW80)",136.8,0.7215,40.89,60.80,131.20,38.117,235.57,1.6e+03,2951,2,118,,,5.81
"533676 (2014 LS28)",43.09,0.0634,3.83,116.04,192.02,40.356,45.82,283,3802,3,60,,,6.28
"533704 (2014 MZ69)",46.33,0.1959,12.85,20.93,251.07,37.255,55.41,315,4061,2,151,,,6.16
"533868 (2014 OG394)",38.97,0.0517,4.40,127.43,353.82,36.955,40.99,243,4053,2,146,,,6.33
"534073 (2014 QL441)",49.28,0.2682,26.24,75.86,291.09,36.063,62.50,346,3337,2,206,,,6.54
"534074 (2014 QZ441)",42.59,0.0771,6.54,335.11,170.23,39.307,45.88,278,2345,3,68,,,6.03
"534161 (2014 RQ63)",39.54,0.1979,9.67,117.57,336.09,31.718,47.37,249,4015,2,154,,,7.34
"534314 (2014 SJ349)",42.62,0.1710,8.92,123.82,296.50,35.335,49.91,278,3741,2,88,,,7.19
"534315 (2014 SK349)",39.91,0.2971,9.38,59.91,316.34,28.054,51.76,252,4024,2,159,,,7.88
"534405 (2014 TW85)",43.26,0.0227,0.94,106.49,258.70,42.283,44.24,285,4392,2,135,,,6.10
"534625 (2014 UQ224)",44.68,0.0444,1.94,16.57,222.66,42.697,46.67,299,4007,3,134,,,5.55
"534626 (2014 UT224)",48.36,0.2718,3.88,81.81,329.36,35.215,61.51,336,6229,2,164,,,6.66
"534627 (2014 UV224)",72.63,0.5305,3.94,249.97,221.65,34.098,111.17,619,3717,2,111,,,6.21
"534631 (2014 UX229)",40.09,0.3425,15.94,15.19,3.62,26.357,53.82,254,4392,2,86,,,8.89
"535017 (2014 WY508)",98.34,0.7075,21.26,343.64,170.72,28.759,167.92,975,4614,2,140,,,7.56
"535018 (2014 WA509)",43.85,0.0562,3.00,120.19,335.68,41.384,46.31,290,4287,2,164,,,6.08
"535019 (2014 WE509)",36.26,0.0891,13.90,125.46,2.66,33.032,39.49,218,4698,2,87,,,7.25
"535020 (2014 WG509)",42.84,0.0809,21.40,129.70,184.91,39.371,46.30,280,4379,2,128,,,5.84
"535021 (2014 WL509)",41.34,0.1268,15.16,184.18,48.41,36.099,46.59,266,4071,2,144,,,6.07
"535022 (2014 WN509)",42.11,0.0496,7.10,276.66,314.90,40.016,44.19,273,4375,2,126,,,6.26
"535023 (2014 WO509)",43.77,0.0884,3.75,109.02,48.43,39.900,47.64,290,4330,2,165,,,6.27
"535024 (2014 WR509)",39.64,0.3474,26.36,51.82,64.85,25.866,53.41,250,4397,2,177,,,7.28
"535025 (2014 WT509)",47.92,0.2596,12.25,182.23,226.47,35.482,60.37,332,4045,2,105,,,7.23
"535026 (2014 WV509)",47.03,0.1816,25.33,205.51,198.19,38.486,55.57,322,4498,3,101,,,6.74
"535027 (2014 WY509)",43.82,0.1709,11.49,298.89,317.04,36.334,51.31,290,4070,2,176,,,5.85
"535028 (2014 WA510)",45.21,0.0419,2.16,104.53,326.38,43.318,47.11,304,4330,2,114,,,5.96
"535029 (2014 WG510)",39.46,0.2166,17.49,167.32,178.95,30.914,48.01,248,4403,2,102,,,6.70
"535030 (2014 WJ510)",67.86,0.4874,24.37,332.55,183.42,34.786,100.92,559,4707,2,155,,,6.67
"535031 (2014 WL510)",63.08,0.4344,4.68,219.80,320.89,35.679,90.48,501,4393,2,127,,,6.50
"535032 (2014 WP510)",39.76,0.1830,8.20,73.94,300.91,32.481,47.03,251,4015,3,95,,,7.39
"535167 (2014 XT40)",39.73,0.1978,7.32,223.75,174.28,31.873,47.59,250,4437,2,143,,,7.25
"535168 (2014 XU40)",39.63,0.1775,4.75,258.36,226.74,32.597,46.66,249,4070,2,79,,,7.17
"535169 (2014 XX40)",79.32,0.5944,19.72,202.25,324.86,32.173,126.47,706,3259,2,104,,,7.35
"535228 (2014 YE50)",59.58,0.3821,26.86,121.21,286.97,36.809,82.34,460,4677,2,139,,,5.49
"535229 (2014 YG50)",39.49,0.1999,19.07,303.79,108.06,31.594,47.38,248,4077,3,80,,,7.23
"535230 (2014 YH50)",56.63,0.3198,40.69,102.06,12.52,38.519,74.73,426,4131,2,84,,,6.25
"535231 (2014 YJ50)",39.47,0.2007,7.29,12.22,47.58,31.548,47.39,248,4400,2,154,,,6.83
"535466 (2015 AK281)",42.62,0.2144,16.94,65.81,76.66,33.483,51.76,278,3647,2,112,,,6.89
"535986 (2015 BN518)",46.35,0.2208,22.54,312.23,203.22,36.115,56.58,316,3409,3,98,,,6.86
"535987 (2015 BO518)",46.27,0.2292,7.69,340.82,235.19,35.669,56.88,315,4286,2,92,,,6.85
"535988 (2015 BU518)",43.42,0.2697,11.41,61.29,131.83,31.713,55.13,286,7375,2,145,,,7.50
"535989 (2015 BV518)",44.74,0.0390,1.79,98.29,283.36,42.995,46.48,299,4669,3,110,,,5.77
"535990 (2015 BW518)",44.8,0.1519,9.26,35.60,98.05,37.999,51.61,300,4314,2,157,,,6.74
"535991 (2015 BD519)",54.95,0.3409,10.37,120.56,94.79,36.214,73.68,407,4314,3,87,,,6.00
"535992 (2015 BF519)",38.97,0.3175,19.19,290.34,266.31,26.594,51.34,243,4099,2,142,,,7.73
"535993 (2015 BG519)",38.76,0.0315,34.43,330.72,358.78,37.542,39.99,241,3717,2,179,,,6.42
"535994 (2015 BH519)",53.32,0.3203,27.91,7.34,241.26,36.240,70.40,389,4470,2,147,,,6.33
"536287 (2015 CL62)",41.5,0.1360,19.06,335.67,207.29,35.855,47.14,267,4639,2,110,,,6.53
"536919 (2015 FL345)",45.61,0.1262,5.36,116.86,179.55,39.859,51.37,308,4483,3,114,,,5.89
"536920 (2015 FM345)",42.37,0.0297,17.14,103.40,39.89,41.108,43.62,276,4397,2,113,,,6.26
"536921 (2015 FO345)",39.95,0.1266,20.15,152.92,31.06,34.893,45.01,253,4429,3,74,,,7.15
"536922 (2015 FP345)",43.39,0.2136,10.04,130.21,32.98,34.126,52.66,286,4431,2,165,,,6.84
"538690 (2016 FP59)",46.31,0.1637,4.21,269.84,167.73,38.733,53.89,315,6527,2,165,,,5.84
"538691 (2016 FW59)",43.13,0.0724,6.30,290.16,35.53,40.010,46.26,283,4005,3,113,,,6.12
"541132 Leleakuhonua (2015 TG387)",1389,0.9532,11.67,300.98,117.58,65.072,2713.25,5.18e+04,1100,4,33,,,5.57
"542258 (2013 AP183)",57.97,0.3732,3.34,193.04,216.85,36.335,79.60,441,7358,2,134,,,5.64
"542889 (2013 MY11)",52.63,0.5901,14.50,99.70,195.76,21.572,83.69,382,4022,2,131,,,8.52
"543354 (2014 AN55)",55.8,0.3832,9.41,283.76,307.46,34.421,77.18,417,6603,2,385,,,4.39
"543375 (2014 BX64)",41.78,0.0509,11.17,323.08,76.69,39.658,43.91,270,7679,3,200,,,5.79
"543376 (2014 BE70)",103.2,0.6207,25.45,239.51,287.27,39.140,167.22,1.05e+03,3352,2,80,,,5.98
"543377 (2014 BF70)",87.81,0.8683,11.35,307.32,280.14,11.560,164.05,823,3786,1,174,,,9.49
"543435 (2014 GC54)",39.04,0.2534,20.21,67.32,131.20,29.144,48.93,244,7035,2,236,,,7.02
"543454 (2014 HZ199)",42.92,0.1541,27.95,57.06,82.33,36.302,49.53,281,7739,2,391,,,4.99
"543733 (2014 OZ393)",46.62,0.1926,16.64,211.14,184.73,37.641,55.60,318,4346,2,130,,,6.41
"543734 (2014 OL394)",42.58,0.2768,4.57,208.43,172.26,30.792,54.36,278,4167,2,112,,,7.78
"543735 (2014 OS394)",154.7,0.7601,14.10,194.21,251.42,37.121,272.31,1.92e+03,4425,2,152,,,6.09
"544430 (2014 UW224)",55.61,0.4067,2.95,257.10,188.32,32.993,78.22,415,3331,2,119,,,6.81
"544977 (2014 WZ535)",40.68,0.0743,19.69,221.34,47.07,37.656,43.70,259,2928,3,69,,,6.26
"545293 (2011 FX62)",47.5,0.5717,18.28,288.29,232.65,20.342,74.66,327,7800,2,140,,,7.18
"545361 (2011 GZ61)",42.43,0.1084,8.64,283.93,254.91,37.830,47.03,276,4460,2,136,,,5.84
"546974 (2010 BP153)",79.05,0.5544,10.56,354.66,196.80,35.226,122.87,703,4831,2,137,,,6.24
"547616 (2010 TR195)",39.84,0.2687,17.55,199.48,234.74,29.137,50.55,252,4513,2,122,,,7.71
"547617 (2010 TT195)",43.69,0.0724,15.54,58.32,91.65,40.529,46.86,289,4436,2,107,,,5.97
"547893 (2010 WN75)",40.99,0.0985,28.20,161.72,311.23,36.955,45.03,262,3760,2,168,,,5.75
"548504 (2010 NF146)",43.11,0.0021,2.83,65.18,287.52,43.016,43.20,283,4311,2,131,,,6.33
"550564 (2012 PU45)",43.93,0.2913,23.58,154.86,174.32,31.137,56.73,291,4081,2,138,,,7.04
"552033 (2013 RO98)",58.75,0.3964,18.80,292.75,99.81,35.458,82.03,450,3314,2,120,,,6.23
"552474 (2010 AW153)",43.13,0.5337,28.65,131.78,9.62,20.111,66.16,283,4106,2,144,,,9.09
"552555 (2010 ER65)",96.71,0.5866,21.31,212.61,323.62,39.974,153.44,951,4849,2,289,,,5.21
"552678 (2010 JG210)",31.72,0.4595,26.96,131.47,170.75,17.145,46.29,179,4495,2,131,,,8.54
"552679 (2010 JH210)",39.24,0.2387,12.24,129.22,165.03,29.874,48.60,246,4052,2,116,,,7.18
"553137 (2011 BM170)",55.74,0.3324,46.86,24.78,97.40,37.213,74.27,416,4037,2,94,,,5.87
"553138 (2011 BQ170)",45.54,0.1748,9.33,207.17,350.75,37.578,53.49,307,4116,2,116,,,6.41
"553893 (2012 BW154)",45.67,0.1424,7.86,65.83,54.05,39.167,52.17,309,6661,2,186,,,5.58
"553898 (2012 BZ159)",44.55,0.1442,7.27,173.28,5.14,38.127,50.97,297,3720,2,99,,,6.65
"554000 (2012 FM87)",50.78,0.2500,20.01,169.47,310.43,38.081,63.47,362,4069,2,129,,,6.25
"554099 (2012 KU50)",40.77,0.2434,18.89,66.76,126.42,30.849,50.70,260,7770,2,251,,,6.32
"554102 (2012 KW51)",47.44,0.2354,11.65,161.97,124.37,36.275,58.61,327,8818,2,132,,,6.43
"554780 (2013 AQ183)",46.33,0.1600,2.59,189.86,306.79,38.915,53.74,315,7327,2,98,,,6.82
"554856 (2013 CF229)",47.74,0.1110,8.65,150.39,11.34,42.436,53.04,330,4409,3,102,,,6.18
"554982 (2013 JV65)",42.49,0.0341,3.22,358.51,287.62,41.045,43.94,277,3285,3,76,,,6.33
"555426 (2013 XD26)",40.24,0.1041,30.25,351.83,186.31,36.047,44.43,255,5768,3,66,,,7.18
"555591 (2014 AF61)",45.27,0.2290,28.14,321.11,157.37,34.906,55.64,305,4025,2,94,,,7.39
"555632 (2014 BZ57)",42.64,0.1358,27.00,274.38,264.02,36.849,48.43,278,7411,2,263,,,4.96
"555678 (2014 CO23)",43.66,0.1783,7.96,20.30,48.27,35.875,51.44,288,7453,2,260,,,5.30
"555756 (2014 DH143)",36.3,0.1601,4.53,119.39,199.77,30.484,42.11,219,7683,2,115,,,6.83
"555757 (2014 DM143)",44.61,0.0944,10.77,67.22,273.07,40.394,48.82,298,7676,3,128,,,5.67
"555758 (2014 DP143)",39.22,0.2540,24.21,202.04,35.74,29.257,49.18,246,4090,2,131,,,7.66
"555820 (2014 EA52)",41.12,0.0917,18.99,140.66,90.53,37.350,44.89,264,7717,2,250,,,5.40
"555915 (2014 GX53)",40.46,0.1337,14.53,97.11,130.13,35.050,45.87,257,7741,2,340,,,5.38
"555916 (2014 GB54)",39.23,0.2840,26.16,204.32,57.87,28.088,50.37,246,3988,2,146,,,7.79
"556004 (2014 HA200)",55.42,0.3412,10.40,171.24,139.56,36.513,74.33,413,4861,2,347,,,4.70
"556067 (2014 JK80)",39.27,0.1981,19.99,157.12,154.19,31.492,47.06,246,4432,2,210,,,6.34
"556068 (2014 JR80)",39.46,0.0942,15.38,119.17,297.14,35.738,43.18,248,4445,2,196,,,5.02
"556130 (2014 KV101)",39.18,0.2575,16.82,160.61,130.14,29.090,49.27,245,4402,2,128,,,7.32
"556416 (2014 OE394)",46.4,0.1143,3.93,308.92,260.29,41.099,51.71,316,4752,2,195,,,4.73
"558093 (2014 WW535)",34.44,0.3008,18.85,220.55,277.34,24.080,44.80,202,2321,2,91,,,9.00
"558095 (2014 WA536)",55.19,0.4465,27.23,266.52,265.12,30.549,79.84,410,4080,2,114,,,7.12
"558168 (2014 XQ40)",66.06,0.7279,14.73,261.03,268.41,17.976,114.15,537,3722,2,131,,,8.94
"558224 (2014 YC50)",43.97,0.1516,18.37,84.48,76.25,37.303,50.64,292,3712,3,112,,,6.51
"559178 (2015 BM518)",36.22,0.1193,8.83,262.41,2.62,31.901,40.54,218,4277,2,170,,,6.44
"559179 (2015 BR518)",43.4,0.1165,9.92,78.88,42.98,38.343,48.46,286,3316,3,77,,,6.60
"559180 (2015 BT518)",43.32,0.0472,8.09,101.59,49.81,41.272,45.36,285,4660,2,177,,,5.90
"559181 (2015 BX518)",42.57,0.1707,28.27,209.92,54.62,35.299,49.84,278,4096,2,134,,,5.54
"559182 (2015 BZ518)",46.74,0.1877,11.42,44.04,300.38,37.966,55.52,320,4754,2,206,,,4.77
"559800 (2015 DW224)",106.9,0.6511,30.53,69.55,125.37,37.306,176.54,1.11e+03,4453,2,137,,,6.41
"559801 (2015 DX224)",66.57,0.4636,19.22,87.25,151.73,35.709,97.44,543,4102,2,150,,,6.52
"560039 (2015 FP36)",39.18,0.3251,24.03,152.11,97.91,26.443,51.91,245,7310,2,109,,,7.41
"560414 (2015 FQ345)",70.78,0.5531,12.43,149.81,103.14,31.629,109.94,596,4445,2,116,,,6.93
"560552 (2015 GO50)",44.07,0.1403,16.38,283.65,233.45,37.885,50.25,293,4762,2,139,,,6.37
"564160 (2016 FR59)",36.1,0.0381,10.25,300.76,121.91,34.720,37.47,217,4062,3,107,,,6.66
"567065 (2019 CY4)",46.83,0.7848,19.64,61.36,87.07,10.079,83.59,321,3425,1,170,,,10.99
"568573 (2004 HN79)",45.52,0.2262,11.70,32.90,219.51,35.224,55.81,307,6252,2,98,,,7.08
"574372 (2010 JO179)",77.62,0.4949,32.03,147.29,9.16,39.207,116.04,684,26433,2,169,,,3.91
"574441 (2010 OE153)",57.8,0.3835,33.24,134.68,132.09,35.635,79.96,439,5113,2,247,,,5.29
"575713 (2011 UT410)",39.81,0.1795,13.46,19.71,106.88,32.666,46.96,251,5137,2,216,,,5.78
"576212 (2012 HL85)",40.34,0.0231,16.61,47.67,318.24,39.404,41.27,256,8115,3,69,,,6.60
"576256 (2012 JH67)",47.51,0.2733,6.62,329.31,162.53,34.526,60.49,327,4068,2,83,,,5.51
"576257 (2012 JD68)",39.22,0.2874,29.08,185.23,75.36,27.949,50.49,246,3342,2,95,,,8.17
"577578 (2013 GW136)",47.47,0.3407,6.67,219.38,35.94,31.300,63.65,327,3037,3,46,,,7.59
"577627 (2013 HZ156)",40.73,0.1066,20.34,159.25,23.94,36.384,45.07,260,3723,3,52,,,7.21
"578833 (2014 GV53)",50.29,0.2767,17.81,148.46,119.53,36.375,64.20,357,3728,2,163,,,6.52
"578834 (2014 GF54)",39.36,0.1853,8.85,331.71,233.56,32.068,46.66,247,4776,2,141,,,6.99
"578835 (2014 GL54)",57.23,0.3561,29.85,105.21,131.42,36.853,77.61,433,4751,2,155,,,6.23
"578847 (2014 GJ65)",51.24,0.2171,46.62,110.81,155.68,40.116,62.36,367,2870,3,82,,,6.52
"578992 (2014 JL80)",39.22,0.2760,6.19,129.41,118.92,28.393,50.05,246,4814,2,212,,,7.39
"578993 (2014 JP80)",39.56,0.0737,19.36,146.28,317.55,36.649,42.48,249,4726,2,330,,,5.08
"578997 (2014 JR92)",42.73,0.4007,28.46,139.61,46.96,25.608,59.85,279,4042,2,107,,,7.91
"579062 (2014 KF113)",42.62,0.1768,28.43,165.12,107.56,35.088,50.16,278,4051,2,101,,,6.91
"579077 (2014 LP28)",41.31,0.0512,16.04,177.54,139.45,39.193,43.43,266,4414,2,92,,,6.27
"579246 (2014 OX415)",39.13,0.2657,19.25,131.12,141.74,28.735,49.53,245,2544,2,99,,,7.85
"581804 (2015 KN167)",47.64,0.2101,6.03,111.11,66.65,37.632,57.65,329,1413,4,49,,,8.42
"582301 (2015 RM306)",246,0.9534,175.98,52.77,44.69,11.477,480.60,3.86e+03,4623,1,223,,,11.07
"583751 (2016 NZ90)",47.65,0.2798,21.45,296.79,350.96,34.318,60.98,329,2167,3,59,,,6.96
"584778 (2017 RG16)",77.74,0.9083,74.82,0.52,323.28,7.132,148.36,686,1454,2,226,,,11.32
"585899 (2020 HM98)",84.13,0.8425,137.91,31.08,181.61,13.251,155.00,772,3267,1,206,,,10.42
"585912 (2020 QK3)",32.44,0.5849,24.45,167.48,192.78,13.467,51.41,185,4547,1,269,,,9.06
"585913 (2020 QQ7)",38.62,0.6355,23.66,188.70,177.26,14.075,63.16,240,3483,1,335,,,9.27
"587670 (2006 QE181)",42.89,0.0333,2.11,103.75,255.86,41.464,44.32,281,4405,3,53,,,7.67
"589683 (2010 RF43)",49.59,0.2418,30.55,25.47,192.71,37.602,61.59,349,16863,2,182,,,3.87
"591370 (2013 ME14)",37.44,0.4931,37.41,303.99,343.95,18.977,55.90,229,2977,2,158,,,9.37
"591376 (2013 NL24)",39.99,0.3823,4.67,2.03,290.78,24.705,55.28,253,4031,2,110,,,8.28
"591392 (2013 PE84)",45.94,0.1435,8.88,87.44,222.21,39.344,52.53,311,4074,3,79,,,6.58
"591486 (2013 TA188)",39.81,0.2880,10.36,129.44,285.20,28.348,51.28,251,1850,3,48,,,8.31
"592044 (2014 MB70)",46.76,0.1166,9.23,351.45,322.02,41.304,52.21,320,4031,2,139,,,6.15
