"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
" 15760 Albion (1992 QB1)",44.32,0.0763,2.18,359.31,6.27,40.939,47.71,295,11075,3,96,,,7.18
" 15788 (1993 SB)",39.66,0.3256,1.94,354.73,78.92,26.747,52.58,250,10335,2,126,,,7.96
" 15789 (1993 SC)",39.85,0.1868,5.15,354.53,319.41,32.404,47.29,252,9614,2,146,,,7.09
" 15807 (1994 GV9)",43.49,0.0610,0.57,176.95,299.37,40.841,46.15,287,9540,3,61,,,7.32
" 15809 (1994 JS)",42.28,0.2183,14.06,56.44,238.15,33.049,51.51,275,2259,4,38,,,7.64
" 15810 Arawn (1994 JR1)",39.4,0.1159,3.80,144.80,103.56,34.837,43.97,247,9920,2,95,,,7.70
" 15820 (1994 TB)",39.84,0.3232,12.14,317.34,98.94,26.967,52.72,252,9587,2,165,,,7.59
" 15836 (1995 DA2)",36.21,0.0744,6.56,127.51,330.48,33.517,38.91,218,9067,3,68,,,8.06
" 15874 (1996 TL66)",84.71,0.5866,23.94,217.65,184.77,35.017,134.40,780,9599,1,512,,,5.44
" 15875 (1996 TP66)",39.65,0.3351,5.69,316.73,75.63,26.359,52.93,250,8858,2,155,,,7.36
" 15883 (1997 CR29)",46.88,0.2155,19.16,127.21,299.76,36.778,56.98,321,7711,4,34,,,7.13
" 16684 (1994 JQ1)",43.9,0.0477,3.75,25.76,256.05,41.804,45.99,291,9556,3,90,,,6.71
" 19255 (1994 VK8)",42.92,0.0307,1.48,72.33,109.49,41.606,44.24,281,7347,4,66,,,6.94
" 19299 (1996 SZ4)",39.9,0.2640,4.73,15.84,30.43,29.364,50.43,252,8536,2,73,,,8.47
" 19308 (1996 TO66)",43.6,0.1125,27.35,355.12,242.45,38.700,48.51,288,14292,2,287,,,4.84
" 19521 Chaos (1998 WH24)",45.94,0.1068,12.01,49.87,55.44,41.035,50.85,311,10679,2,162,,,4.63
" 20000 Varuna (2000 WR106)",42.94,0.0567,17.16,97.26,268.80,40.509,45.38,281,24898,1,839,,,3.79
" 20108 (1995 QZ9)",39.75,0.1487,19.52,187.88,145.56,33.844,45.67,251,9591,4,36,,,7.64
" 20161 (1996 TR66)",48.23,0.3982,12.41,342.93,310.62,29.025,67.43,335,7248,4,32,,,7.43
" 24835 (1995 SM55)",42.08,0.1094,26.99,20.91,69.18,37.477,46.68,273,14736,2,324,,,4.65
" 24952 (1997 QJ4)",39.74,0.2329,16.55,346.73,81.40,30.481,48.99,250,9223,2,105,,,7.55
" 24978 (1998 HJ151)",43.2,0.0460,2.40,50.52,123.97,41.217,45.19,284,3301,4,30,,,7.28
" 26181 (1996 GQ21)",92.05,0.5846,13.38,194.32,356.14,38.236,145.87,883,15798,1,425,,,4.86
" 26308 (1998 SM165)",48.12,0.3731,13.47,183.00,132.25,30.166,66.07,334,14645,2,365,,,5.78
" 26375 (1999 DE9)",55.01,0.4159,7.63,323.03,158.66,32.134,77.89,408,12168,2,503,,,4.92
" 28978 Ixion (2001 KX76)",39.53,0.2469,19.67,71.09,299.89,29.771,49.29,249,14565,1,197,,,3.47
" 29981 (1999 TD10)",98.68,0.8754,5.97,184.45,172.97,12.300,185.06,980,6695,1,238,,,8.80
" 32929 (1995 QY9)",40.05,0.2699,4.83,341.97,26.05,29.245,50.86,254,8907,2,227,,,8.66
" 33001 (1997 CU29)",43.35,0.0364,1.46,350.15,273.31,41.769,44.93,285,8393,3,177,,,6.42
" 33128 (1998 BU48)",33.16,0.3864,14.26,132.81,281.86,20.349,45.98,191,8809,2,212,,,6.94
" 33340 (1998 VG44)",39.35,0.2544,3.04,127.94,323.81,29.338,49.36,247,8826,2,169,,,6.49
" 35671 (1998 SN165)",38.21,0.0465,4.59,192.04,255.72,36.431,39.98,236,8838,2,479,,,5.66
" 38083 Rhadamanthus (1999 HX11)",38.78,0.1564,12.79,10.08,78.33,32.718,44.85,242,7703,3,79,,,7.03
" 38084 (1999 HB12)",55.22,0.4104,13.16,166.54,66.64,32.560,77.88,410,8465,2,292,,,7.07
" 38628 Huya (2000 EB173)",39.28,0.2733,15.47,169.44,68.02,28.542,50.01,246,9939,1,826,,,4.81
" 40314 (1999 KR16)",48.58,0.3016,24.86,205.74,59.28,33.924,63.23,339,8804,2,461,,,5.64
" 42301 (2001 UR163)",51.99,0.2823,0.75,301.99,344.70,37.315,66.67,375,14750,2,383,,,4.16
" 42355 Typhon (2002 CR46)",37.52,0.5340,2.43,352.02,158.51,17.485,57.55,230,12227,1,504,,,7.64
" 44594 (1999 OX3)",32.73,0.4622,2.62,259.17,144.25,17.602,47.85,187,8573,1,961,,,7.05
" 45802 (2000 PV29)",43.69,0.0100,1.18,173.21,89.40,43.250,44.12,289,8384,5,20,,,7.87
" 47171 Lempo (1999 TC36)",39.81,0.2321,8.41,97.13,295.25,30.565,49.05,251,17786,1,846,,,4.94
" 47932 (2000 GN171)",39.18,0.2778,10.83,26.21,195.12,28.297,50.07,245,10895,2,291,,,6.28
" 48639 (1995 TL8)",53.05,0.2423,0.24,260.56,85.80,40.192,65.90,386,9903,2,329,,,4.91
" 49673 (1999 RA215)",43.47,0.1095,22.51,132.28,267.66,38.710,48.23,287,8439,3,43,,,7.61
" 50000 Quaoar (2002 LM60)",43.31,0.0395,7.99,189.10,159.90,41.601,45.02,285,24913,0,716,,,2.42
" 52747 (1998 HM151)",44.34,0.0605,0.55,63.99,251.67,41.659,47.02,295,2220,4,22,,,7.78
" 53311 Deucalion (1999 HU11)",43.86,0.0610,0.37,51.34,246.36,41.178,46.53,290,7744,2,128,,,6.71
" 54520 (2000 PJ30)",123.8,0.7674,5.71,293.28,304.10,28.792,218.77,1.38e+03,1115,5,24,,,7.99
" 55565 (2002 AW197)",46.98,0.1255,24.39,297.48,297.20,41.086,52.88,322,9208,1,598,,,3.47
" 55636 (2002 TX300)",43.61,0.1240,25.84,324.49,344.08,38.208,49.02,288,24934,1,1019,,,3.52
" 55637 (2002 UX25)",42.99,0.1440,19.38,204.54,274.78,36.798,49.18,282,11414,1,669,,,3.85
" 55638 (2002 VE95)",39.5,0.2922,16.32,199.65,207.27,27.957,51.04,248,11819,2,426,,,5.59
" 58534 Logos (1997 CQ29)",44.97,0.1200,2.90,132.62,333.55,39.567,50.36,302,8476,3,112,,,6.87
" 59358 (1999 CL158)",41.3,0.2086,10.03,120.09,327.01,32.686,49.92,265,7737,2,195,,,6.91
" 60454 (2000 CH105)",44.05,0.0826,1.17,320.17,294.68,40.409,47.69,292,8061,3,107,,,6.73
" 60458 (2000 CM114)",59.02,0.3992,19.72,312.36,251.58,35.461,82.58,453,7318,2,84,,,7.39
" 60608 (2000 EE173)",48.74,0.5372,5.95,294.06,235.15,22.557,74.92,340,7417,2,180,,,8.47
" 60620 (2000 FD8)",43.5,0.2180,19.55,184.92,82.20,34.014,52.98,287,8050,2,217,,,6.65
" 60621 (2000 FE8)",54.88,0.3995,5.88,4.03,142.41,32.957,76.80,407,7362,2,166,,,6.88
" 65407 (2002 RP120)",54.05,0.9539,119.55,38.91,357.82,2.490,105.61,397,1225,2,539,,,12.43
" 65489 Ceto (2003 FX128)",99.15,0.8212,22.32,172.14,319.20,17.724,180.58,987,12155,1,278,,,6.47
" 66452 (1999 OF4)",45.24,0.0597,2.66,134.36,92.68,42.537,47.94,304,7433,3,128,,,6.81
" 66652 Borasisi (1999 RZ253)",44.07,0.0881,0.56,84.84,202.29,40.192,47.95,293,8414,2,317,,,5.87
" 69986 (1998 WW24)",39.63,0.2288,13.91,233.86,147.04,30.565,48.70,249,7240,3,33,,,8.58
" 69987 (1998 WA25)",42.74,0.0249,1.05,136.28,226.81,41.678,43.81,279,8775,3,33,,,7.08
" 69988 (1998 WA31)",55.74,0.4319,9.43,20.57,310.68,31.665,79.81,416,3714,4,26,,,7.21
" 69990 (1998 WU31)",39.43,0.1903,6.57,237.06,142.59,31.926,46.93,248,6978,4,31,,,8.18
" 73480 (2002 PN34)",31.18,0.5694,16.63,299.15,359.04,13.427,48.93,174,6812,1,259,,,8.59
" 76803 (2000 PK30)",38.83,0.1212,33.71,127.36,129.70,34.129,43.54,242,7272,3,91,,,7.29
" 78799 (2002 XW93)",37.6,0.2472,14.32,46.66,248.74,28.307,46.90,231,11672,3,84,,,4.99
" 79360 Sila-Nunam (1997 CS29)",43.75,0.0076,2.25,304.35,220.08,43.412,44.08,289,9476,2,542,,,5.28
" 79969 (1999 CP133)",34.71,0.0817,3.18,334.31,153.91,31.869,37.54,204,7797,2,184,,,7.74
" 79978 (1999 CC158)",53.75,0.2771,18.79,336.99,100.55,38.857,68.65,394,7645,2,190,,,5.76
" 79983 (1999 DF9)",46.1,0.1387,9.84,334.91,175.34,39.708,52.50,313,8465,2,232,,,6.09
" 80806 (2000 CM105)",42.01,0.0699,3.76,45.49,3.12,39.073,44.95,272,8441,3,125,,,6.69
" 82075 (2000 YW134)",57.76,0.2906,19.82,126.96,315.34,40.975,74.54,439,8115,2,411,,,4.67
" 82155 (2001 FZ173)",84.05,0.6146,12.74,2.50,199.11,32.394,135.70,771,8447,1,271,,,6.17
" 82157 (2001 FM185)",38.36,0.0570,5.38,150.84,119.21,36.173,40.55,238,7348,2,149,,,7.04
" 82158 (2001 FP185)",209.1,0.8363,30.84,179.46,6.64,34.227,383.97,3.02e+03,8474,1,258,,,6.18
" 84522 (2002 TC302)",55.77,0.2971,34.95,23.76,85.69,39.198,72.33,416,8154,2,518,,,3.92
" 84719 (2002 VR128)",39.71,0.2647,13.98,22.95,289.90,29.201,50.22,250,14344,2,296,,,5.25
" 84922 (2003 VS2)",39.62,0.0811,14.79,302.70,112.66,36.410,42.84,249,11398,1,370,,,3.99
" 85627 (1998 HP151)",43.9,0.0877,1.52,56.02,253.71,40.044,47.75,291,7380,3,54,,,7.25
" 85633 (1998 KR65)",43.77,0.0335,1.19,101.97,321.38,42.308,45.24,290,7798,3,126,,,6.73
" 86047 (1999 OY3)",44.08,0.1686,24.22,301.82,306.86,36.647,51.51,293,7650,2,112,,,6.79
" 86177 (1999 RY215)",45.73,0.2450,22.15,326.56,51.16,34.530,56.94,309,8064,2,140,,,6.99
" 87269 (2000 OO67)",673.8,0.9691,20.07,142.26,212.78,20.816,1326.78,1.75e+04,7066,1,90,,,9.10
" 87555 (2000 QB243)",35.11,0.5613,6.77,330.07,285.16,15.403,54.82,208,6945,2,83,,,8.60
" 88267 (2001 KE76)",42.88,0.0237,0.50,113.14,27.69,41.862,43.90,281,1526,4,31,,,6.68
" 88268 (2001 KK76)",42.45,0.0192,1.89,86.99,241.63,41.634,43.26,277,1100,4,41,,,6.30
" 88611 Teharonhiawako (2001 QT297)",44.32,0.0205,2.58,304.71,237.10,43.416,45.23,295,7356,2,195,,,5.98
" 90377 Sedna (2003 VB12)",541.6,0.8590,11.93,144.30,310.84,76.369,1006.92,1.26e+04,11796,1,483,,,1.52
" 90482 Orcus (2004 DW)",39.15,0.2277,20.56,268.48,73.65,30.234,48.06,245,26094,1,1361,,,2.18
" 90568 (2004 GV9)",41.75,0.0728,22.03,250.58,290.32,38.706,44.79,270,25015,1,353,,,3.99
" 91133 (1998 HK151)",39.34,0.2262,5.95,50.36,181.19,30.439,48.24,247,1178,4,31,,,7.62
" 91205 (1998 US43)",39.46,0.1357,10.58,223.72,142.56,34.106,44.82,248,8831,4,27,,,8.25
" 91554 (1999 RZ215)",104,0.7013,25.46,341.59,336.21,31.055,176.91,1.06e+03,7387,2,117,,,7.49
" 95625 (2002 GX32)",52.83,0.3728,13.96,28.31,185.77,33.136,72.52,384,1478,5,14,,,7.27
"118228 (1996 TQ66)",39.66,0.1273,14.65,10.59,20.79,34.608,44.71,250,8828,2,93,,,7.17
"118378 (1999 HT11)",43.55,0.1111,5.06,87.89,190.65,38.718,48.39,287,7589,3,53,,,7.26
"118379 (1999 HC12)",45.09,0.2321,15.39,57.07,94.37,34.627,55.56,303,2188,4,15,,,7.58
"118698 (2000 OY51)",43.96,0.2381,11.21,285.06,82.02,33.495,54.43,291,7716,3,52,,,8.26
"118702 (2000 OM67)",100.2,0.6075,23.33,327.04,349.49,39.339,161.12,1e+03,2916,4,21,,,6.56
"119066 (2001 KJ76)",43.62,0.0804,6.75,47.79,273.83,40.113,47.13,288,1476,4,27,,,6.52
"119067 (2001 KP76)",43.54,0.1917,7.22,42.94,304.52,35.190,51.88,287,2176,4,24,,,6.33
"119068 (2001 KC77)",54.99,0.3550,12.93,57.93,180.26,35.465,74.51,408,1449,4,21,,,6.54
"119069 (2001 KN77)",39.14,0.2424,2.36,45.47,280.92,29.653,48.63,245,4421,4,32,,,7.42
"119070 (2001 KP77)",43.61,0.1730,3.32,22.17,218.63,36.068,51.16,288,1449,4,29,,,7.04
"119473 (2001 UO18)",39.93,0.2910,3.66,36.30,46.91,28.308,51.55,252,6669,2,98,,,8.14
"119878 (2002 CY224)",53.63,0.3449,15.75,317.05,150.64,35.137,72.13,393,7654,2,327,,,6.15
"119951 (2002 KX14)",38.72,0.0473,0.40,286.82,75.64,36.889,40.55,241,12482,2,245,,,4.71
"119956 (2002 PA149)",43.92,0.1711,4.05,105.60,155.52,36.406,51.44,291,7315,2,152,,,6.43
"119979 (2002 WC19)",48.02,0.2617,9.18,109.72,43.49,35.451,60.58,333,6523,2,204,,,4.67
"120132 (2003 FY128)",49.03,0.2465,11.79,341.86,173.32,36.946,61.12,343,12220,2,410,,,4.76
"120178 (2003 OP32)",43.44,0.1043,27.08,183.06,71.94,38.907,47.96,286,12047,1,583,,,4.02
"120181 (2003 UR292)",32.59,0.1786,2.72,146.38,248.92,26.771,38.41,186,8095,2,317,,,7.36
"120216 (2004 EW95)",39.21,0.3121,29.33,25.82,204.66,26.970,51.45,246,8132,2,284,,,6.58
"120347 Salacia (2004 SB60)",42.33,0.1006,23.93,280.15,312.35,38.074,46.59,275,14951,1,380,,,4.26
"120348 (2004 TY364)",39.14,0.0651,24.83,140.42,351.91,36.592,41.69,245,14427,1,433,,,4.36
"123509 (2000 WK183)",44.56,0.0473,1.97,185.47,286.93,42.452,46.67,297,7675,3,80,,,6.51
"126154 (2001 YH140)",42.25,0.1406,11.08,108.83,353.80,36.308,48.19,275,7767,2,509,,,5.58
"126155 (2001 YJ140)",39.46,0.2944,5.98,319.43,128.96,27.844,51.08,248,7695,2,148,,,7.54
"126619 (2002 CX154)",70.6,0.4629,16.01,347.02,160.72,37.916,103.28,593,6650,3,46,,,7.36
"126719 (2002 CC249)",46.68,0.1862,0.84,248.26,307.49,37.989,55.38,319,8098,2,218,,,6.62
"127546 (2002 XU93)",65.99,0.6825,77.95,90.26,27.66,20.951,111.04,536,6417,2,92,,,8.05
"127871 (2003 FC128)",34.76,0.0851,2.37,78.40,34.94,31.799,37.72,205,7710,2,139,,,7.42
"129746 (1999 CE119)",39.06,0.2639,1.48,171.71,34.56,28.753,49.37,244,7805,2,138,,,8.36
"129772 (1999 HR11)",43.42,0.0289,3.31,83.28,128.26,42.166,44.68,286,7709,3,64,,,7.27
"130391 (2000 JG81)",47.28,0.2769,23.50,46.07,169.61,34.187,60.37,325,2937,4,22,,,7.96
"131318 (2001 FL194)",39.12,0.1704,13.72,2.19,170.18,32.454,45.79,245,7002,3,63,,,7.87
"131695 (2001 XS254)",37.15,0.0527,4.26,94.68,1.86,35.197,39.11,226,6623,3,73,,,7.64
"131696 (2001 XT254)",52.76,0.3203,0.52,359.34,132.69,35.863,69.67,383,7743,2,127,,,7.54
"131697 (2001 XH255)",34.83,0.0716,2.86,323.12,219.39,32.341,37.33,206,6676,3,71,,,8.29
"133067 (2003 FB128)",39.36,0.2553,8.91,209.61,304.10,29.312,49.42,247,6295,2,177,,,7.21
"134210 (2005 PQ21)",62.9,0.4011,6.48,316.30,22.88,37.674,88.13,499,7739,2,139,,,7.38
"134340 Pluto (1930 BM)",39.45,0.2502,17.09,110.38,112.60,29.574,49.32,248,33102,,4379,,,-0.45
"134568 (1999 RH215)",44.05,0.1555,10.20,276.81,59.88,37.206,50.90,292,7714,4,26,,,8.06
"134860 (2000 OJ67)",43.14,0.0184,1.11,96.80,169.35,42.350,43.94,283,7680,2,195,,,6.32
"135024 (2001 KO76)",43.51,0.1132,2.16,44.30,299.75,38.590,48.44,287,8789,3,45,,,6.99
"135182 (2001 QT322)",37.37,0.0184,1.83,224.33,75.98,36.680,38.05,228,2565,4,19,,,6.09
"135571 (2002 GG32)",55.16,0.3502,14.71,35.88,231.45,35.841,74.48,410,1536,4,21,,,7.14
"135742 (2002 PB171)",43.96,0.1240,5.44,336.76,292.51,38.506,49.41,291,6239,4,40,,,6.93
"136108 Haumea (2003 EL61)",42.89,0.1999,28.21,121.98,240.70,34.317,51.47,281,24983,1,4159,,,0.21
"136120 (2003 LG7)",61.93,0.4756,20.14,238.44,342.30,32.473,91.38,487,4016,4,20,,,7.38
"136199 Eris (2003 UB313)",68.15,0.4323,43.75,36.08,150.87,38.688,97.62,563,24980,3,2412,,,-1.21
"136472 Makemake (2005 FY9)",45.29,0.1658,29.03,79.31,296.15,37.779,52.79,305,25025,1,4068,,,-0.21
"137294 (1999 RE215)",45.29,0.1048,1.35,149.21,117.86,40.547,50.04,305,8390,3,61,,,6.48
"137295 (1999 RB216)",48.13,0.3007,12.67,175.62,209.08,33.658,62.60,334,7387,2,359,,,7.41
"138537 (2000 OK67)",46.97,0.1476,4.87,4.38,359.63,40.042,53.91,322,8046,2,269,,,6.19
"138628 (2000 QM251)",45.15,0.2693,15.67,355.52,315.44,32.989,57.31,303,6594,4,32,,,7.50
"139775 (2001 QG298)",39.75,0.2005,6.48,162.44,210.12,31.781,47.72,251,7708,2,382,,,6.94
"143685 (2003 SS317)",36.82,0.2426,5.89,177.54,198.45,27.888,45.75,223,6963,2,329,,,8.17
"143707 (2003 UY117)",56.31,0.4230,7.53,265.22,112.76,32.490,80.13,423,7792,1,428,,,5.95
"143751 (2003 US292)",42.59,0.2594,7.63,29.13,347.70,31.543,53.64,278,5846,4,21,,,8.41
"143991 (2003 YO179)",44.73,0.1374,19.36,66.84,63.26,38.583,50.87,299,5597,4,36,,,5.66
"144897 (2004 UX10)",39.29,0.0411,9.53,147.85,163.20,37.676,40.91,246,25324,1,626,,,4.40
"145451 (2005 RM43)",92.26,0.6196,28.72,84.63,318.37,35.096,149.43,886,16869,1,510,,,4.63
"145452 (2005 RN43)",41.8,0.0294,19.22,187.04,174.05,40.574,43.04,270,25004,1,1098,,,3.69
"145453 (2005 RR43)",43.52,0.1436,28.46,85.86,281.03,37.275,49.77,287,16868,1,659,,,4.15
"145474 (2005 SA278)",94.27,0.6488,16.26,170.25,276.75,33.108,155.43,915,7721,2,379,,,6.31
"145480 (2005 TB190)",76.76,0.3979,26.41,180.45,171.86,46.220,107.31,673,7640,1,686,,,4.54
"148112 (1999 RA216)",44.31,0.0390,0.79,192.01,98.38,42.577,46.04,295,5528,4,36,,,7.08
"148209 (2000 CR105)",222.1,0.8022,22.77,128.30,316.32,43.935,400.29,3.31e+03,5547,3,57,,,6.14
"148780 Altjira (2001 UQ18)",44.49,0.0603,5.19,1.68,305.09,41.806,47.17,297,7709,4,83,,,5.77
"149348 (2002 VS130)",45.34,0.1257,2.98,275.55,90.80,39.638,51.03,305,7326,4,26,,,6.36
"149349 (2002 VA131)",42.6,0.2429,7.05,224.44,253.27,32.252,52.95,278,5397,3,61,,,6.73
"149560 (2003 QZ91)",41.81,0.4767,34.79,130.80,138.13,21.881,61.74,270,4394,4,21,,,7.71
"150642 (2001 CZ31)",44.97,0.1146,10.23,136.25,46.81,39.810,50.12,302,8107,2,267,,,5.98
"160091 (2000 OL67)",45.46,0.1091,1.98,322.62,317.22,40.496,50.42,306,7359,4,54,,,6.96
"160147 (2001 KN76)",43.51,0.0848,2.65,326.94,287.77,39.821,47.20,287,2518,4,40,,,6.38
"160148 (2001 KV76)",69.32,0.5045,15.35,39.71,229.30,34.347,104.28,577,2175,4,17,,,7.57
"160256 (2002 PD149)",43.31,0.0578,4.91,103.58,31.80,40.804,45.81,285,6649,3,53,,,6.63
"168700 (2000 GE147)",39.17,0.2269,4.99,154.84,49.52,30.286,48.06,245,6612,4,23,,,8.25
"168703 (2000 GP183)",39.62,0.0715,4.93,23.48,222.04,36.791,42.45,249,7768,2,310,,,6.06
"169071 (2001 FR185)",39.13,0.1890,5.64,287.53,336.95,31.734,46.52,245,5553,4,16,,,7.99
"174567 Varda (2003 MW12)",45.69,0.1455,21.52,184.29,183.61,39.043,52.34,309,15052,1,365,,,3.46
"175113 (2004 PF115)",39.2,0.0611,13.36,84.69,82.72,36.803,41.60,245,11089,1,339,,,4.52
"181708 (1993 FW)",43.49,0.0432,7.77,188.03,45.11,41.608,45.37,287,9936,2,172,,,6.88
"181855 (1998 WT31)",46.24,0.1871,28.63,41.48,40.81,37.591,54.89,314,8090,4,35,,,7.70
"181867 (1999 CV118)",52.62,0.2903,5.48,305.63,146.99,37.347,67.89,382,7359,3,37,,,7.46
"181868 (1999 CG119)",49.26,0.2873,16.69,304.28,256.17,35.109,63.42,346,8005,4,34,,,7.49
"181871 (1999 CO153)",43.54,0.0867,0.81,278.10,156.97,39.767,47.32,287,8004,4,30,,,7.33
"181874 (1999 HW11)",52.4,0.2541,17.25,198.54,323.16,39.086,65.71,379,8824,4,34,,,6.84
"181902 (1999 RD215)",125.8,0.7006,25.86,210.24,138.65,37.672,214.00,1.41e+03,8063,3,28,,,7.40
"182222 (2000 YU1)",43.81,0.0956,6.10,207.68,311.73,39.624,48.00,290,8045,4,36,,,7.26
"182223 (2000 YC2)",58.95,0.3884,19.84,227.50,146.72,36.052,81.85,453,7002,4,29,,,7.57
"182294 (2001 KU76)",44.82,0.1593,10.68,45.09,205.98,37.682,51.96,300,2536,4,29,,,6.57
"182397 (2001 QW297)",51.97,0.2320,17.01,140.97,110.20,39.913,64.03,375,8036,4,29,,,6.30
"182926 (2002 FU6)",45.47,0.1429,2.20,55.34,192.15,38.969,51.96,307,6196,4,27,,,7.33
"182933 (2002 GZ31)",50.27,0.2388,1.05,117.26,165.31,38.264,62.28,356,2254,4,68,,,6.46
"182934 (2002 GJ32)",44.04,0.1084,11.64,244.84,251.60,39.269,48.82,292,3279,4,46,,,5.49
"183595 (2003 TG58)",44.72,0.1033,1.66,276.82,232.24,40.099,49.34,299,6310,4,27,,,6.58
"183963 (2004 DJ64)",44.08,0.0973,2.44,103.13,133.26,39.789,48.37,293,6616,4,25,,,6.96
"183964 (2004 DJ71)",52.64,0.3786,11.31,101.59,55.90,32.713,72.57,382,6199,4,30,,,7.63
"184212 (2004 PB112)",110.9,0.6809,15.41,356.74,4.05,35.371,186.35,1.17e+03,6236,3,76,,,7.43
"184314 Mbabamwanawaresa (2005 EO302)",44.88,0.1365,5.78,0.53,271.22,38.751,51.00,301,4817,4,25,,,6.36
"202421 (2005 UQ513)",43.65,0.1412,25.71,307.71,219.38,37.488,49.81,288,11735,2,748,,,3.92
"208996 (2003 AZ84)",39.41,0.1776,13.55,251.90,16.05,32.414,46.41,247,9859,1,528,,,3.77
"225088 Gonggong (2007 OR10)",67.19,0.4985,30.68,336.85,207.09,33.695,100.69,551,13573,3,514,,,1.86
"229762 G!kun||'homdima (2007 UK126)",74.19,0.4928,23.37,131.13,345.80,37.632,110.75,639,14767,1,642,,,3.50
"230965 (2004 XA192)",47.29,0.2501,38.15,328.60,131.71,35.459,59.11,325,12205,2,481,,,4.26
"241097 (2007 DU112)",40.22,0.7751,15.67,187.23,348.25,9.045,71.39,255,2671,3,61,,,11.08
"275809 (2001 QY297)",44.09,0.0800,1.55,108.75,129.82,40.565,47.62,293,7681,2,322,,,5.71
"278361 (2007 JJ43)",47.83,0.1577,12.07,272.52,9.25,40.288,55.37,331,4813,2,205,,,4.49
"303712 (2005 PR21)",44.51,0.1055,1.34,339.11,314.85,39.813,49.20,297,5852,2,260,,,6.34
"303775 (2005 QU182)",114.2,0.6749,14.01,78.51,224.66,37.118,191.24,1.22e+03,17692,1,449,,,3.77
"305543 (2008 QY40)",62.92,0.4149,25.10,43.28,331.90,36.815,89.02,499,5204,2,266,,,5.43
"306792 (2001 KQ77)",39.53,0.1581,15.64,248.56,65.57,33.279,45.78,249,3010,4,30,,,7.10
"307251 (2002 KW14)",46.52,0.1987,9.79,59.91,122.27,37.273,55.76,317,4746,3,90,,,5.51
"307261 (2002 MS4)",41.78,0.1468,17.71,216.27,213.35,35.644,47.91,270,24924,2,147,,,3.62
"307463 (2002 VU130)",39.27,0.2066,1.37,267.88,279.74,31.160,47.39,246,7354,2,140,,,5.93
"307616 (2003 QW90)",44.14,0.0784,10.33,17.75,81.36,40.682,47.61,293,7381,2,521,,,5.18
"307982 (2004 PG115)",91.66,0.6020,16.26,230.57,76.14,36.480,146.85,878,7688,1,531,,,5.00
"308193 (2005 CB79)",43.15,0.1381,28.64,112.81,91.98,37.191,49.11,283,7794,2,289,,,4.72
"308379 (2005 RS43)",48.26,0.2013,9.98,46.47,269.29,38.540,57.97,335,16586,2,537,,,5.21
"308460 (2005 SC278)",35.12,0.0713,1.51,27.52,45.72,32.614,37.62,208,5510,2,255,,,7.32
"308634 (2005 XU100)",43.28,0.1068,7.88,318.45,99.99,38.655,47.90,285,6610,2,178,,,6.41
"308933 (2006 SQ372)",1043,0.9768,19.42,197.37,122.78,24.233,2062.42,3.37e+04,5887,1,250,,,7.94
"309239 (2007 RW10)",30.42,0.2992,36.02,186.94,97.27,21.317,39.52,168,12599,2,411,,,6.75
"312645 (2010 EP65)",47.21,0.3001,18.94,205.06,351.95,33.041,61.38,324,14671,1,479,,,5.46
"315530 (2008 AP129)",41.74,0.1409,27.46,14.76,57.04,35.855,47.62,270,12233,2,328,,,4.94
"316179 (2010 EN65)",30.51,0.3129,19.28,234.28,224.45,20.962,40.05,169,12216,2,224,,,7.15
"336756 (2010 NV1)",290,0.9674,140.77,136.18,133.05,9.462,570.60,4.94e+03,2143,1,157,,,10.55
"341520 Mors-Somnus (2007 TY430)",39.61,0.2717,11.26,196.61,205.52,28.848,50.37,249,5460,2,283,,,6.83
"353222 (2009 YD7)",122.2,0.8908,30.80,126.05,326.60,13.348,231.11,1.35e+03,4057,2,84,,,10.09
"363330 (2002 PQ145)",44.05,0.0448,3.07,165.83,306.21,42.079,46.03,292,7328,2,262,,,5.85
"363401 (2003 LB7)",45.43,0.1276,2.30,49.73,155.75,39.638,51.23,306,5429,3,52,,,6.71
"364171 (2006 JZ81)",44.46,0.0754,3.56,36.45,182.02,41.109,47.82,296,5902,2,90,,,6.89
"385185 (1993 RO)",39.56,0.2029,3.71,170.19,189.97,31.533,47.59,249,9568,4,23,,,7.87
"385191 (1997 RT5)",41.64,0.0184,12.71,163.67,10.20,40.873,42.40,269,9186,3,73,,,7.09
"385194 (1998 KG62)",43.65,0.0499,0.79,336.85,110.22,41.477,45.83,288,8516,3,74,,,6.58
"385199 (1999 OE4)",45.7,0.0534,2.15,130.85,217.05,43.259,48.13,309,8111,4,50,,,6.38
"385201 (1999 RN215)",43.5,0.0668,12.40,140.56,106.31,40.597,46.41,287,6983,3,74,,,6.51
"385266 (2001 QB298)",42.95,0.0985,1.80,291.65,6.08,38.717,47.17,281,7349,3,35,,,6.81
"385362 (2002 PT170)",46.59,0.1439,3.69,328.75,131.29,39.884,53.29,318,4081,4,33,,,6.44
"385363 (2002 PW170)",45.16,0.0650,3.92,339.80,202.99,42.225,48.10,304,4435,4,39,,,6.24
"385437 (2003 GH55)",43.93,0.0744,1.10,116.50,85.70,40.664,47.20,291,7075,2,151,,,6.04
"385445 (2003 QH91)",39.62,0.1443,3.66,286.80,267.06,33.900,45.33,249,3697,4,20,,,6.70
