"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","a","n_del_obs_used","n_dop_obs_used","H"
"     C/2012 CH17 (MOSS)",1.0000,1.296,27.74,125.98,137.99,219314.27,2012-09-28.2,3.63e+07,COM,494,,627,,,,,,1.097e+05,,,
"     C/2012 E1 (Hill)",0.9980,7.503,122.54,286.32,48.89,7543.92,2011-07-04.0,2.32e+05,COM,730,,98,,,,,,3776,,,
"     C/2012 E2 (SWAN)",1.0005,0.007,144.43,6.58,82.41,,2012-03-15.0,,HYP,2,,43,T,,,,,-14.17,,,
"     C/2012 E3 (PANSTARRS)",0.9827,3.827,105.66,5.53,103.52,439.02,2011-05-12.9,3.29e+03,COM,96,,74,,,,,,221.4,,,
"     C/2012 F1 (Gibbs)",0.9657,2.551,159.40,129.97,300.43,146.22,2012-02-19.0,642,COM,40,6,83,,,,,,74.39,,,
"     P/2012 F2 (PANSTARRS)",0.5422,2.897,14.72,227.14,33.19,9.76,2013-04-10.0,15.9,JFc,511,4,100,,,,,,6.329,,,
"     C/2012 F3 (PANSTARRS)",1.0016,3.457,11.35,164.62,104.02,,2015-04-06.6,,HYP,2098,,1763,,,,,,-2112,,,
"     C/2012 F6 (Lemmon)",0.9985,0.731,82.61,332.72,304.99,973.55,2013-03-24.5,1.08e+04,COM,995,,3201,,,,,,487.1,,,
"     P/2012 G1 (PANSTARRS)",0.3299,2.795,12.17,283.40,265.75,5.55,2012-03-21.5,8.52,JFc,51,5,22,,,,,,4.171,,,
"     C/2012 H2 (McNaught)",0.8936,1.717,92.84,184.14,295.90,30.56,2012-05-03.7,64.8,HTC,78,6,40,,,,,,16.14,,,
"     C/2012 J1 (Catalina)",1.0013,3.159,34.19,235.22,147.27,,2012-12-07.2,,HYP,677,,4401,,,,,,-2379,,,
"     C/2012 K1 (PANSTARRS)",1.0002,1.055,142.43,317.74,203.11,,2014-08-27.6,,HYP,1546,,7829,,2.2e-08,-1.6e-09,-2.6e-09,4.1,-6897,,,
"     P/2012 K3 (Gibbs)",0.4260,2.077,13.20,125.88,172.30,5.16,2012-09-30.3,6.88,JFc,111,4,140,,,,,,3.618,,,
"     C/2012 K5 (LINEAR)",0.9985,1.142,92.85,279.04,139.29,1548.65,2012-11-28.6,2.16e+04,COM,343,,4281,,,,,,774.9,,,
"     C/2012 K6 (McNaught)",0.9992,3.353,135.22,206.90,338.83,8366.41,2013-05-21.4,2.71e+05,COM,1084,,1091,,,,,,4185,,,
"     C/2012 K8 (Lemmon)",1.0023,6.463,106.11,312.81,75.85,,2014-08-19.3,,HYP,1470,,962,,,,,,-2758,,,
"     C/2012 L1 (LINEAR)",0.9971,2.262,87.22,271.77,140.29,1533.09,2012-12-25.4,2.13e+04,COM,316,,1489,,,,,,767.7,,,
"     C/2012 L2 (LINEAR)",0.9973,1.509,70.98,270.30,205.79,1129.97,2013-05-09.3,1.35e+04,COM,338,,2119,,,,,,565.7,,,
"     C/2012 L3 (LINEAR)",0.9908,3.045,134.20,53.49,107.09,658.32,2012-06-12.2,6.01e+03,COM,332,,255,,,,,,330.7,,,
"     C/2012 LP26 (Palomar)",0.9993,6.536,25.38,153.99,145.15,18143.03,2015-08-16.5,8.64e+05,JFc,2326,,439,,,,,,9075,,,
"     P/2012 NJ (La Sagra)",0.8481,1.292,84.38,315.76,338.41,15.71,2012-06-13.0,24.8,HTC,272,3,2490,,,,,,8.503,,,
"     C/2012 OP (Siding Spring)",0.9966,3.607,114.83,267.37,351.44,2105.42,2012-12-04.7,3.42e+04,COM,381,,100,,,,,,1055,,,
"     P/2012 O1 (McNaught)",0.5792,1.499,11.43,111.28,222.11,5.63,2012-07-23.9,6.73,JFc,123,5,98,,,,,,3.563,,,
"     P/2012 O2 (McNaught)",0.5383,1.661,24.53,120.81,183.05,5.53,2012-06-25.0,6.82,JFc,124,4,81,,,,,,3.597,,,
"     C/2012 Q1 (Kowalski)",0.6371,9.482,45.18,184.44,139.24,42.78,2012-02-09.3,134,JFc,2322,3,196,,,,,,26.13,,,
"     C/2012 S1 (ISON)",1.0000,0.012,62.16,295.69,345.54,,2013-11-28.7,,HYP,784,,6682,,8.5e-08,5.8e-09,,,-2447,,,
"     C/2012 S3 (PANSTARRS)",1.0007,2.308,112.93,121.31,183.75,,2013-08-31.1,,HYP,538,,730,,,,,,-3259,,,
"     C/2012 S4 (PANSTARRS)",1.0000,4.349,126.54,173.10,163.62,482991.06,2013-06-28.0,1.19e+08,COM,460,,924,,,,,,2.415e+05,,,
"     P/2012 T2 (PANSTARRS)",0.1596,4.821,12.56,73.74,309.60,6.65,2013-04-12.9,13.7,JFc,34,7,38,,,,,,5.737,,,
"     P/2012 T3 (PANSTARRS)",0.6045,2.384,9.51,114.26,196.80,9.67,2012-04-27.9,14.8,JFc,22,7,34,,,,,,6.028,,,
"     C/2012 T4 (McNaught)",0.9912,1.956,24.09,99.37,219.92,442.05,2012-10-10.9,3.31e+03,COM,233,,49,,,,,,222,,,
"     C/2012 T5 (Bressi)",1.0004,0.323,72.10,230.59,318.09,,2013-02-24.0,,HYP,158,,661,,,,,,-744.7,,,
"     C/2012 T6 (Kowalski)",0.8763,1.775,33.28,186.22,198.10,26.93,2012-08-26.3,54.4,HTC,108,5,142,,,,,,14.35,,,
"     C/2012 U1 (PANSTARRS)",0.9996,5.264,56.34,26.98,70.05,24190.18,2014-07-04.7,1.33e+06,COM,996,,172,,,,,,1.21e+04,,,
"     P/2012 U2 (PANSTARRS)",0.5066,3.628,10.53,186.86,229.53,11.08,2012-12-04.2,19.9,JFc,106,4,36,,,,,,7.352,,,
"     P/2012 US27 (Siding Spring)",0.6486,1.821,39.29,49.21,1.27,8.54,2013-02-08.5,11.8,JFc,183,4,299,,,,,,5.181,,,
"     C/2012 V1 (PANSTARRS)",0.9994,2.089,157.84,85.37,123.34,6884.38,2013-07-21.5,2.02e+05,COM,345,,98,,1.7e-06,4.5e-07,2.0e-07,,3443,,,
"     C/2012 V2 (LINEAR)",0.9976,1.455,67.18,262.16,217.32,1223.05,2013-08-16.5,1.51e+04,COM,397,,1054,,,,,,612.3,,,
"     P/2012 WA34 (Lemmon-PANSTARRS)",0.3403,3.173,6.12,94.53,353.24,6.45,2013-01-25.1,10.5,JFc,480,4,30,,,,,,4.81,,,
"     C/2012 X1 (LINEAR)",0.9896,1.599,44.37,113.15,132.11,305.06,2014-02-21.6,1.9e+03,COM,1038,,2560,,3.6e-08,2.2e-09,5.3e-09,26,153.3,,,
"     C/2012 X2 (PANSTARRS)",0.7705,4.748,34.12,271.02,215.63,36.63,2013-03-31.3,94.1,JFc,834,3,186,,,,,,20.69,,,
"     C/2012 Y1 (LINEAR)",0.9469,2.016,20.96,193.25,268.83,73.87,2013-01-18.1,234,COM,106,4,139,,,,,,37.94,,,
"     C/2012 Y3 (McNaught)",0.9399,1.765,73.23,122.71,235.69,57.01,2012-08-25.8,159,HTC,113,4,150,,,,,,29.39,,,
"     C/2013 A1 (Siding Spring)",1.0001,1.400,129.03,301.00,2.45,,2014-10-25.1,,HYP,1291,,449,,,,,,-1.637e+04,,,
"     P/2013 AL76 (Catalina)",0.6839,2.047,144.86,145.94,27.20,10.91,2012-12-13.3,16.5,JFC,47,6,55,,,,,,6.477,,,
"     C/2013 B2 (Catalina)",1.0027,3.734,43.45,331.96,156.43,,2013-07-01.5,,HYP,438,,136,,,,,,-1381,,,
"     C/2013 C2 (Tenagra)",0.4313,9.131,21.34,247.52,308.76,22.98,2015-08-29.4,64.3,CTc,2326,2,493,,,,,,16.06,,,
"     C/2013 D1 (Holvorcem)",0.7809,2.460,10.09,294.97,252.63,19.99,2013-04-13.7,37.6,JFc,113,4,118,,,,,,11.23,,,
"     C/2013 E1 (McNaught)",1.0023,7.782,158.72,134.03,311.43,,2013-06-12.1,,HYP,727,,172,,,,,,-3446,,,
"     C/2013 E2 (Iwamoto)",0.9939,1.413,21.86,182.47,95.82,464.65,2013-03-09.0,3.56e+03,COM,689,,1159,,,,,,233,,,
"     C/2013 F1 (Boattini)",1.0028,1.860,79.69,30.12,92.00,,2012-12-02.6,,HYP,72,,274,,,,,,-665,,,
"     C/2013 F2 (Catalina)",0.9993,6.218,61.75,344.27,122.99,16773.55,2013-04-19.0,7.68e+05,COM,481,,168,,,,,,8390,,,
"     C/2013 F3 (McNaught)",0.9970,2.253,85.44,266.11,18.76,1520.48,2013-05-25.2,2.1e+04,COM,151,,301,,,,,,761.4,,,
"     P/2013 G1 (Kowalski)",0.5124,3.353,5.47,221.48,51.24,10.40,2013-12-10.9,18,JFc,617,3,261,,,,,,6.877,,,
"     C/2013 G2 (McNaught)",1.0002,2.154,96.00,274.11,293.91,,2012-12-06.3,,HYP,139,,111,,,,,,-1.219e+04,,,
"     C/2013 G3 (PANSTARRS)",1.0005,3.852,64.67,208.13,76.50,,2014-11-15.1,,HYP,1353,,902,,,,,,-8308,,,
"     P/2013 G4 (PANSTARRS)",0.4104,2.613,5.93,339.77,214.39,6.25,2013-02-09.6,9.33,JFc,58,6,41,,,,,,4.432,,,
"     C/2013 G5 (Catalina)",0.9997,0.929,40.61,144.28,165.67,6508.95,2013-09-01.5,1.86e+05,COM,52,,114,,,,,,3255,,,
"     C/2013 G6 (Lemmon)",0.9947,2.048,124.08,44.57,215.69,771.70,2013-07-25.2,7.61e+03,COM,298,,230,,,,,,386.9,,,
"     C/2013 G7 (McNaught)",0.9979,4.677,105.11,48.40,218.26,4369.49,2014-03-18.6,1.02e+05,COM,1013,,305,,,,,,2187,,,
"     C/2013 G8 (PANSTARRS)",0.9984,5.141,27.62,241.02,80.17,6623.76,2013-11-14.9,1.91e+05,JFc,858,,147,,,,,,3314,,,
"     C/2013 G9 (Tenagra)",1.0013,5.338,146.23,35.69,204.93,,2015-01-14.6,,HYP,1093,,496,,,,,,-4196,,,
"     C/2013 H1 (La Sagra)",0.9854,2.647,27.09,84.97,136.58,360.59,2013-05-19.6,2.45e+03,COM,113,,270,,,,,,181.6,,,
"     C/2013 H2 (Boattini)",1.0018,7.499,128.40,262.75,36.00,,2014-01-23.2,,HYP,780,,221,,,,,,-4056,,,
"     P/2013 J2 (McNaught)",0.6561,2.148,15.50,289.39,37.89,10.34,2013-08-22.9,15.6,JFc,600,3,1606,,,,,,6.246,,,
"     C/2013 J3 (McNaught)",0.9980,3.989,118.23,200.76,320.96,3902.01,2013-02-22.8,8.63e+04,COM,324,,105,,,,,,1953,,,
"     C/2013 J5 (Boattini)",1.0025,4.906,136.03,256.79,19.17,,2012-11-30.0,,HYP,415,,74,,,,,,-1984,,,
"     C/2013 J6 (Catalina)",0.9596,2.416,85.05,68.42,125.64,117.27,2013-04-09.5,463,COM,61,5,129,,,,,,59.84,,,
"     C/2013 K1 (Christensen)",0.9881,0.948,42.34,125.91,171.33,158.63,2013-05-30.1,713,COM,50,5,52,,,,,,79.79,,,
"     C/2013 L2 (Catalina)",1.0009,4.872,106.78,285.88,1.94,,2012-05-11.1,,HYP,121,,242,,,,,,-5253,,,
"     P/2013 N3 (PANSTARRS)",0.5924,3.029,2.17,17.68,323.95,11.83,2014-02-11.7,20.3,JFc,142,5,43,,,,,,7.432,,,
"     C/2013 N4 (Borisov)",0.9748,1.210,37.04,322.61,142.28,94.86,2013-08-21.5,333,COM,296,3,287,,,,,,48.04,,,
"     P/2013 N5 (PANSTARRS)",0.7319,1.823,23.24,187.75,176.24,11.78,2013-07-02.4,17.7,JFc,79,6,28,,,,,,6.8,,,
"     C/2013 O3 (McNaught)",0.9961,3.180,102.84,276.75,337.97,1636.33,2013-09-09.9,2.35e+04,COM,361,,103,,,,,,819.8,,,
"     P/2013 P1 (PANSTARRS)",0.6052,3.390,18.70,160.80,138.11,13.79,2013-02-26.0,25.2,JFc,100,5,82,,,,,,8.588,,,
"     C/2013 P2 (PANSTARRS)",0.9989,2.835,125.53,2.03,104.97,5160.12,2014-02-17.0,1.31e+05,COM,610,,295,,,,,,2581,,,
"     C/2013 P3 (Palomar)",1.0012,8.647,93.91,177.28,177.19,,2014-11-23.9,,HYP,1781,,492,,,,,,-7480,,,
"     C/2013 P4 (PANSTARRS)",0.5961,5.967,4.26,256.61,113.56,23.58,2014-08-12.3,56.8,CTc,821,3,229,,,,,,14.77,,,
"     C/2013 PE67 (Catalina-Spacewatch)",0.9668,1.847,116.72,325.96,59.48,109.44,2013-12-09.3,415,COM,304,3,158,,,,,,55.64,,,
"     C/2013 R1 (Lovejoy)",0.9984,0.812,64.04,70.71,67.17,1030.20,2013-12-22.7,1.17e+04,COM,372,,3894,,,,,,515.5,,,
"     P/2013 R3 (Catalina-PANSTARRS)",0.2734,2.204,0.90,342.68,8.24,3.86,2013-08-05.1,5.28,ETc,124,4,324,,,,,,3.033,,,
"     P/2013 R3-A (Catalina-PANSTARRS)",0.2733,2.204,0.90,342.64,8.33,3.86,2013-08-05.2,5.28,ETc,1765,3,32,,,,,,3.033,,,
"     P/2013 R3-B (Catalina-PANSTARRS)",0.2733,2.204,0.90,342.70,8.28,3.86,2013-08-05.3,5.28,ETc,1765,3,32,,,,,,3.033,,,
"     C/2013 S1 (Catalina)",1.0004,2.824,83.96,221.54,166.06,,2013-08-02.9,,HYP,59,,109,,,,,,-6531,,,
"     P/2013 T1 (PANSTARRS)",0.6233,2.210,24.21,10.28,345.84,9.52,2013-07-31.2,14.2,JFc,52,6,43,,,,,,5.868,,,
"     P/2013 T2 (Schwartz)",0.5285,1.600,9.35,2.63,342.52,5.19,2013-06-20.6,6.25,JFc,88,5,118,,,,,,3.393,,,
"     C/2013 TW5 (Spacewatch)",0.9869,5.831,31.40,319.70,190.38,886.94,2014-08-17.6,9.43e+03,JFc,1222,,421,,,,,,446.4,,,
"     C/2013 U1 (Catalina)",0.7972,2.419,23.94,211.25,143.14,21.43,2013-11-18.7,41.2,JFc,63,6,137,,,,,,11.93,,,
"     C/2013 U2 (Holvorcem)",0.9943,5.117,43.09,7.00,107.38,1789.88,2014-10-25.8,2.69e+04,JFc,1251,,471,,,,,,897.5,,,
"     C/2013 UQ4 (Catalina)",0.9822,1.081,145.26,317.66,23.31,120.06,2014-07-05.9,471,COM,862,2,1853,,,,,,60.57,,,
"     C/2013 US10 (Catalina)",1.0003,0.823,148.88,186.14,340.36,,2015-11-15.7,,HYP,1555,,4396,,7.6e-09,6.2e-11,1.6e-10,,-2938,,,
"     C/2013 V1 (Boattini)",1.0014,1.661,65.31,72.81,48.03,,2014-04-21.2,,HYP,302,,2087,,,,,,-1164,,,
"     C/2013 V2 (Borisov)",1.0045,3.508,37.85,48.44,94.46,,2014-10-14.3,,HYP,1273,,1794,,,,,,-786.1,,,
"     C/2013 V3 (Nevski)",0.8910,1.387,32.13,100.92,339.64,24.05,2013-10-29.9,45.4,HTC,122,4,904,,,,,,12.72,,,
"     C/2013 V4 (Catalina)",1.0026,5.185,67.85,55.62,40.45,,2015-10-07.5,,HYP,1748,,2445,,,,,,-1986,,,
"     C/2013 V5 (Oukaimeden)",0.9987,0.626,154.89,278.62,314.57,977.02,2014-09-28.2,1.08e+04,COM,523,,1519,,,,,,488.8,,,
"     P/2013 W1 (PANSTARRS)",0.5939,1.416,4.70,117.86,1.33,5.56,2014-03-08.1,6.51,JFc,114,5,105,,,,,,3.486,,,
"     C/2013 W2 (PANSTARRS)",0.5747,4.444,4.57,179.84,307.20,16.46,2015-01-05.2,33.8,JFc,890,3,179,,,,,,10.45,,,
"     C/2013 X1 (PANSTARRS)",1.0010,1.314,163.23,130.95,164.46,,2016-04-20.7,,HYP,1565,,539,,1.9e-08,-1.1e-08,-5.4e-09,44.5,-1281,,,
"     C/2013 Y2 (PANSTARRS)",0.9913,1.919,29.41,243.40,308.84,437.94,2014-06-13.6,3.26e+03,COM,254,,436,,,,,,219.9,,,
"     P/2013 YG46 (Spacewatch)",0.4516,1.815,8.22,56.87,232.80,4.81,2017-01-19.5,6.02,JFc,56,6,55,,,,,,3.31,,,
"     P/2014 A2 (Hill)",0.6498,2.075,24.51,106.67,356.23,9.77,2013-10-28.3,14.4,JFc,118,4,123,,,,,,5.925,,,
"     P/2014 A3 (PANSTARRS)",0.2417,3.547,13.67,230.59,213.15,5.81,2013-04-18.1,10.1,JFc,410,4,56,,,,,,4.678,,,
"     C/2014 A4 (SONEAR)",1.0009,4.180,121.36,29.73,356.79,,2015-09-05.8,,HYP,1344,,2742,,,,,,-4890,,,
"     C/2014 A5 (PANSTARRS)",0.9604,4.800,31.99,310.10,182.58,237.59,2014-08-13.5,1.33e+03,JFc,854,,42,,,,,,121.2,,,
"     C/2014 AA52 (Catalina)",1.0004,2.003,105.21,330.49,292.26,,2015-02-27.6,,HYP,624,,399,,,,,,-4724,,,
"     C/2014 B1 (Schwartz)",1.0032,9.557,28.38,161.39,345.86,,2017-09-10.8,,HYP,3008,,1276,,,,,,-2972,,,
"     P/2014 C1 (TOTAS)",0.4461,1.686,2.68,167.87,24.00,4.40,2013-12-18.9,5.31,ETc,96,7,47,,,,,,3.043,,,
"     C/2014 C2 (STEREO)",1.0000,0.512,135.50,283.35,56.08,,2014-02-18.2,,PAR,58,,297,T,,,,,,,,
"     C/2014 C3 (NEOWISE)",0.9828,1.862,151.78,204.41,345.88,215.01,2014-01-16.7,1.13e+03,COM,94,,601,,,,,,108.4,,,
"     C/2014 E2 (Jacques)",0.9990,0.664,156.39,56.39,344.04,1377.11,2014-07-02.5,1.81e+04,COM,452,,4812,,2.1e-08,-2.8e-09,,,688.9,,,
"     C/2014 F1 (Hill)",0.9991,3.496,108.25,239.90,8.24,7557.62,2013-10-04.8,2.32e+05,COM,111,,190,,,,,,3781,,,
"     C/2014 F2 (Tenagra)",0.9709,4.314,119.06,267.45,86.04,292.12,2015-01-02.2,1.8e+03,COM,904,,300,,,,,,148.2,,,
"     C/2014 F3 (Sheppard-Trujillo)",0.6442,5.707,6.55,326.86,2.67,26.37,2021-05-16.0,64.2,JFc,3162,2,96,,,,,,16.04,,,
"     C/2014 G1 (PANSTARRS)",0.9947,5.469,165.64,337.93,77.05,2058.71,2013-11-06.6,3.32e+04,COM,482,,89,,,,,,1032,,,
"     C/2014 G3 (PANSTARRS)",0.9156,4.698,155.82,4.54,147.80,106.68,2015-02-02.5,416,COM,407,3,270,,,,,,55.69,,,
"     C/2014 H1 (Christensen)",0.9849,2.139,99.94,34.70,169.18,280.24,2014-04-15.3,1.68e+03,COM,39,,105,,,,,,141.2,,,
"     C/2014 HU195 (Valdes-TOTAS)",0.7660,5.121,5.82,115.79,145.07,38.64,2015-05-18.0,102,JFc,1155,4,67,,,,,,21.88,,,
"     C/2014 J1 (Catalina)",0.8024,1.709,159.70,41.94,195.48,15.58,2014-06-20.0,25.4,HTC,44,7,103,,,,,,8.646,,,
"     P/2014 L2 (NEOWISE)",0.6468,2.235,5.18,149.41,182.78,10.42,2014-07-15.4,15.9,JFc,252,3,1130,,,,,,6.326,,,
"     P/2014 L3 (Hill)",0.7731,1.854,6.26,115.57,178.61,14.49,2014-06-28.5,23.4,JFc,150,4,204,,,,,,8.171,,,
"     C/2014 L5 (Lemmon)",1.0026,6.203,122.81,35.68,45.61,,2014-11-26.3,,HYP,702,,75,,,,,,-2347,,,
"     C/2014 M1 (PANSTARRS)",1.0024,5.577,160.18,234.67,336.74,,2015-08-26.5,,HYP,987,,86,,,,,,-2365,,,
"     C/2014 M2 (Christensen)",0.9927,6.910,32.42,245.35,40.28,1897.94,2014-07-12.6,2.94e+04,JFc,511,,57,,,,,,952.4,,,
"     C/2014 M3 (Catalina)",0.9824,2.434,164.91,80.37,93.74,273.45,2014-06-21.9,1.62e+03,COM,82,,90,,,,,,137.9,,,
"     P/2014 M4 (PANSTARRS)",0.5955,2.351,3.35,265.06,145.27,9.28,2014-12-27.5,14,JFc,141,4,87,,,,,,5.814,,,
"     P/2014 MG4 (Spacewatch-PANSTARRS)",0.2592,3.713,9.37,311.85,298.77,6.31,2013-06-13.0,11.2,JFc,870,3,200,,,,,,5.012,,,
"     C/2014 N2 (PANSTARRS)",0.9995,2.184,133.01,143.80,237.86,9543.90,2014-10-08.2,3.3e+05,COM,253,,50,,,,,,4773,,,
"     C/2014 N3 (NEOWISE)",0.9993,3.882,61.64,19.93,353.57,11602.47,2015-03-13.1,4.42e+05,COM,917,,1594,,,,,,5803,,,
"     P/2014 O3 (PANSTARRS)",0.3850,4.641,7.81,87.70,204.36,10.45,2014-04-17.5,20.7,JFc,447,5,53,,,,,,7.546,,,
"     C/2014 OE4 (PANSTARRS)",0.9997,6.244,81.35,240.39,65.76,45530.49,2016-12-10.8,3.44e+06,COM,2084,,1798,,,,,,2.277e+04,,,
"     C/2014 OG392 (PANSTARRS)",0.1810,9.966,9.04,145.85,254.35,14.37,2021-12-09.3,42.5,CTc,4438,2,315,,,,,,12.17,,,
"     C/2014 Q1 (PANSTARRS)",0.9997,0.315,43.11,8.76,120.05,2264.89,2015-07-06.5,3.81e+04,COM,636,,704,,7.9e-09,2.8e-09,-5.5e-09,,1133,,,
"     C/2014 Q2 (Lovejoy)",0.9978,1.290,80.30,94.98,12.40,1158.02,2015-01-30.0,1.4e+04,COM,802,,7890,,1.3e-09,-1.5e-09,-2.4e-09,,579.7,,,
"     C/2014 QU2 (PANSTARRS)",0.9913,2.223,124.82,333.00,320.47,510.42,2014-07-09.9,4.1e+03,COM,56,,67,,,,,,256.3,,,
"     C/2014 Q3 (Borisov)",0.9421,1.647,89.95,63.13,47.38,55.22,2014-11-19.0,152,HTC,189,4,766,,,,,,28.43,,,
"     C/2014 Q6 (PANSTARRS)",0.9993,4.223,49.80,326.66,2.53,12965.11,2015-01-06.3,5.22e+05,COM,375,,40,,,,,,6485,,,
"     C/2014 R1 (Borisov)",0.9925,1.345,9.93,104.05,55.65,357.41,2014-11-19.2,2.4e+03,COM,335,,523,,,,,,179.4,,,
"     C/2014 R3 (PANSTARRS)",0.9995,7.276,90.84,334.11,113.43,27992.27,2016-08-08.2,1.66e+06,COM,2000,,830,,,,,,1.4e+04,,,
"     C/2014 R4 (Gibbs)",0.9994,1.818,42.41,279.53,180.84,6362.99,2014-10-21.5,1.8e+05,COM,122,,129,,,,,,3182,,,
"     C/2014 S1 (PANSTARRS)",1.0008,8.137,123.80,352.66,288.83,,2013-10-30.3,,HYP,607,,45,,,,,,-1.039e+04,,,
"     C/2014 S2 (PANSTARRS)",0.9876,2.101,64.67,8.12,87.81,337.43,2015-12-09.7,2.21e+03,COM,942,,2941,,7.7e-08,2.0e-08,-1.2e-08,,169.8,,,
"     C/2014 S3 (PANSTARRS)",0.9768,2.049,169.32,356.05,293.14,174.29,2014-08-13.3,828,COM,57,6,48,,,,,,88.17,,,
"     C/2014 TG64 (Catalina)",0.7825,3.239,22.28,50.29,294.78,26.54,2014-05-26.0,57.5,JFc,51,5,53,,,,,,14.89,,,
"     C/2014 U3 (Kowalski)",0.9933,2.556,152.99,163.56,51.07,762.94,2014-09-02.8,7.49e+03,COM,301,,51,,,,,,382.7,,,
"     P/2014 U4 (PANSTARRS)",0.4710,1.843,6.46,12.05,347.73,5.13,2014-08-03.9,6.51,JFc,76,5,61,,,,,,3.485,,,
"     C/2014 UN271 (Bernardinelli-Bernstein)",0.9984,10.942,95.55,190.08,326.35,13937.65,2031-01-27.0,5.82e+05,COM,3332,,430,,,,,,6974,,,
"     P/2014 V1 (PANSTARRS)",0.5265,2.564,22.46,166.30,178.03,8.26,2015-01-21.6,12.6,JFc,8,9,42,,,,,,5.414,,,
"     P/2014 W1 (PANSTARRS)",0.3906,2.714,8.84,246.26,152.53,6.19,2014-07-28.5,9.4,JFc,3207,2,85,,,,,,4.453,,,
"     C/2014 W2 (PANSTARRS)",0.9983,2.670,82.00,69.96,85.01,3171.12,2016-03-10.4,6.32e+04,COM,1053,,3410,,1.7e-07,2.8e-08,,,1587,,,
"     C/2014 W3 (PANSTARRS)",1.0070,6.066,90.11,286.37,158.92,,2014-02-27.2,,HYP,442,,47,,,,,,-871.7,,,
"     P/2014 W4 (PANSTARRS)",0.3531,4.261,15.27,33.35,67.41,8.91,2015-12-29.5,16.9,JFc,887,4,91,,,,,,6.587,,,
"     C/2014 W5 (Lemmon-PANSTARRS)",0.9791,2.399,145.49,245.34,281.26,227.42,2016-02-10.6,1.23e+03,COM,579,,76,,,,,,114.9,,,
"     C/2014 W6 (Catalina)",1.0017,3.088,53.56,338.13,209.85,,2015-03-19.0,,HYP,242,,139,,,,,,-1773,,,
"     C/2014 W7 (Christensen)",0.8693,1.488,98.31,151.26,33.24,21.29,2014-12-31.6,38.4,HTC,83,6,46,,,,,,11.39,,,
"     C/2014 W8 (PANSTARRS)",1.0011,4.899,41.11,224.56,230.78,,2015-09-21.7,,HYP,36,,32,,,,,,-4316,,,
"     C/2014 W9 (PANSTARRS)",0.8578,1.587,10.63,21.29,167.77,20.75,2015-02-15.7,37.3,HTC,226,4,120,,,,,,11.17,,,
"     C/2014 W10 (PANSTARRS)",1.0036,7.657,83.31,43.25,42.34,,2016-02-17.7,,HYP,378,,28,,,,,,-2114,,,
"     C/2014 W11 (PANSTARRS)",0.6502,3.427,12.71,295.94,225.64,16.17,2015-06-17.3,30.7,JFc,707,3,1038,,,,,,9.797,,,
"     P/2014 X1 (Elenin)",0.7100,1.815,25.97,61.57,34.37,10.70,2015-01-07.7,15.7,JFc,251,3,617,,,,,,6.258,,,
"     C/2014 XB8 (PANSTARRS)",0.9967,3.010,149.78,37.47,351.45,1799.50,2015-04-05.6,2.71e+04,COM,304,,58,,,,,,901.3,,,
"     C/2014 Y1 (PANSTARRS)",1.0021,2.241,14.92,19.52,182.27,,2016-01-17.6,,HYP,559,,305,,1.5e-08,-3.0e-08,,,-1065,,,
"     C/2015 A1 (PANSTARRS)",0.9008,1.996,80.37,341.09,244.88,38.24,2015-03-13.0,90.2,HTC,279,3,60,,,,,,20.12,,,
"     C/2015 A2 (PANSTARRS)",1.0137,5.267,108.90,258.47,212.37,,2015-08-30.4,,HYP,50,,23,,,,,,-383.1,,,
"     P/2015 A3 (PANSTARRS)",0.8459,1.153,172.51,277.08,249.62,13.81,2015-02-22.8,20.5,HTC,155,6,57,,,,,,7.482,,,
"     P/2015 B1 (PANSTARRS)",0.3824,5.976,18.03,353.36,188.27,13.38,2015-09-19.7,30.1,JFc,460,4,92,,,,,,9.676,,,
"     C/2015 B2 (PANSTARRS)",1.0002,3.370,105.09,341.90,284.77,,2016-05-06.5,,HYP,980,,242,,,,,,-1.431e+04,,,
"     P/2015 B4 (Lemmon-PANSTARRS)",0.5689,3.755,1.74,266.65,227.78,13.67,2015-02-17.6,25.7,JFc,467,4,77,,,,,,8.711,,,
"     P/2015 C1 (TOTAS-Gibbs)",0.5625,2.893,13.88,348.86,178.41,10.33,2015-05-01.2,17,JFc,500,4,290,,,,,,6.611,,,
"     C/2015 C2 (SWAN)",0.9985,0.711,94.50,49.53,334.13,954.35,2015-03-04.5,1.04e+04,COM,145,,151,,,,,,477.5,,,
"     C/2015 D1 (SOHO)",0.9943,0.028,69.62,95.88,234.96,9.95,2015-02-19.7,11.1,JFC,3,9,417,,1.2e-06,,,,4.989,,,
"     C/2015 D2 (PANSTARRS)",0.5683,5.606,31.83,162.86,291.92,20.36,2013-09-27.6,46.8,JFc,382,4,68,,,,,,12.98,,,
"     C/2015 D3 (PANSTARRS)",1.0022,8.149,128.51,156.98,2.89,,2016-05-01.3,,HYP,2510,,313,,,,,,-3705,,,
"     C/2015 D4 (Borisov)",0.9891,0.862,77.30,305.81,314.69,156.77,2014-10-28.2,700,COM,234,4,51,,,,,,78.82,,,
"     C/2015 D5 (Kowalski)",0.4996,4.577,20.40,74.58,40.18,13.72,2014-04-17.0,27.7,JFc,553,4,114,,,,,,9.148,,,
