"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"   588 Achilles (A906 DN)",5.21,0.1484,10.32,316.54,133.77,4.437,5.98,11.9,42783,0,3515,,,8.28
"   617 Patroclus (A906 UL)",5.208,0.1399,22.06,44.36,308.41,4.480,5.94,11.9,2723,0,2141,,,8.29
"   624 Hektor (A907 CF)",5.272,0.0233,18.15,342.79,179.64,5.149,5.39,12.1,42439,0,6095,,,7.44
"   659 Nestor (A908 FE)",5.169,0.1164,4.52,350.75,344.10,4.567,5.77,11.8,42028,0,4680,,,8.77
"   884 Priamus (A917 SU)",5.203,0.1254,8.90,301.52,336.95,4.551,5.86,11.9,38631,0,4148,,,8.71
"   911 Agamemnon (A919 FB)",5.283,0.0676,21.76,338.01,81.74,4.926,5.64,12.1,38020,0,3652,,,7.99
"  1143 Odysseus (1930 BH)",5.235,0.0916,3.14,221.23,238.07,4.755,5.71,12,9210,0,5322,,,8.37
"  1172 Aneas (1930 UA)",5.231,0.1068,16.65,247.27,51.56,4.673,5.79,12,33905,0,4375,,,8.28
"  1173 Anchises (1930 UB)",5.277,0.1389,6.93,283.91,41.46,4.545,6.01,12.1,33903,0,5094,,,8.90
"  1208 Troilus (1931 YA)",5.252,0.0928,33.54,48.55,295.89,4.765,5.74,12,33465,0,5246,,,8.92
"  1404 Ajax (1936 QW)",5.285,0.1135,18.03,332.88,61.79,4.685,5.88,12.1,31647,0,3021,,,9.35
"  1437 Diomedes (1937 PB)",5.219,0.0461,20.47,315.79,129.32,4.978,5.46,11.9,31331,0,4147,,,8.24
"  1583 Antilochus (1950 SA)",5.145,0.0540,28.49,221.37,187.89,4.868,5.42,11.7,35243,0,4593,,,8.58
"  1647 Menelaus (1957 MK)",5.208,0.0227,5.65,240.30,294.10,5.090,5.33,11.9,26073,0,3244,,,10.53
"  1749 Telamon (1949 SB)",5.14,0.1092,6.10,340.84,113.99,4.579,5.70,11.7,26853,0,3818,,,9.50
"  1867 Deiphobus (1971 EA)",5.135,0.0460,26.90,283.70,1.07,4.899,5.37,11.6,19158,0,3618,,,8.44
"  1868 Thersites (2008 P-L)",5.312,0.1097,16.75,197.78,171.30,4.730,5.90,12.2,25221,0,3849,,,9.53
"  1869 Philoctetes (4596 P-L)",5.181,0.0663,3.97,43.84,326.38,4.837,5.52,11.8,22830,0,2619,,,11.17
"  1870 Glaukos (1971 FE)",5.242,0.0337,6.58,176.30,132.08,5.065,5.42,12,24736,0,2869,,,10.64
"  1871 Astyanax (1971 FF)",5.226,0.0344,8.61,145.77,167.06,5.046,5.41,11.9,19135,0,2416,,,11.28
"  1872 Helenos (1971 FG)",5.323,0.0496,14.64,188.77,116.09,5.059,5.59,12.3,25072,0,2613,,,10.78
"  1873 Agenor (1971 FH)",5.226,0.0909,21.88,197.91,357.84,4.751,5.70,11.9,19136,0,3031,,,10.20
"  2146 Stentor (1976 UQ)",5.192,0.1023,39.28,131.33,274.69,4.661,5.72,11.8,16978,0,3990,,,9.98
"  2148 Epeios (1976 UW)",5.22,0.0585,9.15,176.55,233.09,4.915,5.53,11.9,16971,0,3134,,,10.85
"  2207 Antenor (1977 QH1)",5.171,0.0126,6.80,159.03,301.54,5.106,5.24,11.8,23535,0,4251,,,8.97
"  2223 Sarpedon (1977 TL3)",5.257,0.0189,15.94,220.80,56.84,5.158,5.36,12.1,16753,0,3611,,,9.22
"  2241 Alcathous (1979 WM)",5.177,0.0658,16.63,268.00,292.75,4.836,5.52,11.8,26720,0,4069,,,8.61
"  2260 Neoptolemus (1975 WM1)",5.2,0.0452,17.77,86.58,322.42,4.965,5.43,11.9,26064,0,3512,,,9.39
"  2357 Phereclos (1981 AC)",5.226,0.0471,2.67,179.17,77.64,4.980,5.47,11.9,34290,0,3957,,,9.06
"  2363 Cebriones (1977 TJ3)",5.232,0.0388,32.09,211.65,57.52,5.029,5.44,12,25571,0,5466,,,8.93
"  2456 Palamedes (1966 BA1)",5.132,0.0756,13.91,327.36,95.93,4.744,5.52,11.6,25626,0,3197,,,9.36
"  2594 Acamas (1978 TB)",5.06,0.0860,5.54,356.70,280.84,4.625,5.50,11.4,25516,0,1528,,,11.99
"  2674 Pandarus (1982 BC3)",5.199,0.0690,1.86,179.69,42.73,4.840,5.56,11.9,18752,0,3784,,,9.23
"  2759 Idomeneus (1980 GC)",5.196,0.0654,21.94,171.22,7.58,4.856,5.54,11.8,24822,0,3328,,,10.08
"  2797 Teucer (1981 LK)",5.111,0.0890,22.39,69.94,48.37,4.656,5.57,11.6,30051,0,3621,,,8.87
"  2893 Peiroos (1975 QD)",5.142,0.0770,14.67,108.78,173.28,4.746,5.54,11.7,33073,0,3354,,,9.07
"  2895 Memnon (1981 AE1)",5.244,0.0495,27.21,133.96,274.72,4.985,5.50,12,16686,0,3307,,,10.08
"  2920 Automedon (1981 JR)",5.114,0.0281,21.11,230.95,198.68,4.970,5.26,11.6,15323,0,5395,,,8.83
"  3063 Makhaon (1983 PV)",5.221,0.0596,12.16,287.89,203.81,4.910,5.53,11.9,33661,0,3627,,,8.61
"  3240 Laocoon (1978 VG6)",5.222,0.1281,2.34,296.29,16.33,4.553,5.89,11.9,17124,0,2853,,,10.34
"  3317 Paris (1984 KF)",5.229,0.1289,27.86,135.91,150.98,4.555,5.90,12,21908,0,3834,,,8.46
"  3391 Sinon (1977 DD3)",5.295,0.0838,14.88,341.07,104.50,4.851,5.74,12.2,24851,0,2558,,,10.39
"  3451 Mentor (1984 HA1)",5.181,0.0757,24.63,179.56,132.42,4.789,5.57,11.8,14764,0,4231,,,8.49
"  3540 Protesilaos (1973 UF5)",5.281,0.1177,23.28,26.43,116.10,4.660,5.90,12.1,25619,0,5015,,,9.44
"  3548 Eurybates (1973 SO)",5.208,0.0911,8.05,43.54,27.68,4.734,5.68,11.9,8018,0,2609,,,9.85
"  3564 Talthybius (1985 TC1)",5.199,0.0390,15.51,23.76,201.81,4.997,5.40,11.9,26412,0,3439,,,9.51
"  3596 Meriones (1985 VO)",5.183,0.0752,23.52,356.69,66.77,4.794,5.57,11.8,26501,0,5269,,,9.31
"  3708 Socus (1974 FV1)",5.21,0.1596,13.37,291.18,57.95,4.378,6.04,11.9,33865,0,3346,,,9.42
"  3709 Polypoites (1985 TL3)",5.223,0.0618,19.64,187.08,248.91,4.900,5.55,11.9,18855,0,5827,,,9.15
"  3793 Leonteus (1985 TE3)",5.223,0.0907,20.90,200.52,262.58,4.749,5.70,11.9,22474,0,4221,,,8.81
"  3794 Sthenelos (1985 TF3)",5.209,0.1471,6.06,343.19,36.52,4.443,5.98,11.9,26873,0,3430,,,10.54
"  3801 Thrasymedes (1985 VS)",5.322,0.0236,28.50,209.47,208.26,5.197,5.45,12.3,25173,0,2532,,,11.12
"  4007 Euryalos (1973 SR)",5.186,0.0577,11.00,6.75,77.62,4.887,5.49,11.8,18097,0,3949,,,10.41
"  4035 Thestor (1986 WD)",5.279,0.0575,12.13,233.71,199.41,4.975,5.58,12.1,18082,0,3370,,,9.61
"  4057 Demophon (1985 TQ)",5.24,0.1198,2.87,24.27,60.75,4.613,5.87,12,13701,0,3191,,,10.23
"  4060 Deipylos (1987 YT1)",5.228,0.1561,16.16,168.18,308.57,4.412,6.04,12,29586,0,3401,,,9.44
"  4063 Euforbo (1989 CG2)",5.191,0.1199,18.94,113.52,318.82,4.568,5.81,11.8,29263,0,3613,,,8.76
"  4068 Menestheus (1973 SW)",5.136,0.0752,17.57,177.65,317.57,4.750,5.52,11.6,18068,0,3430,,,9.66
"  4086 Podalirius (1985 VK2)",5.274,0.1227,21.68,54.96,357.15,4.627,5.92,12.1,24469,0,2891,,,9.24
"  4138 Kalchas (1973 SM)",5.174,0.0445,2.10,208.00,166.91,4.944,5.40,11.8,24454,0,3744,,,10.15
"  4348 Poulydamas (1988 RU)",5.234,0.0985,7.96,220.12,160.04,4.719,5.75,12,25490,0,3436,,,9.70
"  4489 Dracius (1988 AK)",5.188,0.0615,22.25,86.42,10.08,4.869,5.51,11.8,15795,0,3093,,,9.16
"  4501 Eurypylos (1989 CJ3)",5.224,0.0546,8.29,244.27,180.49,4.939,5.51,11.9,26070,0,2922,,,10.57
"  4543 Phoinix (1989 CQ1)",5.142,0.0979,14.70,325.39,85.39,4.638,5.65,11.7,24862,0,3022,,,9.83
"  4707 Khryses (1988 PY)",5.196,0.1225,7.09,310.16,66.35,4.559,5.83,11.8,25566,0,2962,,,10.76
"  4708 Polydoros (1988 RT)",5.243,0.0612,6.99,281.17,103.81,4.922,5.56,12,12754,0,3546,,,10.13
"  4709 Ennomos (1988 TU2)",5.269,0.0235,25.42,253.07,79.00,5.145,5.39,12.1,26308,0,4031,,,8.71
"  4715 Medesicaste (1989 TS1)",5.113,0.0510,18.66,1.60,344.68,4.853,5.37,11.6,25148,0,3446,,,9.86
"  4722 Agelaos (4271 T-3)",5.201,0.1125,8.82,64.99,315.50,4.616,5.79,11.9,16747,0,3078,,,10.20
"  4754 Panthoos (5010 T-3)",5.277,0.0112,12.31,154.95,178.98,5.218,5.34,12.1,16746,0,3296,,,10.15
"  4791 Iphidamas (1988 PB1)",5.156,0.0461,25.98,261.47,163.91,4.918,5.39,11.7,12785,0,2570,,,10.15
"  4792 Lykaon (1988 RK1)",5.25,0.0924,9.34,61.92,284.10,4.765,5.74,12,12069,0,2470,,,10.26
"  4805 Asteropaios (1990 VH7)",5.197,0.0919,12.02,278.39,90.54,4.719,5.68,11.8,25429,0,2385,,,10.17
"  4827 Dares (1988 QE)",5.133,0.0441,7.70,242.00,167.65,4.907,5.36,11.6,25102,0,2820,,,10.63
"  4828 Misenus (1988 RV)",5.163,0.0413,14.90,352.98,128.67,4.950,5.38,11.7,12781,0,3390,,,10.53
"  4829 Sergestus (1988 RM1)",5.189,0.0516,8.59,221.77,119.69,4.921,5.46,11.8,12782,0,2146,,,11.32
"  4832 Palinurus (1988 TU1)",5.263,0.1417,19.07,135.14,209.92,4.517,6.01,12.1,12749,0,3061,,,10.07
"  4833 Meges (1989 AL2)",5.23,0.0925,34.73,101.74,281.68,4.746,5.71,12,17294,0,3039,,,9.05
"  4834 Thoas (1989 AM2)",5.202,0.1372,28.48,75.97,353.06,4.489,5.92,11.9,13269,0,2883,,,9.23
"  4835 Asaeus (1989 BQ)",5.192,0.2524,19.57,125.44,355.55,3.882,6.50,11.8,15945,0,2284,,,10.72
"  4836 Medon (1989 CK1)",5.217,0.1094,19.39,82.06,34.05,4.646,5.79,11.9,13285,0,4789,,,9.62
"  4867 Polites (1989 SZ)",5.175,0.0191,27.15,335.19,284.44,5.076,5.27,11.8,12757,0,2830,,,10.03
"  4902 Thessandrus (1989 AN2)",5.202,0.0440,9.08,170.28,272.13,4.973,5.43,11.9,25244,0,3733,,,9.88
"  4946 Askalaphus (1988 BW1)",5.321,0.0487,21.86,59.04,205.32,5.061,5.58,12.3,26409,0,2745,,,10.23
"  5012 Eurymedon (9507 P-L)",5.265,0.0860,4.99,34.77,335.56,4.812,5.72,12.1,25267,0,3027,,,10.66
"  5023 Agapenor (1985 TG3)",5.162,0.0522,11.79,308.32,88.13,4.892,5.43,11.7,13712,0,2744,,,10.48
"  5025 Mecisteus (1986 TS6)",5.191,0.0760,11.03,347.76,74.87,4.797,5.59,11.8,13333,0,2696,,,10.45
"  5027 Androgeos (1988 BX1)",5.3,0.0665,31.45,78.22,346.01,4.947,5.65,12.2,25613,0,2707,,,9.74
"  5028 Halaesus (1988 BY1)",5.259,0.1313,21.48,44.01,12.26,4.569,5.95,12.1,25625,0,2694,,,10.28
"  5041 Theotes (1973 SW1)",5.201,0.0363,10.58,29.88,103.33,5.012,5.39,11.9,25335,0,2892,,,10.89
"  5119 Imbrius (1988 RA1)",5.2,0.1103,15.95,316.99,17.09,4.626,5.77,11.9,25461,0,2754,,,10.42
"  5120 Bitias (1988 TZ1)",5.264,0.1120,25.01,295.90,24.48,4.675,5.85,12.1,12753,0,2431,,,10.46
"  5123 Cynus (1989 BL)",5.222,0.1033,8.53,78.18,33.13,4.682,5.76,11.9,15983,0,3217,,,10.15
"  5126 Achaemenides (1989 CH2)",5.247,0.0268,29.86,116.51,351.25,5.107,5.39,12,25630,0,2487,,,10.62
"  5130 Ilioneus (1989 SC7)",5.193,0.0121,15.75,242.53,110.44,5.131,5.26,11.8,24749,0,2837,,,9.87
"  5144 Achates (1991 XX)",5.184,0.2729,8.92,322.81,331.92,3.769,6.60,11.8,27131,0,3318,,,9.15
"  5209 Oloosson (1989 CW1)",5.21,0.0522,9.04,322.71,105.42,4.938,5.48,11.9,24862,0,3173,,,10.38
"  5233 Nastes (1988 RL10)",5.151,0.0440,3.38,142.51,47.05,4.924,5.38,11.7,15170,0,2183,,,11.62
"  5244 Amphilochos (1973 SQ1)",5.184,0.0282,6.15,213.28,129.85,5.038,5.33,11.8,24838,0,2996,,,10.61
"  5254 Ulysses (1986 VG1)",5.223,0.1223,24.20,75.99,344.53,4.584,5.86,11.9,26081,0,3339,,,9.24
"  5257 Laogonus (1988 RS10)",5.159,0.0314,2.87,126.99,89.81,4.997,5.32,11.7,25065,0,1624,,,12.04
"  5258 Rhoeo (1989 AU1)",5.156,0.0785,5.93,248.01,231.79,4.751,5.56,11.7,12113,0,2683,,,10.33
"  5259 Epeigeus (1989 BB1)",5.213,0.0714,15.91,67.47,200.91,4.841,5.59,11.9,24860,0,2899,,,10.44
"  5264 Telephus (1991 KC)",5.21,0.1127,33.58,121.90,359.37,4.623,5.80,11.9,21281,0,3113,,,9.48
"  5283 Pyrrhus (1989 BW)",5.195,0.1504,17.48,71.12,357.11,4.414,5.98,11.8,26092,0,2877,,,9.81
"  5284 Orsilocus (1989 CK2)",5.226,0.0848,20.22,102.75,343.78,4.783,5.67,11.9,25623,0,2995,,,10.16
"  5285 Krethon (1989 EO11)",5.193,0.0514,25.15,144.29,258.28,4.926,5.46,11.8,24526,0,2987,,,10.18
"  5436 Eumelos (1990 DK)",5.202,0.0787,7.43,253.97,221.29,4.793,5.61,11.9,13270,0,2900,,,10.52
"  5476 Mulius (1989 TO11)",5.117,0.0754,13.70,198.52,96.61,4.731,5.50,11.6,25925,0,2810,,,10.73
"  5511 Cloanthus (1988 TH1)",5.255,0.1190,11.17,172.66,122.26,4.629,5.88,12,26316,0,3200,,,10.41
"  5637 Gyas (1988 RF1)",5.184,0.1223,22.41,1.94,331.54,4.550,5.82,11.8,25568,0,1326,,,11.70
"  5638 Deikoon (1988 TA3)",5.235,0.1061,10.92,156.03,92.96,4.680,5.79,12,12780,0,3390,,,10.63
"  5648 Axius (1990 VU1)",5.141,0.1668,22.71,71.04,269.29,4.283,6.00,11.7,26725,0,3145,,,9.88
"  5652 Amphimachus (1992 HS3)",5.215,0.0772,1.90,281.65,109.48,4.813,5.62,11.9,24838,0,3410,,,10.22
"  5907 Rhigmus (1989 TU5)",5.152,0.0983,1.92,107.75,142.80,4.646,5.66,11.7,12757,0,2567,,,11.25
"  6002 Eetion (1988 RO)",5.225,0.0927,15.56,209.71,158.91,4.741,5.71,11.9,25535,0,2541,,,10.67
"  6090 Aulis (1989 DJ)",5.297,0.0576,20.20,328.46,75.52,4.992,5.60,12.2,25206,0,2873,,,9.59
"  6443 Harpalion (1988 RH12)",5.236,0.1270,9.50,168.17,199.96,4.571,5.90,12,12744,0,1039,,,12.29
"  6545 Leitus (1986 TR6)",5.164,0.0530,11.98,278.02,148.77,4.890,5.44,11.7,13361,0,3052,,,10.25
"  6997 Laomedon (3104 T-3)",5.18,0.1017,19.12,195.28,59.29,4.653,5.71,11.8,25492,0,2712,,,10.66
"  6998 Tithonus (3108 T-3)",5.177,0.0713,1.73,35.24,259.96,4.808,5.55,11.8,16746,0,1879,,,11.57
"  7119 Hiera (1989 AV2)",5.126,0.1033,19.34,285.47,123.86,4.597,5.66,11.6,12920,0,3229,,,9.82
"  7152 Euneus (1973 SH1)",5.156,0.0648,3.71,113.04,307.66,4.821,5.49,11.7,18099,0,3439,,,10.37
"  7214 Anticlus (1973 SM1)",5.198,0.0358,13.45,195.52,217.62,5.012,5.38,11.9,18057,0,1681,,,11.85
"  7352 Hypsenor (1994 CO)",5.126,0.0371,8.18,130.33,128.68,4.936,5.32,11.6,12780,0,3320,,,10.05
"  7543 Prylis (1973 SY)",5.206,0.0649,14.06,195.55,208.08,4.868,5.54,11.9,24466,0,3132,,,10.67
"  7641 Cteatus (1986 TT6)",5.213,0.0545,34.70,242.06,228.50,4.929,5.50,11.9,17302,0,3790,,,9.53
"  7815 Dolon (1987 QN)",5.263,0.0603,20.37,147.51,219.45,4.946,5.58,12.1,13143,0,3144,,,10.34
"  8060 Anius (1973 SD1)",5.21,0.0935,7.08,6.33,34.25,4.723,5.70,11.9,18049,0,2922,,,11.05
"  8125 Tyndareus (5493 T-2)",5.203,0.0485,13.11,323.13,59.22,4.950,5.46,11.9,24889,0,2644,,,10.91
"  8241 Agrius (1973 SE1)",5.163,0.0417,4.34,22.66,265.86,4.948,5.38,11.7,18123,0,2374,,,11.38
"  8317 Eurysaces (4523 P-L)",5.314,0.0455,0.94,208.04,116.89,5.073,5.56,12.3,22820,0,2516,,,11.25
"  9023 Mnesthus (1988 RG1)",5.213,0.0652,23.93,159.90,160.17,4.873,5.55,11.9,26690,0,3665,,,10.29
"  9030 Othryoneus (1989 UX5)",5.321,0.0159,4.22,76.60,6.57,5.236,5.41,12.3,25180,0,2167,,,11.29
"  9142 Rhesus (5191 T-3)",5.158,0.1307,12.81,141.20,174.07,4.484,5.83,11.7,25071,0,3085,,,10.76
"  9430 Erichthonios (1996 HU10)",5.259,0.0539,1.00,326.41,312.11,4.975,5.54,12.1,16328,0,1919,,,11.47
"  9431 Pytho (1996 PS1)",5.117,0.0862,21.34,201.48,186.13,4.676,5.56,11.6,10889,0,3266,,,10.70
"  9590 Hyria (1991 DK1)",5.104,0.0397,6.66,28.85,190.59,4.902,5.31,11.5,11710,0,1505,,,12.11
"  9694 Lycomedes (6581 P-L)",5.077,0.0369,4.95,349.96,60.78,4.889,5.26,11.4,22814,0,3070,,,10.82
"  9712 Nauplius (1973 SO1)",5.224,0.1281,8.47,176.59,275.00,4.555,5.89,11.9,18087,0,2648,,,11.02
"  9713 Oeax (1973 SP1)",5.169,0.0556,4.16,155.96,314.50,4.882,5.46,11.8,18087,0,2574,,,11.38
"  9790 Deipyrus (1995 OK8)",5.241,0.0552,5.92,231.16,153.21,4.952,5.53,12,12896,0,2590,,,11.05
"  9799 Thronium (1996 RJ)",5.192,0.0481,30.51,259.56,116.17,4.942,5.44,11.8,13278,0,3303,,,9.69
"  9807 Rhene (1997 SJ4)",5.206,0.1549,4.97,232.53,197.72,4.399,6.01,11.9,12875,0,2212,,,11.49
"  9817 Thersander (6540 P-L)",5.244,0.0427,9.17,24.26,85.12,5.020,5.47,12,22815,0,1570,,,11.58
"  9818 Eurymachos (6591 P-L)",5.191,0.0056,7.50,18.54,118.18,5.162,5.22,11.8,25233,0,2406,,,11.13
"  9828 Antimachos (1973 SS)",5.191,0.0860,3.21,97.10,19.87,4.744,5.64,11.8,18103,0,1499,,,12.07
"  9857 Hecamede (1991 EN)",5.166,0.0251,19.60,289.41,6.96,5.036,5.30,11.7,11728,0,2953,,,10.36
"  9907 Oileus (6541 P-L)",5.265,0.0672,8.16,153.67,265.68,4.911,5.62,12.1,22805,0,1914,,,11.65
" 10247 Amphiaraos (6629 P-L)",5.285,0.0085,4.19,162.48,323.17,5.241,5.33,12.2,22870,0,2611,,,11.28
" 10664 Phemios (5187 T-2)",5.202,0.0322,8.57,240.12,231.94,5.035,5.37,11.9,25235,0,1958,,,11.46
" 10989 Dolios (1973 SL1)",5.176,0.0878,10.58,187.31,207.51,4.722,5.63,11.8,18080,0,2337,,,11.35
" 11089 (1994 CS8)",5.176,0.0209,6.94,120.11,16.07,5.068,5.28,11.8,12755,0,2623,,,10.81
" 11251 Icarion (1973 SN1)",5.172,0.0008,4.20,102.01,82.28,5.168,5.18,11.8,18050,0,1210,,,12.18
" 11252 Laertes (1973 SA2)",5.14,0.0312,5.86,78.31,329.22,4.980,5.30,11.7,26077,0,3033,,,10.71
" 11273 (1988 RN11)",5.187,0.0938,1.42,171.65,56.51,4.701,5.67,11.8,15170,0,2223,,,11.70
" 11275 (1988 SL3)",5.196,0.0915,25.16,122.58,217.73,4.720,5.67,11.8,16686,0,1553,,,11.78
" 11351 Leucus (1997 TS25)",5.304,0.0660,11.55,251.08,161.27,4.954,5.65,12.2,8366,0,1509,,,10.90
" 11395 Iphinous (1998 XN77)",5.217,0.0668,24.13,213.23,119.83,4.868,5.57,11.9,11752,0,3749,,,9.93
" 11396 (1998 XZ77)",5.217,0.0646,12.58,195.66,178.50,4.880,5.55,11.9,26073,0,3036,,,10.69
" 11397 (1998 XX93)",5.268,0.0636,20.97,261.22,152.21,4.933,5.60,12.1,16443,0,3066,,,10.28
" 11428 Alcinoos (4139 P-L)",5.332,0.0146,17.30,3.32,61.01,5.254,5.41,12.3,22832,0,1805,,,11.22
" 11429 Demodokus (4655 P-L)",5.222,0.0310,17.11,6.21,96.70,5.060,5.38,11.9,22958,0,2764,,,10.55
" 11487 (1988 RG10)",5.151,0.0492,3.53,342.37,6.92,4.897,5.40,11.7,12753,0,1981,,,11.41
" 11488 (1988 RM11)",5.188,0.0366,3.35,140.62,231.54,4.999,5.38,11.8,12733,0,1918,,,11.57
" 11509 Thersilochos (1990 VL6)",5.174,0.1440,18.51,214.71,128.78,4.429,5.92,11.8,12373,0,3368,,,10.29
" 11552 Boucolion (1993 BD4)",5.283,0.1548,14.67,138.36,182.59,4.465,6.10,12.1,11157,0,3159,,,10.14
" 11554 Asios (1993 BZ12)",5.285,0.0648,13.70,128.07,129.01,4.943,5.63,12.2,11934,0,2928,,,10.55
" 11663 (1997 GO24)",5.133,0.1282,14.47,226.02,89.45,4.475,5.79,11.6,14404,0,2816,,,11.07
" 11668 Balios (1997 VV1)",5.153,0.1428,4.68,19.91,15.95,4.417,5.89,11.7,12182,0,2133,,,11.60
" 11869 (1989 TS2)",5.231,0.0431,11.31,149.67,160.48,5.005,5.46,12,12751,0,1680,,,11.59
" 11887 Echemmon (1990 TV12)",5.179,0.0929,24.05,242.65,111.98,4.698,5.66,11.8,25102,0,2351,,,10.96
" 12052 Aretaon (1997 JB16)",5.222,0.0686,11.47,219.79,87.81,4.863,5.58,11.9,16735,0,3474,,,10.72
" 12054 (1997 TT9)",5.161,0.0658,10.08,44.52,40.29,4.821,5.50,11.7,13284,0,1309,,,11.93
" 12126 (1999 RM11)",5.214,0.2091,2.05,351.00,304.66,4.123,6.30,11.9,43435,0,3015,,,10.20
" 12238 Actor (1987 YU1)",5.177,0.1250,21.09,227.56,178.25,4.529,5.82,11.8,13285,0,2761,,,10.96
" 12242 Koon (1988 QY)",5.11,0.0690,29.78,222.63,94.30,4.758,5.46,11.6,25158,0,2842,,,10.94
" 12444 Prothoon (1996 GE19)",5.236,0.0718,30.84,213.23,66.15,4.860,5.61,12,10005,0,3470,,,9.98
" 12649 Ascanios (2035 T-3)",5.161,0.1498,6.57,337.60,342.47,4.388,5.93,11.7,16746,0,1369,,,11.87
" 12658 Peiraios (1973 SL)",5.181,0.0590,1.78,111.88,326.15,4.875,5.49,11.8,18132,0,2481,,,11.34
" 12714 Alkimos (1991 GX1)",5.243,0.0376,9.50,298.91,162.41,5.046,5.44,12,12105,0,2775,,,10.29
" 12916 Eteoneus (1998 TL15)",5.13,0.0205,26.45,219.32,221.99,5.025,5.24,11.6,12482,0,2322,,,11.49
" 12917 (1998 TG16)",5.162,0.0916,11.86,204.19,231.01,4.689,5.63,11.7,26028,0,2252,,,11.52
" 12921 (1998 WZ5)",5.24,0.0939,12.80,160.17,274.40,4.748,5.73,12,13300,0,2489,,,11.09
" 12929 Periboea (1999 TZ1)",5.25,0.0416,43.43,200.21,130.32,5.032,5.47,12,25535,0,3041,,,10.07
" 12972 Eumaios (1973 SF1)",5.147,0.1522,8.44,40.50,340.31,4.364,5.93,11.7,18112,0,1584,,,11.77
" 12973 Melanthios (1973 SY1)",5.119,0.0585,5.75,358.14,38.61,4.819,5.42,11.6,18091,0,1966,,,11.56
" 12974 Halitherses (1973 SB2)",5.187,0.0523,7.61,15.15,5.00,4.916,5.46,11.8,18022,0,1936,,,11.46
" 13060 (1991 EJ)",5.148,0.1235,22.95,280.44,97.81,4.512,5.78,11.7,25663,0,2452,,,10.81
" 13062 Podarkes (1991 HN)",5.182,0.0119,8.22,91.02,291.24,5.120,5.24,11.8,11730,0,2314,,,11.26
" 13181 Peneleos (1996 RS28)",5.216,0.1374,2.54,10.91,104.38,4.500,5.93,11.9,16436,0,1404,,,12.17
" 13182 (1996 SO8)",5.214,0.1131,5.08,302.92,66.91,4.624,5.80,11.9,13282,0,2819,,,10.83
" 13183 (1996 TW)",5.226,0.0896,17.95,8.04,315.93,4.758,5.69,11.9,11344,0,3881,,,10.83
" 13184 Augeias (1996 TS49)",5.183,0.0485,4.51,227.44,99.97,4.931,5.43,11.8,11327,0,2667,,,11.17
" 13185 Agasthenes (1996 TH52)",5.2,0.0558,9.11,4.34,54.07,4.910,5.49,11.9,18015,0,1197,,,12.14
" 13229 Echion (1997 VB1)",5.265,0.0755,3.84,343.02,165.98,4.868,5.66,12.1,16412,0,1490,,,11.85
" 13230 (1997 VG1)",5.086,0.0629,4.32,53.83,37.49,4.766,5.41,11.5,11704,0,2259,,,11.44
" 13323 (1998 SQ)",5.074,0.0908,0.92,182.57,256.73,4.613,5.54,11.4,26790,0,2792,,,11.19
" 13331 (1998 SU52)",5.075,0.1100,2.30,284.78,149.89,4.517,5.63,11.4,9289,0,2316,,,11.51
" 13353 (1998 TU12)",5.172,0.1344,15.43,41.93,75.62,4.477,5.87,11.8,26055,0,1854,,,11.56
" 13362 (1998 UQ16)",5.176,0.0288,9.34,57.89,118.16,5.027,5.33,11.8,12474,0,2529,,,11.13
" 13366 (1998 US24)",5.219,0.1052,6.64,96.27,356.50,4.670,5.77,11.9,25238,0,2094,,,11.37
" 13372 (1998 VU6)",5.244,0.0485,7.30,96.69,305.50,4.989,5.50,12,9680,0,2259,,,11.41
" 13379 (1998 WX9)",5.162,0.0664,4.91,89.56,337.10,4.819,5.51,11.7,12433,0,2026,,,11.64
" 13383 (1998 XS31)",5.166,0.0660,6.39,252.21,161.76,4.825,5.51,11.7,26068,0,2174,,,11.42
" 13385 (1998 XO79)",5.236,0.0450,13.96,157.13,168.32,5.001,5.47,12,15698,0,2656,,,10.98
" 13387 Irus (1998 YW6)",5.204,0.0964,7.25,355.91,21.23,4.702,5.71,11.9,9621,0,1274,,,12.22
" 13402 (1999 RV165)",5.268,0.1226,7.53,160.83,128.05,4.622,5.91,12.1,25072,0,1788,,,11.70
" 13463 Antiphos (5159 T-2)",5.196,0.0085,10.52,323.58,92.72,5.152,5.24,11.8,18097,0,1933,,,11.36
" 13475 Orestes (1973 SX)",5.177,0.0751,7.94,353.42,123.26,4.788,5.57,11.8,18091,0,1698,,,11.70
" 13650 Perimedes (1996 TN49)",5.231,0.0990,10.70,206.81,244.07,4.713,5.75,12,9665,0,1410,,,11.97
" 13694 (1997 WW7)",5.272,0.0712,5.64,249.75,165.07,4.897,5.65,12.1,12503,0,2702,,,11.04
" 13780 (1998 UZ8)",5.145,0.0962,8.26,25.07,53.16,4.650,5.64,11.7,16010,0,1463,,,12.03
" 13782 (1998 UM18)",5.189,0.1345,28.59,150.15,233.23,4.491,5.89,11.8,25244,0,1736,,,11.59
" 13790 (1998 UF31)",5.27,0.1134,7.97,67.24,55.35,4.673,5.87,12.1,11576,0,1389,,,11.86
