"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"       (2016 VY17)",11.17,0.8502,148.53,286.56,289.90,1.674,20.67,37.3,876,2,126,,,15.70
"       (2016 WS1)",14.34,0.8824,53.19,86.26,3.20,1.686,26.99,54.3,53,6,44,,,17.30
"       (2017 AZ8)",6.523,0.7777,13.91,336.56,187.55,1.450,11.60,16.7,1,9,10,,,19.26
"       (2017 AX13)",28.57,0.8836,137.23,166.09,302.09,3.327,53.82,153,1293,3,51,,,15.10
"       (2017 AO19)",6.632,0.6934,23.73,274.05,201.14,2.033,11.23,17.1,135,5,68,,,17.70
"       (2017 BA94)",6.447,0.6444,19.22,275.63,217.58,2.293,10.60,16.4,31,6,31,,,17.62
"       (2017 FP50)",5.697,0.4059,20.35,351.88,210.32,3.385,8.01,13.6,75,4,24,,,15.40
"       (2017 FM99)",8.157,0.6609,19.77,354.18,183.10,2.766,13.55,23.3,106,4,43,,,15.60
"       (2017 GC8)",10.2,0.7423,6.56,347.23,202.39,2.627,17.76,32.6,31,5,32,,,18.10
"       (2017 GY8)",26.17,0.6791,13.63,56.45,117.02,8.398,43.94,134,1137,2,76,,,13.20
"       (2017 GZ8)",7.533,0.4787,5.50,118.08,75.60,3.928,11.14,20.7,855,3,233,,,14.40
"       (2017 NM2)",14.59,0.6210,101.35,99.34,89.55,5.528,23.65,55.7,667,3,42,,,13.40
"       (2017 OK169)",6.084,0.5697,31.58,164.88,239.16,2.618,9.55,15,55,5,13,,,16.62
"       (2017 PY24)",17.42,0.9251,71.71,317.19,68.72,1.304,33.53,72.7,161,4,71,,,17.82
"       (2017 QF33)",25.42,0.7394,3.26,188.11,163.35,6.625,44.22,128,1511,2,68,,,13.10
"       (2017 QK71)",6.195,0.5974,23.17,187.58,185.76,2.495,9.90,15.4,552,3,36,,,17.50
"       (2017 QO100)",5.769,0.4992,9.13,140.52,268.31,2.889,8.65,13.9,63,4,21,,,15.90
"       (2017 QJ173)",16.12,0.6978,24.06,161.34,175.91,4.874,27.38,64.8,25,5,15,,,14.26
"       (2017 RR2)",11.65,0.7829,87.02,145.41,214.72,2.529,20.77,39.8,96,4,23,,,17.40
"       (2017 RM4)",7.533,0.8126,3.75,109.04,105.51,1.412,13.65,20.7,28,9,10,,,16.02
"       (2017 RF16)",6.919,0.6332,20.51,32.46,304.62,2.538,11.30,18.2,591,4,22,,,17.48
"       (2017 SW11)",9.788,0.5198,16.21,277.31,164.51,4.700,14.88,30.6,1685,2,167,,,12.94
"       (2017 SV13)",9.677,0.7913,113.31,11.60,343.34,2.019,17.33,30.1,42,6,61,,,18.20
"       (2017 WW14)",23.03,0.7494,5.98,127.52,272.56,5.770,40.28,111,1248,2,42,,,13.90
"       (2017 YL2)",8.9,0.7660,27.87,168.07,339.77,2.082,15.72,26.6,519,4,73,,,16.30
"       (2018 AF8)",8.371,0.5778,52.85,132.66,349.89,3.534,13.21,24.2,740,3,27,,,15.88
"       (2018 AS18)",12.86,0.8709,63.01,351.70,214.80,1.659,24.05,46.1,575,3,202,,,16.00
"       (2018 AN25)",5.763,0.4817,12.41,107.05,52.77,2.987,8.54,13.8,496,4,32,,,16.10
"       (2018 EG4)",13.29,0.6725,17.41,29.05,99.18,4.351,22.22,48.4,437,5,21,,,15.77
"       (2018 HE3)",6.958,0.7604,13.62,42.24,90.77,1.667,12.25,18.4,1,9,16,,,18.11
"       (2018 MO8)",15.08,0.6672,51.45,138.39,75.22,5.019,25.14,58.6,1325,2,162,,,13.50
"       (2018 PQ18)",8.953,0.8079,1.22,4.13,15.25,1.720,16.19,26.8,1,9,14,,,19.50
"       (2018 PL28)",19.46,0.8611,74.13,350.76,275.25,2.703,36.22,85.8,1392,2,147,,,14.85
"       (2018 RG39)",5.838,0.5296,15.86,33.92,68.80,2.746,8.93,14.1,1340,1,100,,,15.10
"       (2018 TL6)",8.147,0.7884,170.92,45.50,78.46,1.724,14.57,23.3,10,9,29,,,19.90
"       (2018 UB1)",7.674,0.5154,19.37,225.87,157.77,3.718,11.63,21.3,473,3,101,,,14.39
"       (2018 WB1)",7.254,0.6927,152.31,147.83,111.71,2.229,12.28,19.5,266,3,67,,,17.40
"       (2018 XV35)",5.586,0.3461,4.51,252.80,237.74,3.653,7.52,13.2,829,4,24,,,15.60
"       (2019 AB7)",26.89,0.2451,12.11,64.45,36.05,20.301,33.48,139,2657,3,81,,,9.50
"       (2019 AJ16)",11.48,0.2109,10.65,327.72,261.64,9.062,13.91,38.9,3405,2,70,,,11.69
"       (2019 AH54)",10.13,0.6693,11.31,335.66,240.21,3.350,16.91,32.2,490,3,60,,,14.80
"       (2019 AK54)",11.03,0.5911,31.63,135.70,77.00,4.510,17.55,36.6,1334,2,82,,,14.37
"       (2019 AM122)",23.59,0.2780,27.05,276.85,75.97,17.033,30.15,115,3259,4,16,,,8.84
"       (2019 CJ3)",21.65,0.2255,39.66,140.66,325.25,16.769,26.53,101,4023,2,226,,,8.74
"       (A/2019 G3)",17.16,0.8336,156.81,49.76,161.82,2.854,31.46,71.1,570,4,35,,,17.19
"       (2019 GN22)",19.89,0.4274,9.14,26.97,259.79,11.388,28.39,88.7,2616,3,63,,,11.20
"       (2019 GO22)",5.51,0.1484,13.89,202.30,316.06,4.692,6.33,12.9,8,9,15,,,16.03
"       (2019 GG23)",6.153,0.2909,1.25,214.56,354.88,4.363,7.94,15.3,7,9,11,,,17.49
"       (2019 HC4)",8.788,0.5557,134.30,12.18,99.59,3.905,13.67,26.1,1342,2,84,,,14.94
"       (2019 KE7)",11.66,0.7022,108.29,252.15,339.56,3.473,19.85,39.8,936,3,185,,,14.97
"       (2019 KF7)",6.13,0.5267,5.21,234.17,56.99,2.901,9.36,15.2,885,3,150,,,15.10
"       (2019 KN19)",12.32,0.7634,14.75,345.58,303.94,2.916,21.73,43.3,1407,2,248,,,13.84
"       (2019 KY22)",6.261,0.2571,27.52,234.59,74.70,4.651,7.87,15.7,6675,0,49,,,15.02
"       (2019 KV42)",11,0.5608,20.52,230.69,84.65,4.829,17.16,36.5,1235,3,60,,,14.28
"       (2019 PN2)",25.29,0.9204,113.05,214.89,221.89,2.012,48.57,127,165,4,46,,,16.40
"       (2019 QR60)",5.564,0.1946,1.74,80.16,308.59,4.481,6.65,13.1,5,9,26,,,15.60
"       (2019 QB97)",5.544,0.1157,9.06,326.55,63.36,4.902,6.18,13.1,4,9,26,,,15.43
"       (2019 RJ2)",9.786,0.4805,23.10,298.59,48.60,5.084,14.49,30.6,843,3,94,,,13.78
"       (2019 RF13)",5.841,0.3706,32.45,182.24,191.54,3.676,8.01,14.1,57,4,29,,,15.80
"       (2019 RZ16)",6.692,0.6500,4.58,104.71,217.66,2.342,11.04,17.3,106,5,30,,,16.38
"       (2019 SE17)",6.277,0.6027,34.47,32.81,338.21,2.494,10.06,15.7,493,4,41,,,17.35
"       (2019 SO48)",5.733,0.6769,2.90,351.62,348.62,1.852,9.61,13.7,33,5,31,,,18.35
"       (2019 SS79)",7.7,0.5761,18.94,142.03,300.57,3.264,12.14,21.4,913,3,91,,,15.08
"       (2019 SH187)",17.56,0.0860,14.99,135.78,125.95,16.053,19.07,73.6,1278,4,15,,,10.73
"       (2019 TG3)",21.03,0.5197,10.78,135.28,200.13,10.102,31.96,96.5,2719,2,151,,,11.88
"       (2019 TL8)",10.82,0.4771,24.58,344.82,19.82,5.659,15.99,35.6,1189,2,39,,,13.86
"       (2019 UL14)",10.05,0.5111,19.13,217.64,165.88,4.913,15.19,31.9,35,7,18,,,15.90
"       (2019 UO14)",9.793,0.2366,32.83,244.64,144.03,7.476,12.11,30.6,811,3,85,,,13.30
"       (2019 UT75)",6.694,0.7445,5.47,340.87,98.48,1.711,11.68,17.3,5,9,11,,,18.63
"       (2019 UV77)",6.63,0.7658,43.80,203.43,64.31,1.553,11.71,17.1,4,9,10,,,15.55
"       (2019 WV2)",6.518,0.4971,27.33,129.77,326.67,3.278,9.76,16.6,501,3,52,,,15.40
"       (A/2020 A1)",25.94,0.9356,149.05,119.28,302.71,1.671,50.21,132,627,3,90,,,18.05
"       (2020 BW6)",10.69,0.4963,3.28,225.78,279.49,5.383,15.99,34.9,1255,3,51,,,14.75
"       (2020 BF12)",10.39,0.3502,7.00,246.73,245.36,6.753,14.03,33.5,819,3,29,,,13.78
"       (2020 BF13)",7.774,0.4534,36.03,351.44,204.40,4.249,11.30,21.7,828,3,130,,,13.28
"       (2020 BG60)",27.98,0.2772,21.13,96.58,357.40,20.221,35.73,148,2817,3,47,,,10.00
"       (2020 BV64)",12,0.6848,10.34,87.27,28.07,3.783,20.22,41.6,45,6,13,,,15.69
"       (2020 BL76)",5.507,0.2631,18.61,82.93,113.30,4.059,6.96,12.9,4805,1,37,,,15.30
"       (2020 DN2)",6.076,0.4567,18.49,89.62,54.49,3.301,8.85,15,1330,2,99,,,15.10
"       (2020 EP)",10.47,0.7638,76.40,38.80,126.84,2.472,18.46,33.9,74,5,104,,,16.00
"       (2020 FH24)",16.86,0.8018,27.51,155.36,112.06,3.342,30.38,69.2,533,3,44,,,15.71
"       (2020 HB11)",16.55,0.7079,147.27,290.15,104.41,4.834,28.26,67.3,37,6,74,,,14.99
"       (2020 HK93)",7.292,0.5645,17.16,217.78,24.60,3.176,11.41,19.7,29,5,17,,,16.60
"       (2020 JV3)",6.441,0.4736,8.50,64.71,177.05,3.390,9.49,16.3,1304,2,66,,,15.99
"       (2020 KD6)",12.99,0.8706,38.67,205.22,76.58,1.681,24.29,46.8,39,5,23,,,19.73
"       (2020 KH7)",7.939,0.5022,106.15,72.96,194.48,3.952,11.93,22.4,373,3,31,,,15.10
"       (2020 KN54)",16.86,0.3309,9.53,274.00,152.90,11.280,22.44,69.2,78,7,21,,,11.49
"       (2020 OR5)",6.238,0.3763,166.61,329.81,18.55,3.891,8.59,15.6,6200,1,69,,,15.70
"       (2020 OS5)",6.978,0.6876,155.82,38.66,104.25,2.180,11.78,18.4,292,3,64,,,17.50
"       (2020 OP7)",28.41,0.8944,79.46,314.10,6.33,3.001,53.82,151,53,5,31,,,16.90
"       (2020 OP8)",14.06,0.7197,30.04,330.46,18.17,3.942,24.19,52.7,474,3,68,,,14.40
"       (2020 PG3)",19.52,0.4607,19.77,110.65,241.21,10.528,28.52,86.3,1519,2,63,,,11.73
"       (2020 PA7)",19.49,0.5572,9.35,306.06,18.32,8.632,30.36,86.1,1208,2,77,,,13.20
"       (2020 PQ7)",20.18,0.6624,22.36,216.07,173.27,6.811,33.54,90.6,1601,2,124,,,13.42
"       (2020 PA12)",5.917,0.5107,4.97,213.97,162.97,2.895,8.94,14.4,5456,1,51,,,16.30
"       (2020 PE75)",15.53,0.6834,1.36,133.79,233.04,4.916,26.14,61.2,802,3,45,,,14.62
"       (2020 PJ75)",10.35,0.5608,10.42,264.58,119.30,4.546,16.16,33.3,859,3,91,,,14.73
"       (2020 QO6)",19.25,0.8758,80.48,177.22,193.48,2.392,36.11,84.5,93,4,37,,,18.38
"       (2020 QP42)",7.928,0.4996,20.29,164.90,193.14,3.967,11.89,22.3,60,4,28,,,15.20
"       (2020 RE7)",19.15,0.3087,8.24,147.50,211.35,13.241,25.07,83.8,3364,2,159,,,11.36
"       (2020 RP11)",22.92,0.7396,30.35,164.28,238.46,5.970,39.88,110,801,3,68,,,13.67
"       (2020 RU148)",5.904,0.4902,11.52,23.43,99.00,3.010,8.80,14.3,3,9,13,,,14.74
"       (2020 SJ5)",18.31,0.8566,77.39,12.70,55.83,2.625,33.99,78.3,52,5,53,,,16.80
"       (2020 SW7)",8.973,0.4771,14.70,129.82,303.53,4.692,13.25,26.9,1209,2,56,,,14.38
"       (2020 SL19)",7.521,0.6249,21.79,218.78,180.36,2.821,12.22,20.6,165,3,104,,,15.70
"       (2020 SV79)",17.52,0.8841,5.74,167.69,255.97,2.030,33.02,73.4,26,9,76,,,18.70
"       (2020 TU8)",6.409,0.6401,46.64,217.13,217.77,2.306,10.51,16.2,6,8,20,,,17.40
"       (2020 TK9)",20.53,0.8785,105.58,218.10,221.77,2.495,38.57,93.1,30,6,66,,,17.30
"       (2020 TQ14)",6.017,0.6230,26.89,52.80,19.46,2.268,9.77,14.8,67,5,19,,,17.60
"       (2020 VF1)",24.65,0.6596,53.43,251.03,219.75,8.393,40.92,122,1123,2,197,,,9.96
"       (2020 VS6)",7.734,0.7733,161.22,60.23,22.80,1.754,13.71,21.5,5,9,43,,,19.30
"       (2020 WD23)",6.433,0.3850,8.81,328.30,72.20,3.956,8.91,16.3,24,6,10,,,16.26
"       (2020 XV1)",5.917,0.4020,6.99,70.15,336.75,3.539,8.30,14.4,5929,0,142,,,14.88
"       (2020 XQ7)",23.47,0.9176,32.48,292.65,183.54,1.934,45.01,114,32,5,39,,,19.00
"       (2021 AE3)",8.307,0.4260,31.66,66.39,5.21,4.768,11.85,23.9,3,9,12,,,15.13
"       (2021 CT3)",7.294,0.4123,160.28,318.48,215.75,4.287,10.30,19.7,6969,0,28,,,15.59
"       (2021 CO10)",19.33,0.5999,14.20,319.99,179.50,7.733,30.92,85,3776,1,97,,,13.02
"       (2021 CE22)",7.248,0.7669,7.23,35.20,106.59,1.690,12.81,19.5,72,5,23,,,18.97
"       (2021 DN2)",22,0.8189,10.83,187.87,337.62,3.982,40.01,103,135,3,61,,,15.14
"       (2021 DB17)",19.09,0.3558,7.52,28.10,177.49,12.297,25.88,83.4,4491,2,153,,,11.08
"       (2021 FQ2)",10.74,0.7914,54.93,195.01,121.32,2.240,19.24,35.2,611,3,98,,,15.72
"       (2021 FN31)",8.246,0.5803,11.22,65.26,179.58,3.461,13.03,23.7,1596,4,33,,,15.20
"       (2021 GD9)",15.54,0.2835,16.07,104.99,179.56,11.131,19.94,61.2,4902,2,228,,,10.48
"       (2021 GT72)",5.632,0.4642,9.19,247.44,354.65,3.018,8.25,13.4,511,3,26,,,16.09
"       (2021 JK10)",18.19,0.2655,17.41,101.96,111.16,13.359,23.02,77.6,3091,2,107,,,10.83
"       (2021 JG47)",5.898,0.6602,14.82,175.75,319.24,2.004,9.79,14.3,14,7,10,,,18.18
"       (2021 JN58)",5.894,0.3749,22.35,129.40,97.38,3.685,8.10,14.3,60,4,17,,,16.10
"       (2021 LB18)",25.74,0.8695,128.95,283.98,26.62,3.360,48.11,131,13,7,21,,,17.10
"       (2021 LT42)",5.907,0.5118,16.77,102.95,224.28,2.884,8.93,14.4,65,4,13,,,17.06
"       (2021 LU44)",29.57,0.8449,43.78,108.06,22.50,4.586,54.55,161,89,9,9,,,10.91
"       (2021 NX7)",8.412,0.5885,63.78,342.72,18.43,3.461,13.36,24.4,516,3,230,,,12.60
"       (2021 OK11)",7.097,0.4416,8.18,312.90,31.76,3.964,10.23,18.9,6998,2,127,,,14.44
"       (2021 PD)",6.322,0.6159,71.35,145.93,202.52,2.428,10.22,15.9,63,5,56,,,16.40
"       (2021 PU23)",15.57,0.1351,37.09,292.81,271.59,13.468,17.67,61.4,1504,2,65,,,10.03
"       (2021 PN175)",9.815,0.5776,23.05,126.27,253.31,4.146,15.48,30.8,893,2,114,,,15.18
"       (2021 PB190)",7.23,0.6079,17.76,349.00,333.98,2.835,11.62,19.4,22,6,13,,,18.21
"       (2021 RZ47)",5.552,0.3903,4.62,277.31,112.28,3.385,7.72,13.1,59,4,24,,,16.36
"       (2021 RK133)",9.394,0.6695,15.74,158.18,240.32,3.105,15.68,28.8,119,4,40,,,16.32
"       (2021 RZ145)",6.29,0.6629,17.61,133.80,217.63,2.120,10.46,15.8,65,5,18,,,17.80
"       (2021 RK220)",7.165,0.7044,32.95,56.17,342.02,2.118,12.21,19.2,72,5,13,,,17.59
"       (2021 SN11)",8.526,0.3671,17.58,312.35,102.14,5.396,11.66,24.9,861,3,41,,,14.62
"       (2021 TP15)",13.39,0.5982,21.99,98.28,308.02,5.378,21.39,49,1289,2,85,,,14.02
"       (2021 TR81)",8.767,0.8326,36.83,220.21,272.01,1.468,16.07,26,231,3,97,,,16.30
"       (2021 UH5)",5.553,0.6742,9.37,167.88,232.51,1.809,9.30,13.1,15,6,18,,,20.22
"       (2021 UY27)",10.46,0.7339,16.50,348.28,1.62,2.784,18.13,33.8,12,7,19,,,16.73
"       (2021 VQ8)",9.336,0.7892,23.25,204.66,188.94,1.968,16.70,28.5,84,4,37,,,19.53
"       (2021 VU11)",14.19,0.7681,11.87,174.66,221.17,3.290,25.09,53.4,70,4,28,,,17.30
"       (2021 VK27)",12.84,0.4885,17.11,167.00,270.30,6.570,19.12,46,743,3,36,,,14.00
"       (2021 VA28)",5.746,0.1729,32.46,178.73,238.46,4.752,6.74,13.8,438,3,23,,,15.88
"       (2021 WT6)",5.752,0.7025,135.14,91.54,30.17,1.711,9.79,13.8,227,4,200,,,15.39
"       (2021 XZ3)",14.18,0.7809,172.09,350.59,331.40,3.107,25.25,53.4,942,2,204,,,14.84
"       (2021 YP)",6.145,0.6868,170.20,175.23,156.91,1.925,10.37,15.2,325,3,52,,,17.57
"       (2022 AA7)",11.71,0.8062,122.41,80.87,326.32,2.269,21.14,40.1,5,9,19,,,18.09
"       (2022 AC8)",13.57,0.8068,153.16,283.75,118.69,2.621,24.52,50,35,6,31,,,17.51
"       (2022 BG8)",7.103,0.3070,25.49,276.16,182.95,4.923,9.28,18.9,1640,2,64,,,14.82
"       (2022 BB25)",5.726,0.4271,5.81,177.40,347.10,3.280,8.17,13.7,5605,2,44,,,16.58
"       (2022 CT7)",10.52,0.7831,79.26,310.03,235.16,2.283,18.76,34.1,80,5,48,,,17.19
"       (2022 CA31)",5.623,0.4888,12.24,87.35,82.96,2.875,8.37,13.3,49,5,14,,,17.32
"       (2022 EP5)",14.58,0.6945,8.82,48.89,150.81,4.454,24.70,55.7,907,3,71,,,15.10
"       (2022 EP20)",6.931,0.7549,4.00,114.68,119.85,1.699,12.16,18.2,21,8,19,,,19.76
"       (2022 GK11)",22.8,0.8090,102.41,171.03,142.43,4.356,41.25,109,518,3,43,,,13.23
"       (2022 KJ2)",18.36,0.5587,9.85,191.27,83.04,8.102,28.62,78.7,2660,2,105,,,12.42
"       (2022 OA5)",29.57,0.7481,14.14,104.02,241.44,7.449,51.69,161,764,2,53,,,12.32
"       (2022 OH10)",19.53,0.2384,22.13,257.59,65.52,14.877,24.19,86.3,4814,3,49,,,10.60
"       (2022 PM5)",17.53,0.6595,10.82,262.18,105.75,5.968,29.09,73.4,479,3,64,,,13.99
"       (2022 QV11)",6.011,0.4456,9.85,302.76,85.49,3.332,8.69,14.7,35,5,37,,,16.22
"       (2022 QJ32)",5.919,0.5426,40.65,175.73,177.09,2.708,9.13,14.4,189,4,71,,,15.26
"       (2022 QK32)",21.4,0.4969,31.09,348.01,342.55,10.766,32.04,99,1156,3,46,,,11.82
"       (2022 QF107)",6.327,0.4167,9.87,154.35,189.50,3.691,8.96,15.9,30,5,16,,,16.45
"       (2022 QB117)",7.7,0.4215,12.48,121.08,225.16,4.454,10.95,21.4,51,4,19,,,14.87
"       (2022 QK178)",6.426,0.4609,17.34,324.39,4.81,3.464,9.39,16.3,41,4,29,,,16.20
"       (2022 RT3)",10.53,0.5824,169.06,125.18,203.65,4.395,16.66,34.1,670,3,40,,,15.16
"       (2022 RO59)",5.649,0.3745,56.00,351.94,81.78,3.533,7.76,13.4,30,6,14,,,15.60
"       (2022 SJ21)",12.66,0.1698,18.93,62.21,212.07,10.508,14.81,45,6407,1,44,,,11.61
"       (2022 SZ242)",7.467,0.6903,40.94,340.82,142.83,2.313,12.62,20.4,453,4,44,,,15.24
"       (2022 UH42)",9.815,0.7561,24.61,335.70,119.91,2.394,17.24,30.7,101,5,27,,,16.34
"       (2022 UO138)",14.46,0.4021,17.75,350.99,39.91,8.645,20.28,55,17,9,4,,,13.89
"       (2022 WW3)",8.528,0.6548,5.13,318.44,97.14,2.943,14.11,24.9,90,4,40,,,16.02
"       (2022 WC21)",5.756,0.6541,1.28,76.68,55.29,1.991,9.52,13.8,69,5,28,,,17.06
"       (2022 YM7)",15.72,0.2364,17.05,35.77,90.59,12.002,19.44,62.3,4843,2,92,,,11.04
"       (2022 YU9)",9.028,0.7889,172.75,77.64,349.70,1.905,16.15,27.1,25,7,46,,,19.01
"       (2023 BG1)",5.876,0.1981,36.52,135.35,344.95,4.712,7.04,14.2,4,9,13,,,14.74
"       (2023 BF9)",18.02,0.0090,11.91,308.42,302.22,17.859,18.18,76.5,6,9,22,,,10.66
"       (2023 FX9)",6.48,0.3148,20.02,114.66,44.55,4.440,8.52,16.5,465,4,27,,,15.05
"       (2023 FE12)",7.615,0.4951,18.97,82.50,90.60,3.844,11.38,21,589,3,55,,,15.40
"       (2023 FC17)",6.377,0.4502,2.12,41.69,211.74,3.506,9.25,16.1,5876,3,19,,,15.48
"       (2023 GC4)",6.41,0.5818,54.63,140.66,160.82,2.681,10.14,16.2,94,4,50,,,14.67
"       (2023 JM3)",12.39,0.6570,8.82,178.51,111.20,4.250,20.53,43.6,39,6,33,,,14.50
"       (2023 JF4)",12.8,0.4106,15.64,142.30,202.88,7.543,18.05,45.8,112,5,33,,,11.11
"       (2023 JY4)",6.571,0.5591,35.96,266.57,66.95,2.897,10.25,16.8,104,5,22,,,16.02
"       (2023 JN18)",7.473,0.4324,18.80,245.52,335.95,4.241,10.70,20.4,16,6,10,,,15.61
"       (2023 JW18)",23.64,0.8083,118.11,323.53,99.65,4.534,42.75,115,92,4,38,,,14.62
"       (2023 KE11)",29.03,0.8190,23.89,341.07,38.15,5.253,52.80,156,812,2,104,,,14.68
"       (2023 MF4)",29.43,0.9051,15.18,134.79,189.46,2.793,56.07,160,462,4,46,,,14.44
"       (2023 MM15)",5.532,0.5833,14.60,291.50,21.53,2.305,8.76,13,73,5,35,,,16.93
"       (2023 NY6)",6.225,0.5868,168.93,301.49,46.86,2.572,9.88,15.5,12,9,22,,,17.76
"       (2023 NC7)",8.129,0.5964,132.85,70.08,196.02,3.281,12.98,23.2,40,6,106,,,15.11
"       (2023 OW36)",5.584,0.2391,19.12,238.92,82.73,4.249,6.92,13.2,61,5,17,,,15.70
"       (2023 OS44)",6.163,0.5132,16.24,315.88,51.53,3.001,9.33,15.3,57,4,27,,,16.69
"       (2023 QR7)",5.814,0.3680,32.26,259.44,159.09,3.674,7.95,14,2,9,16,,,14.26
"       (2023 QY12)",5.718,0.6536,19.48,145.31,209.71,1.981,9.46,13.7,21,5,12,,,19.50
"       (2023 QB47)",19,0.6661,21.20,331.21,78.28,6.344,31.66,82.8,836,3,56,,,13.16
"       (2023 RB)",27.52,0.7050,4.67,137.54,257.39,8.118,46.91,144,3775,2,185,,,10.44
"       (2023 RN3)",11.14,0.5520,10.03,207.83,123.42,4.992,17.30,37.2,6,9,300,,,10.88
"       (2023 RY21)",5.726,0.5379,41.08,226.58,123.29,2.646,8.81,13.7,3,9,18,,,15.69
"       (2023 RC49)",8.187,0.4241,97.17,306.83,23.36,4.715,11.66,23.4,5,9,13,,,14.12
