"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"   132 Aethra (A873 LA)",2.613,0.3871,24.97,258.07,255.53,1.601,3.62,4.22,54848,0,3783,,,8.94
"   391 Ingeborg (A894 VB)",2.321,0.3055,23.21,212.84,147.05,1.612,3.03,3.54,46974,0,6702,,,10.91
"   475 Ocllo (A901 PA)",2.593,0.3795,18.95,34.40,305.92,1.609,3.58,4.18,39486,0,5995,,,11.61
"   512 Taurinensis (A903 MC)",2.189,0.2541,8.75,107.01,249.38,1.633,2.75,3.24,41763,0,12775,,,10.81
"   699 Hela (A910 LC)",2.613,0.4097,15.29,242.50,91.46,1.543,3.68,4.23,44052,0,5508,,,11.49
"   985 Rosina (A922 TC)",2.3,0.2773,4.06,290.26,59.73,1.662,2.94,3.49,36830,0,4126,,,12.87
"  1009 Sirene (A923 UE)",2.629,0.4529,15.72,229.28,186.57,1.439,3.82,4.26,36391,0,7375,,,13.91
"  1011 Laodamia (A924 AC)",2.395,0.3487,5.49,132.47,353.16,1.560,3.23,3.71,36382,0,3102,,,12.72
"  1065 Amundsenia (1926 PD)",2.361,0.2967,8.36,330.31,353.66,1.661,3.06,3.63,35409,0,4201,,,12.12
"  1131 Porzia (1929 RO)",2.228,0.2862,3.23,100.66,248.06,1.590,2.87,3.33,34144,0,4166,,,13.00
"  1134 Kepler (1929 SA)",2.677,0.4697,15.32,5.77,332.91,1.419,3.93,4.38,34142,0,2379,,,14.24
"  1139 Atami (1929 XE)",1.948,0.2555,13.09,213.30,206.73,1.450,2.45,2.72,34225,0,3575,,,12.60
"  1170 Siva (1930 SQ)",2.325,0.3012,22.17,0.85,59.35,1.625,3.03,3.55,33686,0,6089,,,12.22
"  1198 Atlantis (1931 RA)",2.25,0.3356,2.73,259.48,84.61,1.495,3.01,3.38,33401,0,2483,,,14.44
"  1204 Renzia (1931 TE)",2.264,0.2936,1.88,7.53,313.83,1.599,2.93,3.41,33553,0,5664,,,11.99
"  1235 Schorria (1931 UJ)",1.91,0.1547,25.00,12.92,43.85,1.615,2.21,2.64,33539,0,6966,,,13.19
"  1293 Sonja (1933 SO)",2.228,0.2753,5.36,236.34,99.89,1.614,2.84,3.33,32831,0,4370,,,13.61
"  1310 Villigera (1932 DB)",2.391,0.3575,21.06,357.18,88.81,1.536,3.25,3.7,33406,0,3055,,,11.51
"  1316 Kasan (1933 WC)",2.413,0.3163,23.96,238.19,148.72,1.649,3.18,3.75,32777,0,4687,,,13.15
"  1374 Isora (1935 UA)",2.251,0.2782,5.30,302.44,61.14,1.625,2.88,3.38,32075,0,3059,,,13.32
"  1468 Zomba (1938 PA)",2.196,0.2714,9.94,308.88,23.26,1.600,2.79,3.25,31069,0,3670,,,12.75
"  1474 Beira (1935 QY)",2.737,0.4887,26.67,323.37,84.06,1.400,4.08,4.53,32049,0,2237,,,12.40
"  1508 Kemi (1938 UP)",2.769,0.4187,28.73,13.85,93.51,1.610,3.93,4.61,32281,0,6916,,,12.08
"  1565 Lemaitre (1948 WA)",2.392,0.3485,21.50,261.12,116.39,1.558,3.23,3.7,27193,0,5122,,,12.66
"  1593 Fagnes (1951 LB)",2.225,0.2811,9.98,120.01,185.30,1.600,2.85,3.32,26296,0,4646,,,13.17
"  1640 Nemo (1951 QA)",2.289,0.3426,7.11,355.43,354.90,1.505,3.07,3.46,42641,0,5754,,,13.31
"  1656 Suomi (1942 EC)",1.878,0.1234,25.07,175.53,287.39,1.646,2.11,2.57,29745,0,6626,,,12.91
"  1727 Mette (1965 BA)",1.854,0.1016,22.89,132.99,313.12,1.666,2.04,2.52,24962,0,4395,,,12.61
"  1747 Wright (1947 NH)",1.709,0.1102,21.41,268.36,340.35,1.521,1.90,2.23,27791,0,3008,,,13.58
"  1750 Eckert (1950 NA1)",1.926,0.1727,19.09,273.72,108.97,1.593,2.26,2.67,26460,0,6816,,,13.79
"  1951 Lick (1949 OA)",1.391,0.0615,39.09,130.73,140.56,1.305,1.48,1.64,27043,0,5059,,,14.13
"  2035 Stearns (1973 SC)",1.884,0.1317,27.75,77.01,200.76,1.636,2.13,2.59,18028,0,3270,,,12.46
"  2044 Wirt (1950 VE)",2.379,0.3454,23.98,53.62,50.33,1.558,3.20,3.67,26563,0,2391,,,13.19
"  2055 Dvorak (1974 DB)",2.31,0.3119,21.49,340.41,244.04,1.589,3.03,3.51,18028,0,5912,,,12.92
"  2064 Thomsen (1942 RQ)",2.178,0.3300,5.70,302.09,2.81,1.459,2.90,3.22,29297,0,5536,,,12.71
"  2074 Shoemaker (1974 UA)",1.8,0.0819,30.08,207.26,205.39,1.652,1.95,2.41,25138,0,6566,,,14.04
"  2077 Kiangsu (1974 YA)",2.327,0.2956,28.10,69.45,344.26,1.639,3.01,3.55,17726,0,6263,,,13.68
"  2078 Nanking (1975 AD)",2.369,0.3748,20.16,286.95,99.48,1.481,3.26,3.65,17665,0,2359,,,13.05
"  2099 Opik (1977 VB)",2.303,0.3609,26.97,218.80,159.36,1.472,3.13,3.5,24033,0,1588,,,15.12
"  2204 Lyyli (1943 EQ)",2.59,0.4052,20.62,159.94,284.15,1.541,3.64,4.17,29383,0,3767,,,12.20
"  2253 Espinette (1932 PB)",2.283,0.2784,3.88,143.91,175.77,1.647,2.92,3.45,33116,0,3982,,,12.95
"  2335 James (1974 UB)",2.123,0.3605,36.31,19.90,79.54,1.357,2.89,3.09,17795,0,1910,,,13.65
"  2423 Ibarruri (1972 NC)",2.189,0.2826,4.06,264.91,80.66,1.570,2.81,3.24,24350,0,6896,,,13.44
"  2449 Kenos (1978 GC)",1.909,0.1681,24.99,179.83,102.25,1.588,2.23,2.64,16565,0,3478,,,13.98
"  2577 Litva (1975 EE3)",1.904,0.1380,22.91,182.55,284.12,1.641,2.17,2.63,32427,0,3690,,,13.03
"  2629 Rudra (1980 RB1)",1.74,0.2291,23.44,343.44,280.65,1.342,2.14,2.3,25348,0,2071,,,15.15
"  2744 Birgitta (1975 RB)",2.302,0.3323,6.74,315.52,44.09,1.537,3.07,3.49,32778,0,2129,,,14.83
"  2937 Gibbs (1980 LA)",2.32,0.3031,21.77,265.65,71.93,1.617,3.02,3.53,15466,0,3529,,,13.37
"  2968 Iliya (1978 QJ)",2.365,0.3117,9.16,274.26,34.34,1.628,3.10,3.64,26730,0,2035,,,15.00
"  3040 Kozai (1979 BA)",1.841,0.2004,46.65,143.48,290.14,1.472,2.21,2.5,16260,0,4250,,,13.88
"  3163 Randi (1981 QM)",2.393,0.3349,3.09,194.01,121.58,1.591,3.19,3.7,28685,0,3041,,,14.15
"  3198 Wallonia (1981 YH1)",2.181,0.2378,17.96,83.50,40.48,1.662,2.70,3.22,15231,0,2791,,,13.18
"  3255 Tholen (1980 RA)",2.373,0.3628,21.36,337.02,79.48,1.512,3.23,3.66,19251,0,2330,,,13.55
"  3267 Glo (1981 AA)",2.329,0.2959,24.03,110.43,307.67,1.640,3.02,3.55,15335,0,3107,,,12.88
"  3270 Dudley (1982 DA)",2.149,0.3289,27.68,146.90,327.10,1.442,2.86,3.15,15153,0,3538,,,14.35
"  3287 Olmstead (1981 DK1)",2.365,0.3008,12.08,213.23,95.69,1.653,3.08,3.64,15362,0,4044,,,14.32
"  3343 Nedzel (1982 HS)",2.349,0.3124,25.02,43.42,229.73,1.615,3.08,3.6,14907,0,3451,,,13.31
"  3392 Setouchi (1979 YB)",2.14,0.2798,26.32,266.68,240.03,1.541,2.74,3.13,15723,0,5126,,,13.86
"  3397 Leyla (1964 XA)",2.35,0.2970,22.01,25.61,95.88,1.652,3.05,3.6,25400,0,2521,,,13.47
"  3401 Vanphilos (1981 PA)",2.369,0.3581,21.80,322.32,108.64,1.521,3.22,3.65,28294,0,2658,,,12.40
"  3402 Wisdom (1981 PB)",2.131,0.2799,4.85,357.83,303.72,1.535,2.73,3.11,16857,0,1876,,,15.24
"  3416 Dorrit (1931 VP)",1.918,0.2068,22.07,19.92,293.72,1.521,2.31,2.66,33472,0,6994,,,13.52
"  3443 Leetsungdao (1979 SB1)",2.393,0.3058,12.71,184.56,112.48,1.661,3.13,3.7,31119,0,4378,,,13.24
"  3496 Arieso (1977 RC)",2.716,0.4573,29.70,129.41,283.59,1.474,3.96,4.48,16668,0,742,,,15.34
"  3581 Alvarez (1985 HC)",2.774,0.4062,28.87,217.41,107.66,1.647,3.90,4.62,22127,0,2896,,,12.31
"  3635 Kreutz (1981 WO1)",1.795,0.0844,19.22,235.31,249.38,1.643,1.95,2.4,15144,0,3435,,,14.89
"  3674 Erbisbuhl (1963 RH)",2.361,0.3754,21.02,296.81,98.16,1.475,3.25,3.63,21882,0,3397,,,12.06
"  3737 Beckman (1983 PA)",2.407,0.3963,20.13,288.15,85.52,1.453,3.36,3.74,14562,0,6168,,,12.56
"  3800 Karayusuf (1984 AB)",1.578,0.0757,14.85,95.42,115.93,1.458,1.70,1.98,17156,0,4636,,,15.23
"  3833 Calingasta (1971 SC)",2.195,0.3894,12.02,170.13,174.25,1.340,3.05,3.25,19007,0,1492,,,15.52
"  3854 George (1983 EA)",1.892,0.1342,24.21,8.36,87.62,1.638,2.15,2.6,14764,0,2435,,,14.25
"  3858 Dorchester (1986 TG)",2.189,0.2432,7.71,347.91,335.26,1.657,2.72,3.24,18086,0,3831,,,13.93
"  3873 Roddy (1984 WB)",1.893,0.1336,23.36,250.01,267.57,1.640,2.15,2.6,14148,0,4151,,,12.94
"  3920 Aubignan (1948 WF)",2.254,0.2718,9.04,116.33,237.64,1.641,2.87,3.38,27093,0,3226,,,13.18
"  4142 Dersu-Uzala (1981 KE)",1.912,0.1511,26.49,60.61,55.47,1.623,2.20,2.64,19578,0,2442,,,13.20
"  4205 David Hughes (1985 YP)",1.726,0.1492,16.48,276.51,110.11,1.469,1.98,2.27,15774,0,2563,,,14.53
"  4222 Nancita (1988 EK1)",2.367,0.2968,3.74,206.81,217.81,1.664,3.07,3.64,20075,0,3487,,,12.48
"  4276 Clifford (1981 XA)",2.01,0.2037,21.02,76.84,3.69,1.600,2.42,2.85,15288,0,3023,,,14.77
"  4435 Holt (1983 AG2)",2.317,0.3346,21.94,330.74,110.53,1.541,3.09,3.53,16379,0,2458,,,13.39
"  4451 Grieve (1988 JJ)",2.603,0.3841,27.81,219.33,110.26,1.603,3.60,4.2,25130,0,3156,,,12.13
"  4558 Janesick (1988 NF)",2.198,0.3623,22.18,254.80,94.43,1.402,2.99,3.26,16471,0,3133,,,12.74
"  4587 Rees (3239 T-2)",2.657,0.5087,24.64,180.35,83.96,1.305,4.01,4.33,22768,0,1439,,,15.46
"  4775 Hansen (1927 TC)",2.394,0.4526,9.27,336.48,7.89,1.311,3.48,3.71,35014,0,2894,,,13.99
"  4910 Kawasato (1953 PR)",2.44,0.3253,5.00,180.01,155.02,1.647,3.23,3.81,25443,0,3695,,,13.69
"  4995 Griffin (1984 QR)",2.34,0.3122,20.61,321.96,89.04,1.610,3.07,3.58,19194,0,2222,,,13.54
"  5038 Overbeek (1948 KF)",2.311,0.2821,10.93,65.61,219.63,1.659,2.96,3.51,27274,0,2901,,,13.87
"  5066 Garradd (1990 MA)",1.937,0.1542,41.44,82.28,184.81,1.638,2.24,2.7,25065,0,2216,,,14.21
"  5230 Asahina (1988 EF)",2.398,0.3752,20.68,195.20,266.37,1.498,3.30,3.71,14481,0,2655,,,13.36
"  5246 Migliorini (1979 OB)",2.224,0.2838,5.63,180.91,140.40,1.593,2.85,3.32,15885,0,2482,,,14.56
"  5251 Bradwood (1985 KA)",2.36,0.2945,22.19,249.98,80.29,1.665,3.05,3.62,15289,0,2196,,,13.89
"  5253 Fredclifford (1985 XB)",1.974,0.2253,28.76,71.22,69.36,1.529,2.42,2.77,16540,0,2526,,,14.59
"  5261 Eureka (1990 MB)",1.523,0.0648,20.28,245.02,95.47,1.425,1.62,1.88,15765,0,1931,,,16.13
"  5275 Zdislava (1986 UU)",2.199,0.2545,6.06,236.05,108.56,1.639,2.76,3.26,25985,0,3237,,,13.90
"  5349 Paulharris (1988 RA)",2.785,0.4685,28.48,1.31,81.16,1.480,4.09,4.65,17739,0,1779,,,13.14
"  5392 Parker (1986 AK)",2.348,0.3440,22.06,56.09,96.65,1.540,3.16,3.6,13725,0,3047,,,12.79
"  5407 (1992 AX)",1.839,0.2775,11.39,117.68,108.88,1.329,2.35,2.49,25924,0,4886,,,14.28
"  5510 (1988 RF7)",2.191,0.2441,5.68,109.21,234.75,1.656,2.73,3.24,27038,0,3627,,,13.68
"  5585 Parks (1990 MJ)",2.711,0.3993,28.59,264.81,76.17,1.629,3.79,4.46,15206,0,1106,,,14.05
"  5621 Erb (1990 SG4)",2.301,0.3863,5.55,278.89,5.22,1.412,3.19,3.49,24649,0,2714,,,14.20
"  5641 McCleese (1990 DJ)",1.82,0.1262,22.20,151.28,57.10,1.590,2.05,2.46,18395,0,4368,,,14.03
"  5642 Bobbywilliams (1990 OK1)",2.315,0.3332,24.96,310.07,39.14,1.544,3.09,3.52,17556,0,1487,,,14.23
"  5649 Donnashirley (1990 WZ2)",2.281,0.3362,21.73,3.36,62.64,1.514,3.05,3.45,17503,0,1800,,,14.69
"  5682 Beresford (1990 TB)",2.297,0.2987,7.96,212.75,138.59,1.611,2.98,3.48,26843,0,3105,,,13.82
"  5720 Halweaver (1984 FN)",2.292,0.3077,23.47,47.74,82.20,1.587,3.00,3.47,26272,0,2501,,,13.77
"  5732 (1988 WC)",2.221,0.4053,22.45,240.51,253.42,1.321,3.12,3.31,24654,0,2187,,,14.77
"  5738 Billpickering (1989 UY3)",2.733,0.4808,21.78,239.30,246.29,1.419,4.05,4.52,15181,0,854,,,15.20
"  5817 Robertfrazer (1989 RZ)",2.408,0.3409,21.10,340.46,82.68,1.587,3.23,3.74,23347,0,2555,,,12.95
"  5867 (1988 RE)",1.821,0.2522,35.07,202.13,105.58,1.362,2.28,2.46,15624,0,1982,,,15.35
"  5870 Baltimore (1989 CC1)",2.791,0.4203,28.96,153.64,272.23,1.618,3.96,4.66,17704,0,2417,,,13.47
"  5929 Manzano (1974 XT)",2.359,0.3035,23.01,126.30,277.91,1.643,3.07,3.62,17738,0,3198,,,13.52
"  5999 Plescia (1987 HA)",2.28,0.3056,23.17,71.11,71.33,1.583,2.98,3.44,13244,0,1742,,,14.59
"  6041 Juterkilian (1990 KL)",2.446,0.3247,9.91,199.43,102.53,1.652,3.24,3.82,12024,0,1999,,,14.46
"  6042 Cheshirecat (1990 WW2)",3.04,0.4574,15.88,88.59,286.15,1.649,4.43,5.3,15980,0,2138,,,13.08
"  6130 Hutton (1989 SL5)",2.977,0.5413,23.74,139.33,189.68,1.365,4.59,5.14,13335,0,352,,,16.69
"  6141 Durda (1992 YC3)",1.818,0.1430,16.45,284.76,145.93,1.558,2.08,2.45,14826,0,2724,,,14.43
"  6170 Levasseur (1981 GP)",2.353,0.3185,22.57,11.76,103.54,1.604,3.10,3.61,25179,0,2032,,,13.55
"  6172 Prokofeana (1982 TX)",2.568,0.4392,15.90,218.50,194.21,1.440,3.70,4.12,25571,0,1132,,,15.26
"  6183 Viscome (1987 SF7)",2.306,0.2893,19.68,274.65,116.30,1.639,2.97,3.5,12970,0,2484,,,13.84
"  6249 Jennifer (1991 JF1)",1.915,0.1418,28.11,221.66,151.62,1.643,2.19,2.65,25330,0,3486,,,13.09
"  6261 Chione (1976 WC)",2.356,0.3498,21.85,163.74,293.20,1.532,3.18,3.62,17057,0,1908,,,14.36
"  6263 Druckmuller (1980 PX)",2.187,0.2387,2.23,160.15,176.24,1.665,2.71,3.23,15519,0,2715,,,14.79
"  6318 Cronkite (1990 WA)",2.517,0.4605,25.82,71.00,12.28,1.358,3.68,3.99,17837,0,1148,,,15.82
"  6322 (1991 CQ)",2.521,0.4666,28.39,173.66,297.69,1.344,3.70,4,14722,0,1511,,,16.31
"  6386 Keithnoll (1989 NK1)",2.271,0.3014,8.73,119.79,268.15,1.587,2.96,3.42,24810,0,3683,,,12.76
"  6411 Tamaga (1993 TA)",2.764,0.4176,28.60,157.21,272.33,1.610,3.92,4.59,13981,0,2356,,,13.27
"  6444 Ryuzin (1989 WW)",2.229,0.3051,6.06,97.99,269.13,1.549,2.91,3.33,15815,0,2819,,,14.36
"  6446 Lomberg (1990 QL)",2.317,0.2961,23.58,157.02,253.44,1.631,3.00,3.53,12838,0,2334,,,15.14
"  6485 Wendeesther (1990 UR1)",1.91,0.1473,20.47,234.24,151.15,1.629,2.19,2.64,24860,0,3501,,,14.05
"  6487 Tonyspear (1991 GA1)",2.357,0.3047,21.27,187.46,92.86,1.639,3.08,3.62,18267,0,2970,,,13.71
"  6490 (1991 NR2)",2.66,0.4067,17.18,286.48,29.15,1.579,3.74,4.34,14904,0,1095,,,14.70
"  6500 Kodaira (1993 ET)",2.754,0.4180,29.33,186.11,255.35,1.603,3.90,4.57,19484,0,2752,,,12.75
"  6523 Clube (1991 TC)",2.647,0.4176,26.63,354.75,284.82,1.541,3.75,4.31,16241,0,770,,,15.25
"  6564 Asher (1992 BB)",1.882,0.2660,45.32,194.55,330.61,1.381,2.38,2.58,11480,0,1180,,,16.07
"  6585 O'Keefe (1984 SR)",2.372,0.3581,22.37,0.52,60.33,1.522,3.22,3.65,19079,0,1555,,,14.50
"  6847 Kunz-Hallstein (1977 RL)",2.321,0.2897,24.58,48.46,53.18,1.648,2.99,3.54,16760,0,1903,,,14.44
"  6874 (1994 JO1)",2.241,0.2813,7.58,78.18,224.17,1.610,2.87,3.35,26660,0,2984,,,13.93
"  6909 Levison (1991 BY2)",2.725,0.4669,38.00,308.27,75.51,1.453,4.00,4.5,13156,0,1291,,,13.90
"  7002 Bronshten (1971 OV)",2.356,0.3327,4.58,193.19,144.07,1.572,3.14,3.62,18830,0,2278,,,14.90
"  7079 Baghdad (1986 RR)",2.287,0.2947,3.89,202.65,121.60,1.613,2.96,3.46,13431,0,1982,,,15.06
"  7096 Napier (1992 VM)",2.777,0.5029,11.15,146.48,258.03,1.381,4.17,4.63,14326,0,1449,,,15.21
"  7267 Victormeen (1943 DF)",2.352,0.3371,22.60,359.27,130.28,1.559,3.14,3.61,29339,0,2252,,,13.88
"  7304 Namiki (1994 AE2)",2.619,0.4243,9.61,109.39,114.70,1.508,3.73,4.24,14793,0,2363,,,13.93
"  7330 Annelemaitre (1985 TD)",2.358,0.3010,21.64,191.08,253.08,1.648,3.07,3.62,25290,0,3657,,,13.50
"  7345 Happer (1992 OF)",2.452,0.3226,3.68,68.34,281.34,1.661,3.24,3.84,19662,0,1875,,,14.83
"  7369 Gavrilin (1975 AN)",2.371,0.3193,21.80,278.21,113.19,1.614,3.13,3.65,17673,0,2852,,,13.34
"  7445 Trajanus (4116 P-L)",2.197,0.2437,1.19,226.51,109.76,1.661,2.73,3.26,22820,0,2666,,,14.94
"  7467 (1989 WQ1)",1.654,0.1266,15.90,69.06,41.67,1.445,1.86,2.13,16003,0,3562,,,16.12
"  7505 Furusho (1997 AM2)",2.638,0.3813,6.37,86.46,287.97,1.632,3.64,4.28,30151,0,3649,,,12.41
"  7604 Kridsadaporn (1995 QY2)",3.113,0.5742,20.45,147.23,266.16,1.326,4.90,5.49,13949,0,1906,,,13.37
"  7660 Alexanderwilson (1993 VM1)",1.91,0.1397,23.15,170.47,265.08,1.643,2.18,2.64,11947,0,3152,,,14.54
"  7723 Lugger (1952 QW)",2.295,0.3018,6.06,110.97,267.55,1.602,2.99,3.48,25843,0,5045,,,14.08
"  7747 Michalowski (1987 SO)",2.293,0.2748,5.05,289.27,28.59,1.663,2.92,3.47,13019,0,3083,,,13.82
"  7778 Markrobinson (1993 HK1)",2.383,0.3288,19.55,224.45,97.46,1.600,3.17,3.68,15946,0,2545,,,13.35
"  7816 Hanoi (1987 YA)",2.313,0.2953,2.39,222.93,170.83,1.630,3.00,3.52,12884,0,2043,,,15.15
"  7818 Muirhead (1990 QO)",2.339,0.3501,21.75,160.46,254.54,1.520,3.16,3.58,19266,0,2134,,,14.01
"  7870 (1987 UP2)",2.241,0.2729,3.50,239.98,156.45,1.630,2.85,3.36,26606,0,2933,,,13.93
"  8251 Isogai (1980 VA)",2.254,0.2638,3.21,169.16,233.25,1.659,2.85,3.38,15606,0,1729,,,15.48
"  8256 Shenzhou (1981 UZ9)",2.197,0.2493,6.85,42.17,21.75,1.649,2.74,3.26,15271,0,2992,,,13.77
"  8355 Masuo (1989 RQ1)",2.337,0.2881,7.70,154.14,196.38,1.663,3.01,3.57,18942,0,3451,,,14.42
"  8444 Popovich (1969 TR1)",2.267,0.2690,1.94,353.02,347.17,1.657,2.88,3.41,34652,0,3667,,,14.06
"  8651 Alineraynal (1989 YU5)",2.294,0.2784,2.04,271.38,106.33,1.655,2.93,3.47,17376,0,2616,,,14.70
"  9068 (1993 OD)",1.82,0.1500,20.30,301.95,104.83,1.547,2.09,2.46,15869,0,2003,,,13.80
"  9082 Leonardmartin (1994 VR6)",2.735,0.4275,30.34,51.43,281.03,1.566,3.90,4.52,10391,0,1344,,,14.16
"  9292 (1982 UE2)",2.197,0.2844,4.34,39.39,324.93,1.572,2.82,3.26,19097,0,2097,,,15.26
"  9551 Kazi (1985 UJ)",2.63,0.4205,8.84,20.35,5.88,1.524,3.74,4.27,13402,0,646,,,16.10
"  9564 Jeffwynn (1987 SG3)",2.341,0.3176,22.30,187.06,121.72,1.597,3.08,3.58,26333,0,2039,,,14.02
"  9572 (1988 RS6)",2.207,0.2530,1.14,187.26,144.46,1.649,2.77,3.28,12673,0,1470,,,15.86
"  9671 Hemera (1997 TU9)",2.697,0.4333,4.84,211.99,341.18,1.528,3.87,4.43,23506,0,2479,,,14.08
"  9773 (1993 MG1)",2.681,0.3879,14.69,277.49,15.58,1.641,3.72,4.39,12288,0,2433,,,13.79
"  9881 Sampson (1994 SE)",2.341,0.4112,8.08,61.03,275.12,1.378,3.30,3.58,16799,0,965,,,15.95
"  9969 Braille (1992 KD)",2.34,0.4340,29.02,241.90,356.16,1.324,3.36,3.58,11170,0,594,,,16.01
"  9992 (1997 TG19)",2.172,0.2924,2.59,42.97,234.93,1.537,2.81,3.2,17714,0,2701,,,14.82
" 10051 Albee (1987 QG6)",2.293,0.3445,21.85,158.91,242.94,1.503,3.08,3.47,13025,0,1800,,,14.69
" 10295 Hippolyta (1988 GB)",1.974,0.3342,19.25,21.65,222.88,1.314,2.63,2.77,12669,0,536,,,16.71
" 10416 Kottler (1998 VA32)",2.242,0.3990,20.31,257.50,251.63,1.347,3.14,3.36,17242,0,1576,,,14.64
" 10502 Armaghobs (1987 QF6)",2.309,0.3184,21.93,170.19,263.10,1.573,3.04,3.51,15474,0,1993,,,15.04
" 10548 (1992 PJ2)",2.411,0.3231,5.61,211.57,83.52,1.632,3.19,3.74,12685,0,2225,,,14.68
" 10578 (1995 LH)",2.692,0.4090,11.44,48.45,267.75,1.591,3.79,4.42,10144,0,1694,,,14.39
" 10737 Bruck (1988 DZ4)",1.905,0.1301,19.17,176.18,104.96,1.657,2.15,2.63,12959,0,3628,,,15.44
" 10984 Gispen (3507 T-3)",2.168,0.3280,5.88,202.50,82.55,1.457,2.88,3.19,16545,0,2295,,,14.81
" 11152 Oomine (1997 YH5)",2.188,0.2398,3.58,323.17,61.25,1.664,2.71,3.24,17512,0,2072,,,14.65
" 11318 (1994 XZ4)",2.596,0.4320,9.89,65.46,343.42,1.474,3.72,4.18,16751,0,559,,,16.78
" 11466 Katharinaotto (1981 EL33)",2.28,0.3145,5.87,293.95,30.50,1.563,3.00,3.44,16559,0,1499,,,15.20
" 11836 Eileen (1986 CB)",2.346,0.3507,22.49,131.66,289.91,1.523,3.17,3.59,13668,0,2447,,,13.77
" 12008 Kandrup (1996 TY9)",1.996,0.3163,29.75,263.29,344.90,1.365,2.63,2.82,26799,0,3506,,,13.24
" 12009 (1996 UE)",2.194,0.2791,4.16,41.96,303.42,1.582,2.81,3.25,17093,0,2194,,,15.25
" 12198 (1980 PJ1)",2.143,0.2410,4.55,278.59,130.45,1.627,2.66,3.14,15657,0,2243,,,14.86
" 12390 (1994 WB1)",1.855,0.1518,24.81,69.62,88.42,1.574,2.14,2.53,24969,0,2378,,,15.06
" 12520 (1998 HV78)",2.246,0.2937,4.81,252.50,101.87,1.586,2.91,3.37,30836,0,2151,,,14.75
" 13091 (1992 PT3)",2.239,0.2757,2.37,82.67,223.75,1.622,2.86,3.35,14686,0,1601,,,15.60
" 13153 (1995 QC3)",2.416,0.3669,5.64,336.81,345.12,1.530,3.30,3.76,15556,0,841,,,15.57
" 13551 Gadsden (1992 FL1)",2.515,0.4314,5.26,316.95,238.62,1.430,3.60,3.99,12604,0,1531,,,16.53
" 13819 (1999 SX5)",2.318,0.3038,23.48,135.96,269.06,1.614,3.02,3.53,17898,0,2713,,,13.65
" 13920 Montecorvino (1985 PE1)",2.164,0.2373,3.14,308.39,9.66,1.650,2.68,3.18,15968,0,2732,,,14.80
" 14017 (1994 NS)",2.168,0.2385,6.49,203.49,79.43,1.651,2.68,3.19,12729,0,2636,,,14.94
" 14211 (1999 NT1)",2.306,0.3192,21.35,282.06,91.14,1.570,3.04,3.5,17945,0,2613,,,14.04
" 14222 (1999 WS1)",3.097,0.5448,17.17,229.14,84.94,1.410,4.78,5.45,14825,0,2519,,,14.20
" 14223 Dolby (1999 XW1)",2.373,0.3009,3.83,105.45,250.32,1.659,3.09,3.66,20634,0,2319,,,14.88
" 14309 Defoy (A908 SA)",2.604,0.4474,6.51,174.89,136.92,1.439,3.77,4.2,41837,0,1855,,,14.41
" 14461 (1993 FL54)",2.326,0.3279,21.31,10.81,255.66,1.563,3.09,3.55,11845,0,2181,,,14.42
" 14581 (1998 RT4)",2.728,0.4047,31.64,170.22,245.13,1.624,3.83,4.51,13627,0,1441,,,14.18
" 14653 (1998 YV11)",2.286,0.3425,9.01,77.72,216.45,1.503,3.07,3.46,24806,0,3455,,,14.53
" 14982 (1997 TH19)",2.329,0.3209,3.31,1.01,324.91,1.582,3.08,3.56,11840,0,2319,,,14.55
" 15609 Kosmaczewski (2000 GP124)",2.271,0.2894,6.73,138.81,163.46,1.614,2.93,3.42,11952,0,1579,,,15.58
" 15673 Chetaev (1978 PV2)",2.207,0.2679,5.37,319.12,5.28,1.616,2.80,3.28,16376,0,2701,,,14.47
" 15700 (1987 QD)",2.209,0.3145,26.79,175.44,119.54,1.514,2.90,3.28,25282,0,2474,,,14.83
" 15778 (1993 NH)",2.305,0.3119,22.26,245.73,81.14,1.586,3.02,3.5,14314,0,1083,,,14.80
" 15790 Keizan (1993 TC)",2.359,0.3172,22.87,23.51,293.49,1.611,3.11,3.62,14804,0,3616,,,13.71
" 16142 Leung (1999 XC135)",2.242,0.3001,8.84,127.79,197.80,1.569,2.91,3.36,14732,0,2580,,,14.41
" 16143 (1999 XK142)",2.261,0.3389,9.33,311.54,21.88,1.495,3.03,3.4,17116,0,2279,,,14.19
" 16465 Basilrowe (1990 FV1)",1.826,0.2123,24.27,29.66,112.63,1.438,2.21,2.47,12162,0,1567,,,15.89
" 16474 (1990 QG3)",2.237,0.3021,1.65,32.33,326.13,1.561,2.91,3.35,11990,0,781,,,16.75
" 16529 Dangoldin (1991 GO1)",2.341,0.3140,22.70,191.82,251.31,1.606,3.08,3.58,17420,0,3653,,,13.74
" 16588 Johngee (1992 ST)",2.562,0.3858,8.10,30.42,16.82,1.574,3.55,4.1,12640,0,957,,,15.37
" 16591 (1992 SY17)",2.29,0.2800,8.41,239.50,72.11,1.649,2.93,3.46,26215,0,2575,,,14.45
" 16635 (1993 QO)",2.299,0.2851,21.92,313.73,77.98,1.644,2.95,3.49,13422,0,2395,,,14.37
