"full_name","a","e","i","om","w","q","ad","per_y","data_arc","condition_code","n_obs_used","n_del_obs_used","n_dop_obs_used","H"
"    65 Cybele (A861 EB)",3.426,0.1222,3.56,155.37,103.36,3.007,3.84,6.34,59325,0,4605,,,6.89
"    76 Freia (A862 UA)",3.412,0.1670,2.12,204.29,251.99,2.842,3.98,6.3,58203,0,5856,,,8.09
"    87 Sylvia (A866 KA)",3.477,0.0939,10.88,73.01,264.40,3.151,3.80,6.48,50497,0,5573,,,6.97
"   107 Camilla (A868 WA)",3.486,0.0653,10.00,172.59,305.22,3.258,3.71,6.51,56500,0,4920,,,7.13
"   108 Hecuba (A869 GB)",3.233,0.0625,4.21,349.76,212.59,3.031,3.44,5.81,52421,0,4433,,,8.01
"   121 Hermione (A872 JA)",3.453,0.1257,7.57,72.88,296.93,3.019,3.89,6.42,55120,0,6857,,,7.49
"   122 Gerda (A872 OA)",3.233,0.0276,1.64,178.09,318.65,3.144,3.32,5.81,55167,0,4141,,,7.74
"   153 Hilda (A875 VC)",3.973,0.1391,7.83,228.09,39.43,3.420,4.53,7.92,52319,0,10383,,,7.79
"   154 Bertha (A875 VD)",3.204,0.0756,21.04,36.53,165.45,2.961,3.45,5.73,52201,0,4153,,,7.72
"   168 Sibylla (A876 SA)",3.375,0.0748,4.67,205.92,176.10,3.122,3.63,6.2,53630,0,11677,,,8.32
"   190 Ismene (A878 SA)",3.994,0.1682,6.18,175.44,271.17,3.322,4.67,7.98,47024,0,10807,,,7.94
"   225 Henrietta (A882 HA)",3.395,0.2622,20.85,197.03,103.84,2.505,4.28,6.25,46749,0,4744,,,8.85
"   229 Adelinda (A882 QB)",3.421,0.1369,2.08,27.83,309.08,2.953,3.89,6.33,50491,0,6970,,,9.40
"   260 Huberta (A886 TA)",3.45,0.1077,6.42,164.95,180.19,3.078,3.82,6.41,42543,0,8444,,,9.35
"   279 Thule (A888 UA)",4.264,0.0439,2.33,71.88,27.69,4.077,4.45,8.81,48334,0,6192,,,8.65
"   300 Geraldina (A890 TB)",3.21,0.0594,0.73,42.88,320.64,3.019,3.40,5.75,44997,0,4438,,,9.82
"   319 Leona (A891 TA)",3.412,0.2152,10.56,184.86,227.05,2.678,4.15,6.3,48133,0,4174,,,10.23
"   325 Heidelberga (A892 EA)",3.216,0.1513,8.57,344.21,70.82,2.729,3.70,5.77,47948,0,10172,,,8.98
"   334 Chicago (A892 QB)",3.899,0.0254,4.64,130.13,156.64,3.800,4.00,7.7,47837,0,4314,,,7.72
"   361 Bononia (A893 EF)",3.973,0.2106,12.61,18.79,67.78,3.136,4.81,7.92,47637,0,3550,,,8.44
"   381 Myrrha (A894 AC)",3.223,0.0897,12.56,125.06,144.45,2.934,3.51,5.79,47332,0,5016,,,8.45
"   401 Ottilia (A895 FA)",3.347,0.0312,5.96,36.04,301.65,3.243,3.45,6.12,46891,0,10730,,,9.50
"   414 Liriope (A896 BB)",3.505,0.0740,9.56,110.54,318.44,3.245,3.76,6.56,42286,0,5912,,,9.70
"   420 Bertholda (A896 RC)",3.427,0.0264,6.70,242.42,229.21,3.337,3.52,6.34,45036,0,4549,,,8.38
"   466 Tisiphone (A901 BB)",3.355,0.0966,19.00,290.25,254.96,3.031,3.68,6.15,44756,0,3907,,,8.49
"   483 Seppina (A902 EJ)",3.427,0.0508,18.75,173.91,163.47,3.252,3.60,6.34,44355,0,7730,,,8.48
"   499 Venusia (A902 YE)",4.014,0.2174,2.09,256.19,174.99,3.141,4.89,8.04,44054,0,7133,,,9.67
"   522 Helga (A904 AF)",3.628,0.0866,4.42,116.55,249.11,3.314,3.94,6.91,11754,0,4939,,,9.08
"   528 Rezia (A904 FA)",3.398,0.0220,12.71,49.51,352.24,3.323,3.47,6.26,43610,0,9698,,,9.29
"   536 Merapi (A904 JF)",3.494,0.0876,19.43,59.20,296.13,3.188,3.80,6.53,43559,0,4936,,,8.17
"   545 Messalina (A904 TC)",3.2,0.1700,11.21,333.59,331.39,2.656,3.74,5.73,43417,0,5280,,,8.86
"   566 Stereoskopia (A905 KA)",3.378,0.1205,4.89,79.52,300.00,2.971,3.79,6.21,43170,0,11843,,,8.24
"   570 Kythera (A905 OF)",3.422,0.1187,1.82,223.29,162.06,3.016,3.83,6.33,43095,0,8199,,,8.95
"   580 Selene (A905 YB)",3.23,0.0877,3.67,98.90,338.91,2.946,3.51,5.8,42965,0,6822,,,10.46
"   581 Tauntonia (A905 YC)",3.213,0.0347,21.89,102.43,24.79,3.102,3.32,5.76,42910,0,14381,,,10.06
"   595 Polyxena (A906 FL)",3.216,0.0666,17.83,23.87,281.24,3.002,3.43,5.77,42874,0,7626,,,8.03
"   643 Scheherezade (A907 RK)",3.359,0.0568,13.77,252.16,228.95,3.168,3.55,6.16,42344,0,6876,,,9.96
"   645 Agrippina (A907 RP)",3.213,0.1391,7.07,359.23,88.80,2.766,3.66,5.76,42229,0,9321,,,10.04
"   692 Hippodamia (A901 VJ)",3.382,0.1691,26.09,63.46,53.61,2.810,3.95,6.22,44478,0,4564,,,9.04
"   713 Luscinia (A911 HG)",3.401,0.1550,10.34,217.45,138.66,2.874,3.93,6.27,40987,0,6172,,,9.16
"   721 Tabora (A911 UM)",3.551,0.1181,8.32,38.37,352.82,3.131,3.97,6.69,40843,0,8275,,,9.46
"   733 Mocia (A912 SA)",3.398,0.0581,20.29,340.96,188.58,3.200,3.59,6.26,41813,0,7906,,,9.37
"   745 Mauritia (A913 EH)",3.257,0.0430,13.29,125.48,37.42,3.117,3.40,5.88,40189,0,5988,,,10.67
"   748 Simeisa (A913 EL)",3.952,0.1895,2.26,265.40,177.78,3.203,4.70,7.86,37796,0,6663,,,9.15
"   777 Gutemberga (A914 BF)",3.215,0.1164,12.91,282.97,264.97,2.841,3.59,5.77,39865,0,4310,,,9.81
"   781 Kartvelia (A914 BK)",3.214,0.1195,19.14,137.99,154.48,2.830,3.60,5.76,35455,0,4314,,,9.54
"   790 Pretoria (A912 BE)",3.405,0.1548,20.56,251.79,37.82,2.878,3.93,6.28,38960,0,4589,,,8.12
"   806 Gyldenia (A915 HE)",3.204,0.0812,14.22,43.61,121.63,2.944,3.46,5.74,39450,0,6779,,,10.40
"   830 Petropolitana (A917 YD)",3.212,0.0660,3.80,340.27,91.29,3.000,3.42,5.76,39060,0,8277,,,9.31
"   835 Olivia (A916 SH)",3.222,0.0880,3.70,308.46,67.72,2.938,3.50,5.78,39033,0,4996,,,11.57
"   842 Kerstin (A916 TB)",3.24,0.1161,14.49,5.39,353.11,2.864,3.62,5.83,39003,0,5020,,,10.68
"   844 Leontina (A916 TC)",3.202,0.0695,8.78,348.67,354.17,2.980,3.43,5.73,44356,0,10259,,,9.86
"   859 Bouzareah (A916 TD)",3.227,0.1102,13.50,35.66,22.06,2.871,3.58,5.8,39041,0,4913,,,9.79
"   863 Benkoela (A917 CG)",3.201,0.0276,25.41,116.91,98.55,3.113,3.29,5.73,38902,0,4405,,,9.16
"   892 Seeligeria (A918 KC)",3.226,0.1052,21.33,175.88,285.91,2.887,3.57,5.79,38427,0,8486,,,9.89
"   895 Helio (A918 NA)",3.207,0.1439,26.07,264.56,177.05,2.746,3.67,5.74,42788,0,4119,,,8.38
"   903 Nealley (A918 RH)",3.237,0.0465,11.78,159.38,234.02,3.086,3.39,5.82,38329,0,5240,,,10.16
"   909 Ulla (A919 CA)",3.55,0.0929,18.78,146.32,231.79,3.220,3.88,6.69,38176,0,4505,,,8.79
"   927 Ratisbona (A920 DB)",3.215,0.0930,14.64,7.37,173.02,2.916,3.51,5.76,37662,0,6432,,,9.28
"   940 Kordula (A920 TE)",3.369,0.1698,6.24,66.28,283.94,2.797,3.94,6.18,37562,0,8144,,,9.30
"   958 Asplinda (A921 SD)",3.996,0.1840,5.62,343.11,92.06,3.261,4.73,7.99,37211,0,3399,,,10.43
"   973 Aralia (A922 FB)",3.209,0.1129,15.83,348.44,87.39,2.847,3.57,5.75,37038,0,7327,,,10.16
"   978 Aidamina (A922 KE)",3.205,0.2309,21.61,216.52,132.74,2.465,3.94,5.74,42544,0,6340,,,9.58
"  1001 Gaussia (A923 PD)",3.212,0.1223,9.31,259.11,146.04,2.819,3.60,5.76,42190,0,6165,,,9.75
"  1004 Belopolskya (A923 RR)",3.399,0.0895,2.98,153.53,214.96,3.095,3.70,6.27,36498,0,4343,,,9.83
"  1015 Christa (A924 CF)",3.206,0.0890,9.45,120.12,286.85,2.921,3.49,5.74,36355,0,12473,,,9.22
"  1028 Lydina (A923 VF)",3.415,0.1047,9.39,62.73,22.62,3.058,3.77,6.31,42469,0,3823,,,9.38
"  1038 Tuckia (A924 WO)",3.98,0.2221,9.19,57.70,305.23,3.096,4.86,7.94,36056,0,4426,,,10.68
"  1042 Amazone (1925 HA)",3.237,0.0875,20.71,52.38,298.83,2.954,3.52,5.82,35927,0,4813,,,9.98
"  1051 Merope (1925 SA)",3.212,0.1007,23.51,180.69,153.67,2.889,3.54,5.76,35762,0,5277,,,10.22
"  1070 Tunica (1926 RB)",3.232,0.0802,16.96,165.27,191.21,2.973,3.49,5.81,43794,0,6057,,,10.78
"  1091 Spiraea (1928 DT)",3.418,0.0707,1.15,80.83,12.72,3.176,3.66,6.32,34838,0,7232,,,10.88
"  1101 Clematis (1928 SJ)",3.228,0.0785,21.44,201.81,105.10,2.975,3.48,5.8,34539,0,4330,,,10.61
"  1109 Tata (1929 CU)",3.226,0.0983,4.12,268.03,0.66,2.909,3.54,5.79,34524,0,4249,,,10.10
"  1118 Hanskya (1927 QD)",3.213,0.0431,13.95,318.69,337.49,3.074,3.35,5.76,35048,0,8306,,,9.89
"  1144 Oda (1930 BJ)",3.753,0.0808,9.81,156.12,216.80,3.450,4.06,7.27,34027,0,5376,,,9.96
"  1154 Astronomia (1927 CB)",3.39,0.0703,4.53,82.48,205.40,3.152,3.63,6.24,40881,0,6090,,,10.49
"  1162 Larissa (1930 AC)",3.927,0.1053,1.87,39.66,206.43,3.513,4.34,7.78,34070,0,5157,,,9.59
"  1163 Saga (1930 BA)",3.22,0.0420,9.02,127.50,201.19,3.085,3.36,5.78,34187,0,10423,,,10.71
"  1167 Dubiago (1930 PB)",3.416,0.0679,5.75,223.35,72.85,3.184,3.65,6.32,33900,0,6282,,,9.78
"  1175 Margo (1930 UD)",3.215,0.0707,16.35,236.98,100.09,2.988,3.44,5.76,42287,0,4122,,,9.96
"  1177 Gonnessia (1930 WA)",3.346,0.0344,15.02,251.73,255.29,3.231,3.46,6.12,33713,0,4976,,,9.39
"  1180 Rita (1931 GE)",3.982,0.1553,7.19,88.14,205.41,3.364,4.60,7.95,42366,0,8115,,,9.28
"  1202 Marina (1931 RL)",3.997,0.1677,3.33,49.83,307.78,3.326,4.67,7.99,36053,0,4122,,,10.07
"  1212 Francette (1931 XC)",3.948,0.1896,7.59,149.56,348.00,3.199,4.70,7.84,33493,0,5224,,,9.67
"  1227 Geranium (1931 TD)",3.218,0.1926,16.49,0.66,303.40,2.598,3.84,5.77,33552,0,3862,,,10.80
"  1229 Tilia (1931 TP1)",3.223,0.1667,1.04,197.35,166.90,2.685,3.76,5.79,33550,0,4226,,,11.42
"  1256 Normannia (1932 PD)",3.893,0.0795,4.18,236.87,102.19,3.583,4.20,7.68,34049,0,6161,,,9.74
"  1266 Tone (1927 BD)",3.359,0.0508,17.18,320.58,301.03,3.189,3.53,6.16,33072,0,6912,,,9.46
"  1268 Libya (1930 HJ)",3.983,0.1036,4.42,350.99,118.65,3.571,4.40,7.95,34057,0,4877,,,9.10
"  1269 Rollandia (1930 SH)",3.904,0.0972,2.76,134.71,19.24,3.525,4.28,7.71,44362,0,4456,,,8.86
"  1280 Baillauda (1933 QB)",3.415,0.0435,6.42,292.54,90.96,3.267,3.56,6.31,32708,0,4234,,,10.16
"  1295 Deflotte (1933 WD)",3.391,0.1245,2.89,185.03,274.86,2.968,3.81,6.24,32770,0,9374,,,10.72
"  1303 Luthera (1928 FP)",3.237,0.1006,19.49,71.88,101.11,2.911,3.56,5.82,34817,0,5028,,,9.51
"  1309 Hyperborea (1931 TO)",3.215,0.1481,10.28,206.01,243.44,2.738,3.69,5.76,37969,0,5001,,,10.43
"  1315 Bronislawa (1933 SF1)",3.209,0.0742,7.08,236.45,21.23,2.971,3.45,5.75,43016,0,7774,,,10.08
"  1317 Silvretta (1935 RC)",3.206,0.2354,20.41,6.16,34.12,2.451,3.96,5.74,32116,0,10238,,,9.93
"  1323 Tugela (1934 LD)",3.227,0.1500,18.94,44.54,140.40,2.743,3.71,5.8,41930,0,3787,,,9.88
"  1328 Devota (1925 UA)",3.509,0.1366,5.77,222.63,173.34,3.030,3.99,6.57,35724,0,4688,,,10.09
"  1345 Potomac (A908 CE)",3.982,0.1814,11.40,137.43,332.66,3.260,4.70,7.95,42173,0,3781,,,9.90
"  1362 Griqua (1935 QG1)",3.214,0.3733,24.23,121.32,261.73,2.014,4.41,5.76,33816,0,4668,,,11.28
"  1373 Cincinnati (1935 QN)",3.42,0.3157,38.94,297.46,98.99,2.341,4.50,6.33,32115,0,3195,,,11.54
"  1390 Abastumani (1935 TA)",3.434,0.0365,19.93,28.89,333.84,3.308,3.56,6.36,34261,0,5005,,,9.20
"  1395 Aribeda (1936 OB)",3.205,0.0645,8.65,244.79,109.81,2.998,3.41,5.74,31806,0,3469,,,11.53
"  1439 Vogtia (1937 TE)",3.993,0.1164,4.20,35.55,101.08,3.528,4.46,7.98,31353,0,3721,,,10.72
"  1456 Saldanha (1937 NG)",3.202,0.2212,10.44,282.41,65.53,2.494,3.91,5.73,35439,0,5628,,,11.07
"  1467 Mashona (1938 OE)",3.388,0.1273,21.90,326.32,350.49,2.957,3.82,6.24,36675,0,7028,,,8.70
"  1477 Bonsdorffia (1938 CC)",3.208,0.2661,15.81,319.85,105.23,2.354,4.06,5.75,25502,0,4389,,,11.48
"  1491 Balduinus (1938 EJ)",3.238,0.1276,3.64,313.01,160.25,2.825,3.65,5.83,33745,0,3898,,,11.41
"  1512 Oulu (1939 FE)",3.964,0.1421,6.47,10.05,237.58,3.400,4.53,7.89,30712,0,5007,,,9.53
"  1529 Oterma (1938 BC)",3.988,0.2021,9.06,100.59,294.66,3.182,4.79,7.96,26713,0,3361,,,10.01
"  1556 Wingolfia (1942 AA)",3.427,0.1067,15.72,91.36,266.47,3.061,3.79,6.34,29643,0,3711,,,10.48
"  1558 Jarnefelt (1942 BD)",3.223,0.0282,10.51,110.78,302.41,3.132,3.31,5.79,40337,0,7752,,,10.35
"  1561 Fricke (1941 CG)",3.202,0.1272,4.32,230.57,42.66,2.795,3.61,5.73,30131,0,4089,,,11.49
"  1567 Alikoski (1941 HN)",3.209,0.0823,17.28,51.43,109.96,2.945,3.47,5.75,30985,0,4634,,,9.80
"  1574 Meyer (1949 FD)",3.54,0.0344,14.48,245.60,259.23,3.418,3.66,6.66,34050,0,6796,,,9.90
"  1578 Kirkwood (1951 AT)",3.929,0.2413,0.81,74.01,1.75,2.981,4.88,7.79,29028,0,4394,,,10.19
"  1579 Herrick (1948 SB)",3.434,0.1265,8.76,184.12,279.30,3.000,3.87,6.36,34278,0,5046,,,10.71
"  1617 Alschmitt (1952 FB)",3.204,0.1245,13.25,154.92,24.57,2.805,3.60,5.73,42909,0,4206,,,10.94
"  1746 Brouwer (1963 RF)",3.954,0.2090,8.36,321.91,47.91,3.128,4.78,7.86,30207,0,5464,,,9.96
"  1748 Mauderli (1966 RA)",3.95,0.2158,3.30,125.60,198.61,3.098,4.80,7.85,36990,0,7141,,,10.59
"  1754 Cunningham (1935 FE)",3.939,0.1688,12.15,162.83,110.19,3.274,4.60,7.82,43558,0,8922,,,9.80
"  1796 Riga (1966 KB)",3.356,0.0548,22.59,186.70,26.93,3.172,3.54,6.15,26604,0,5320,,,9.92
"  1832 Mrkos (1969 PC)",3.216,0.0984,14.95,303.32,80.95,2.899,3.53,5.77,31508,0,3356,,,11.28
"  1838 Ursa (1971 UC)",3.223,0.0122,22.00,44.07,34.62,3.184,3.26,5.79,25125,0,5880,,,10.84
"  1841 Masaryk (1971 UO1)",3.404,0.1128,2.61,44.24,125.52,3.019,3.79,6.28,31771,0,5876,,,10.94
"  1859 Kovalevskaya (1972 RS2)",3.21,0.0973,7.70,343.26,245.07,2.898,3.52,5.75,39389,0,7817,,,10.84
"  1877 Marsden (1971 FC)",3.946,0.2048,17.54,352.60,305.89,3.138,4.75,7.84,26456,0,4075,,,10.98
"  1890 Konoshenkova (1968 CD)",3.213,0.1384,9.88,70.32,15.27,2.768,3.66,5.76,26928,0,3504,,,11.80
"  1901 Moravia (1972 AD)",3.24,0.0754,24.09,93.96,148.88,2.996,3.48,5.83,18655,0,3391,,,11.50
"  1902 Shaposhnikov (1972 HU)",3.966,0.2209,12.48,59.04,266.55,3.090,4.84,7.9,30311,0,4332,,,9.41
"  1911 Schubart (1973 UD)",3.977,0.1728,1.64,284.82,181.56,3.290,4.66,7.93,34825,0,4854,,,10.01
"  1921 Pala (1973 SE)",3.309,0.3845,19.08,351.87,20.41,2.037,4.58,6.02,18106,0,2001,,,14.71
"  1922 Zulu (1949 HC)",3.234,0.4816,35.43,226.52,31.39,1.677,4.79,5.82,26937,0,3607,,,12.40
"  1941 Wild (1931 TN1)",3.957,0.2896,3.96,60.40,303.07,2.811,5.10,7.87,39332,0,2936,,,11.90
"  2008 Konstitutsiya (1973 SV4)",3.215,0.0960,20.66,15.59,201.56,2.907,3.52,5.77,20427,0,8367,,,10.38
"  2067 Aksnes (1936 DD)",3.972,0.1834,3.08,150.22,297.08,3.244,4.70,7.92,31948,0,7639,,,10.59
"  2127 Tanya (1971 KB1)",3.21,0.0314,13.09,106.36,188.88,3.109,3.31,5.75,25688,0,8981,,,11.23
"  2145 Blaauw (1976 UF)",3.213,0.1019,15.01,264.24,277.86,2.886,3.54,5.76,16998,0,3797,,,11.06
"  2196 Ellicott (1965 BC)",3.438,0.0574,10.32,212.11,304.66,3.241,3.64,6.38,42612,0,5860,,,10.24
"  2208 Pushkin (1977 QL3)",3.499,0.0307,5.40,78.50,0.40,3.392,3.61,6.55,20203,0,3746,,,10.79
"  2235 Vittore (A924 GA)",3.206,0.2159,18.78,205.02,274.19,2.514,3.90,5.74,36290,0,4254,,,10.70
"  2246 Bowell (1979 XH)",3.951,0.0915,6.50,155.64,21.88,3.590,4.31,7.85,25051,0,3863,,,10.51
"  2266 Tchaikovsky (1974 VK)",3.397,0.1822,13.25,229.43,205.22,2.779,4.02,6.26,31331,0,4230,,,10.88
"  2311 El Leoncito (1974 TA1)",3.65,0.0481,6.59,156.34,178.11,3.474,3.83,6.97,18717,0,4160,,,10.46
"  2312 Duboshin (1976 GU2)",3.969,0.1587,5.16,61.41,342.49,3.339,4.60,7.91,29361,0,6279,,,10.19
"  2342 Lebedev (1968 UQ)",3.22,0.1372,0.37,195.86,216.83,2.778,3.66,5.78,42580,0,4881,,,12.07
"  2356 Hirons (1979 UJ)",3.236,0.0393,15.60,189.06,354.95,3.108,3.36,5.82,19484,0,6853,,,10.92
"  2376 Martynov (1977 QG3)",3.201,0.1190,3.84,61.17,301.13,2.819,3.58,5.73,26490,0,4191,,,10.99
"  2393 Suzuki (1955 WB)",3.224,0.1926,10.29,223.92,114.38,2.603,3.85,5.79,26130,0,6601,,,10.77
"  2414 Vibeke (1931 UG)",3.201,0.1307,16.75,357.03,46.09,2.782,3.62,5.73,33535,0,5562,,,11.64
"  2421 Nininger (1979 UD)",3.237,0.0431,10.21,77.39,283.82,3.097,3.38,5.82,22169,0,8414,,,10.86
"  2483 Guinevere (1928 QB)",3.966,0.2775,4.50,252.04,183.06,2.865,5.07,7.9,34694,0,2816,,,11.03
"  2485 Scheffler (1932 BH)",3.238,0.1918,2.75,97.48,355.93,2.617,3.86,5.83,33314,0,3205,,,13.01
"  2582 Harimaya-Bashi (1981 SA)",3.202,0.0633,18.12,56.21,233.68,2.999,3.40,5.73,31066,0,8762,,,10.57
"  2624 Samitchell (1962 RE)",3.947,0.1176,2.80,161.51,139.26,3.483,4.41,7.84,25136,0,3974,,,10.96
"  2634 James Bradley (1982 DL)",3.455,0.0495,6.42,133.34,332.11,3.284,3.63,6.42,43285,0,4320,,,10.67
"  2667 Oikawa (1967 UO)",3.225,0.1895,2.24,60.05,307.23,2.614,3.84,5.79,24771,0,3587,,,12.11
"  2673 Lossignol (1980 KN)",3.202,0.1588,2.28,71.10,179.42,2.693,3.71,5.73,24042,0,3264,,,12.68
"  2697 Albina (1969 TC3)",3.568,0.0810,3.58,270.78,129.37,3.279,3.86,6.74,34278,0,3840,,,10.71
"  2702 Batrakov (1978 SZ2)",3.432,0.0954,1.63,242.25,328.59,3.105,3.76,6.36,18989,0,3405,,,11.92
"  2721 Vsekhsvyatskij (1973 SP2)",3.242,0.1688,2.23,84.76,284.12,2.695,3.79,5.84,42955,0,3905,,,12.40
"  2722 Abalakin (1976 GM2)",3.205,0.1400,1.68,133.54,111.83,2.757,3.65,5.74,19484,0,3990,,,12.41
"  2760 Kacha (1980 TU6)",3.995,0.1202,13.48,352.50,150.31,3.515,4.47,7.99,23132,0,3729,,,10.17
"  2826 Ahti (1939 UJ)",3.224,0.0494,15.45,33.59,146.24,3.065,3.38,5.79,30608,0,6439,,,11.19
"  2846 Ylppo (1942 CJ)",3.224,0.0727,11.43,144.48,71.34,2.989,3.46,5.79,29711,0,5382,,,11.54
"  2848 ASP (1959 VF)",3.206,0.1901,0.91,338.68,51.20,2.597,3.82,5.74,24476,0,6233,,,11.82
"  2891 McGetchin (1980 MD)",3.353,0.1385,9.30,114.72,251.57,2.889,3.82,6.14,32748,0,5927,,,11.12
"  2921 Sophocles (6525 P-L)",3.248,0.1552,1.49,149.78,198.28,2.744,3.75,5.85,26451,0,2322,,,13.58
"  2932 Kempchinsky (1980 TK4)",3.625,0.1031,2.30,168.97,194.68,3.251,4.00,6.9,25344,0,4068,,,11.76
"  2959 Scholl (1983 RE2)",3.97,0.2732,5.22,121.03,284.15,2.885,5.05,7.91,20019,0,3549,,,11.26
"  2967 Vladisvyat (1977 SS1)",3.203,0.1367,18.00,32.40,358.82,2.765,3.64,5.73,27338,0,7158,,,11.17
"  2976 Lautaro (1974 HR)",3.341,0.1458,9.83,206.69,188.28,2.854,3.83,6.11,43748,0,6673,,,10.96
"  3010 Ushakov (1978 SB5)",3.227,0.1650,2.04,127.02,173.50,2.695,3.76,5.8,16860,0,3105,,,12.90
"  3012 Minsk (1979 QU9)",3.226,0.0714,18.19,354.86,91.64,2.995,3.46,5.79,25693,0,5433,,,11.12
"  3015 Candy (1980 VN)",3.382,0.1751,17.41,38.12,301.35,2.790,3.97,6.22,21290,0,4465,,,11.25
"  3021 Lucubratio (1967 CB)",3.202,0.2360,16.62,352.20,98.32,2.447,3.96,5.73,18288,0,3002,,,12.11
"  3024 Hainan (1981 UW9)",3.414,0.1312,14.85,27.37,341.89,2.966,3.86,6.31,29139,0,9328,,,10.96
"  3025 Higson (1982 QR)",3.202,0.0849,20.99,293.23,112.30,2.930,3.47,5.73,14958,0,3574,,,10.49
"  3036 Krat (1937 TO)",3.208,0.1011,22.89,23.68,320.29,2.884,3.53,5.75,33550,0,4388,,,10.56
"  3092 Herodotus (6550 P-L)",3.54,0.1143,10.83,7.96,9.66,3.135,3.95,6.66,22906,0,4639,,,11.43
"  3095 Omarkhayyam (1980 RT2)",3.495,0.0800,2.97,292.41,117.08,3.215,3.77,6.53,17789,0,4335,,,11.54
"  3134 Kostinsky (A921 VA)",3.992,0.2201,7.64,256.91,162.69,3.113,4.87,7.98,37171,0,3754,,,10.57
"  3141 Buchar (1984 RH)",3.406,0.0662,10.91,320.67,159.81,3.180,3.63,6.28,43109,0,4177,,,10.96
"  3150 Tosa (1983 CB)",3.203,0.1165,22.05,350.23,271.71,2.830,3.58,5.73,20939,0,3996,,,11.29
"  3202 Graff (A908 AA)",3.927,0.1142,11.11,205.13,267.93,3.478,4.38,7.78,42228,0,3770,,,11.14
"  3248 Farinella (1982 FK)",3.203,0.1517,10.90,12.04,317.41,2.717,3.69,5.73,32806,0,8386,,,11.01
"  3254 Bus (1982 UM)",3.966,0.1542,4.41,42.77,302.56,3.354,4.58,7.9,14808,0,4668,,,11.31
"  3273 Drukar (1975 TS2)",3.406,0.0232,14.08,45.74,226.25,3.327,3.49,6.29,17479,0,5185,,,11.67
"  3278 Behounek (1984 BT)",3.215,0.0160,9.71,77.73,110.24,3.164,3.27,5.76,30635,0,3564,,,11.51
"  3290 Azabu (1973 SZ1)",3.953,0.1311,2.77,75.06,108.60,3.435,4.47,7.86,25203,0,3136,,,12.24
"  3368 Duncombe (1985 QT)",3.393,0.0929,19.12,4.05,349.63,3.078,3.71,6.25,25182,0,5186,,,11.09
"  3396 Muazzez (A915 TE)",3.394,0.1788,8.32,37.82,315.74,2.787,4.00,6.25,39294,0,10052,,,11.16
"  3415 Danby (1928 SL)",3.98,0.2503,1.37,253.65,136.00,2.983,4.98,7.94,34660,0,3738,,,11.10
"  3419 Guth (1981 JZ)",3.214,0.0653,17.49,58.47,227.19,3.004,3.42,5.76,33109,0,4787,,,11.17
"  3495 Colchagua (1981 NU)",3.233,0.1217,2.48,121.83,111.57,2.839,3.63,5.81,32225,0,3841,,,11.90
"  3514 Hooke (1971 UJ)",3.955,0.1934,3.50,24.26,341.97,3.190,4.72,7.87,18877,0,3018,,,11.88
"  3557 Sokolsky (1977 QE1)",4.005,0.1730,6.05,185.77,122.69,3.312,4.70,8.01,19668,0,3758,,,11.05
"  3561 Devine (1983 HO)",3.956,0.1290,9.68,117.79,177.03,3.445,4.47,7.87,25105,0,4617,,,11.23
"  3565 Ojima (1986 YD)",3.205,0.1241,7.35,91.83,346.53,2.807,3.60,5.74,21322,0,5325,,,12.01
"  3571 Milanstefanik (1982 EJ)",3.932,0.1114,7.86,248.92,21.60,3.494,4.37,7.8,25545,0,5404,,,11.13
"  3577 Putilin (1969 TK)",3.939,0.1964,3.74,280.16,179.26,3.166,4.71,7.82,22587,0,3417,,,10.60
"  3578 Carestia (1977 CC)",3.217,0.2039,21.31,284.52,48.25,2.561,3.87,5.77,30646,0,6376,,,10.38
"  3588 Kirik (1981 TH4)",3.229,0.1875,6.43,328.50,108.54,2.624,3.83,5.8,33769,0,4813,,,12.27
"  3601 Velikhov (1979 SP9)",3.243,0.1523,2.27,61.62,0.01,2.750,3.74,5.84,24745,0,3778,,,12.86
"  3608 Kataev (1978 SD1)",3.379,0.1456,11.02,78.37,234.62,2.887,3.87,6.21,20592,0,3506,,,11.47
"  3622 Ilinsky (1981 SX7)",3.388,0.0452,4.94,254.23,148.19,3.235,3.54,6.24,33071,0,4795,,,11.92
"  3655 Eupraksia (1978 SA3)",4.019,0.2023,3.82,337.99,39.76,3.206,4.83,8.06,25202,0,3099,,,11.10
"  3660 Lazarev (1978 QX2)",3.222,0.0806,7.79,354.89,215.25,2.962,3.48,5.78,26546,0,7250,,,11.90
"  3675 Kemstach (1982 YP1)",3.367,0.0863,10.85,339.63,174.13,3.077,3.66,6.18,25747,0,5231,,,11.31
"  3688 Navajo (1981 FD)",3.223,0.4775,2.56,19.98,137.73,1.684,4.76,5.79,15504,0,1220,,,15.31
"  3694 Sharon (1984 SH5)",3.939,0.2073,4.97,311.03,79.90,3.123,4.76,7.82,22947,0,3187,,,10.66
"  3727 Maxhell (1981 PQ)",3.316,0.1506,5.38,161.52,162.68,2.817,3.82,6.04,25361,0,3408,,,11.63
"  3731 Hancock (1984 DH1)",3.236,0.1126,21.56,263.75,256.04,2.872,3.60,5.82,19753,0,4252,,,10.82
"  3766 Junepatterson (1983 BF)",3.229,0.1065,1.50,129.09,6.71,2.885,3.57,5.8,39455,0,5233,,,12.05
